"","session_id","referrer","flagGroup","flagdv","flagfilter"
"1",2400853,"abington","no prime",3.25,"include"
"2",2400856,"abington","flag prime",3.625,"include"
"3",2400860,"abington","flag prime",3.25,"include"
"5",2400872,"abington","no prime",4.75,"include"
"6",2400914,"abington","no prime",2.625,"include"
"7",2400916,"abington","flag prime",3.25,"include"
"8",2400925,"abington","no prime",3.625,"include"
"9",2400934,"abington","no prime",3,"include"
"10",2407192,"abington","flag prime",2.5,"include"
"11",2407222,"abington","flag prime",2.625,"include"
"12",2407225,"abington","flag prime",3.375,"include"
"13",2407227,"abington","no prime",1.875,"include"
"14",2407268,"abington","no prime",1.75,"include"
"15",2407271,"abington","flag prime",2,"include"
"16",2407288,"abington","flag prime",3.5,"include"
"17",2407289,"abington","flag prime",2.75,"include"
"18",2407335,"abington","flag prime",3.42857142857143,"include"
"19",2407367,"abington","no prime",3,"include"
"20",2407368,"abington","no prime",2.125,"include"
"21",2407369,"abington","no prime",2.875,"include"
"22",2407370,"abington","flag prime",2.875,"include"
"23",2407373,"abington","no prime",2.25,"include"
"24",2407395,"abington","flag prime",4.375,"include"
"25",2407403,"abington","flag prime",2.25,"include"
"26",2407404,"abington","no prime",2.5,"include"
"27",2407405,"abington","flag prime",3.625,"include"
"28",2407407,"abington","flag prime",4.625,"include"
"29",2407412,"abington","no prime",2.125,"include"
"30",2407864,"abington","no prime",5.375,"include"
"31",2407866,"abington","no prime",1.75,"include"
"32",2407983,"abington","no prime",2.28571428571429,"include"
"33",2407987,"abington","flag prime",3.5,"include"
"34",2408017,"abington","flag prime",3.625,"include"
"35",2408033,"abington","flag prime",3.25,"include"
"36",2408059,"abington","flag prime",2.75,"include"
"37",2408084,"abington","flag prime",2,"include"
"38",2409135,"abington","flag prime",3.5,"include"
"39",2409137,"abington","flag prime",3.375,"include"
"40",2409138,"abington","no prime",3.375,"include"
"41",2409144,"abington","no prime",3.875,"include"
"42",2409145,"abington","no prime",2.375,"include"
"43",2409147,"abington","flag prime",2.75,"include"
"44",2409150,"abington","flag prime",2.75,"include"
"45",2409203,"abington","no prime",2.875,"include"
"46",2409204,"abington","no prime",3.5,"include"
"47",2409209,"abington","no prime",3.125,"include"
"48",2409214,"abington","no prime",5.375,"include"
"49",2409217,"abington","flag prime",3.25,"include"
"50",2409255,"abington","no prime",3.71428571428571,"include"
"51",2409256,"abington","flag prime",3.25,"include"
"52",2409259,"abington","no prime",2.875,"include"
"53",2409260,"abington","flag prime",3.5,"include"
"54",2409264,"abington","flag prime",3.5,"include"
"55",2409552,"abington","flag prime",2.5,"include"
"56",2409555,"abington","no prime",3,"include"
"57",2409556,"abington","no prime",4,"include"
"58",2409603,"abington","no prime",2.75,"include"
"59",2409605,"abington","flag prime",3.125,"include"
"60",2409606,"abington","flag prime",2.625,"include"
"61",2409607,"abington","no prime",3,"include"
"62",2410995,"abington","no prime",3,"include"
"63",2410997,"abington","flag prime",3.75,"include"
"64",2411137,"abington","no prime",1.75,"include"
"65",2411191,"abington","no prime",4.57142857142857,"include"
"66",2411192,"abington","no prime",3,"include"
"67",2411195,"abington","flag prime",2.75,"include"
"68",2411198,"abington","no prime",2.625,"include"
"69",2411199,"abington","flag prime",2,"include"
"70",2411202,"abington","no prime",3.25,"include"
"71",2411203,"abington","flag prime",2.875,"include"
"72",2411204,"abington","no prime",3,"include"
"73",2411205,"abington","no prime",3.125,"include"
"74",2411301,"abington","flag prime",4.125,"include"
"75",2411308,"abington","flag prime",2.625,"include"
"76",2411379,"abington","no prime",3.85714285714286,"include"
"77",2411382,"abington","no prime",2.375,"include"
"78",2411384,"abington","no prime",2.71428571428571,"include"
"79",2411385,"abington","flag prime",3,"include"
"80",2411395,"abington","no prime",2,"include"
"81",2411401,"abington","flag prime",2.625,"include"
"82",2411402,"abington","no prime",4.5,"include"
"83",2411443,"abington","no prime",3.25,"include"
"84",2411445,"abington","no prime",2.25,"include"
