"","session_id","referrer","flagGroup","flagdv","flagfilter"
"2784",2462516,"oxy","flag prime",1.71428571428571,"include"
"2785",2466207,"oxy","no prime",1.5,"include"
"2786",2467505,"oxy","flag prime",2.75,"include"
"2787",2468479,"oxy","flag prime",2.625,"include"
"2788",2468498,"oxy","no prime",2.25,"include"
"2789",2468526,"oxy","no prime",1.625,"include"
"2790",2468562,"oxy","no prime",2.25,"include"
"2791",2470610,"oxy","flag prime",1.875,"include"
"2792",2472850,"oxy","no prime",3.375,"include"
"2793",2472858,"oxy","flag prime",2,"include"
"2794",2473837,"oxy","flag prime",2.75,"include"
"2795",2474014,"oxy","no prime",2,"include"
"2796",2474020,"oxy","flag prime",3.625,"include"
"2797",2474056,"oxy","no prime",2,"include"
"2798",2474176,"oxy","flag prime",1.5,"include"
"2799",2474177,"oxy","no prime",3,"include"
"2800",2474189,"oxy","flag prime",3,"include"
"2801",2474252,"oxy","flag prime",2.5,"include"
"2802",2474254,"oxy","flag prime",2.25,"include"
"2803",2477323,"oxy","flag prime",1.875,"include"
"2804",2477855,"oxy","flag prime",2.375,"include"
"2805",2477933,"oxy","flag prime",1.375,"include"
"2806",2477938,"oxy","flag prime",2.25,"include"
"2807",2478303,"oxy","no prime",1.625,"include"
"2808",2478307,"oxy","no prime",2.125,"include"
"2809",2478344,"oxy","no prime",2,"include"
"2810",2478349,"oxy","flag prime",1.75,"include"
"2811",2479320,"oxy","flag prime",2.625,"include"
"2812",2479506,"oxy","no prime",3,"include"
"2813",2479520,"oxy","no prime",2.5,"include"
"2814",2479543,"oxy","no prime",2.375,"include"
"2815",2479549,"oxy","no prime",3.625,"include"
"2816",2479567,"oxy","flag prime",2.28571428571429,"include"
"2817",2479599,"oxy","no prime",2.75,"include"
"2818",2480067,"oxy","no prime",1.625,"include"
"2819",2480069,"oxy","flag prime",4,"include"
"2820",2480096,"oxy","no prime",3,"include"
"2821",2480103,"oxy","no prime",1.75,"include"
"2822",2480200,"oxy","no prime",2.125,"include"
"2823",2480203,"oxy","no prime",3,"include"
"2824",2480294,"oxy","flag prime",1.875,"include"
"2825",2480312,"oxy","flag prime",2.125,"include"
"2826",2480351,"oxy","no prime",1.375,"include"
"2827",2480368,"oxy","flag prime",2.875,"include"
"2828",2480423,"oxy","no prime",2.375,"include"
"2830",2482032,"oxy","flag prime",1.75,"include"
"2831",2482046,"oxy","flag prime",3.125,"include"
"2832",2482113,"oxy","no prime",2.25,"include"
"2833",2482637,"oxy","no prime",2.25,"include"
"2834",2482713,"oxy","flag prime",2.5,"include"
"2835",2482718,"oxy","flag prime",1.375,"include"
"2836",2482744,"oxy","flag prime",2.5,"include"
"2837",2482764,"oxy","no prime",3.125,"include"
"2838",2482785,"oxy","no prime",2.125,"include"
"2839",2482886,"oxy","no prime",4.25,"include"
"2840",2482887,"oxy","no prime",2.375,"include"
"2841",2482889,"oxy","flag prime",1.375,"include"
"2842",2483043,"oxy","no prime",1,"include"
"2843",2483379,"oxy","no prime",2,"include"
"2844",2483385,"oxy","no prime",4.875,"include"
"2845",2484212,"oxy","flag prime",2.25,"include"
"2846",2484256,"oxy","flag prime",2.125,"include"
"2847",2484273,"oxy","no prime",2.125,"include"
"2848",2484301,"oxy","flag prime",2.5,"include"
"2849",2484312,"oxy","no prime",2,"include"
"2850",2484316,"oxy","flag prime",3.5,"include"
"2851",2484345,"oxy","no prime",2.25,"include"
"2852",2484429,"oxy","flag prime",1.375,"include"
"2853",2484440,"oxy","flag prime",1.625,"include"
"2854",2484486,"oxy","flag prime",1.75,"include"
"2855",2484488,"oxy","flag prime",2.125,"include"
"2856",2484532,"oxy","flag prime",1,"include"
"2857",2484632,"oxy","no prime",2.75,"include"
"2858",2484634,"oxy","no prime",1.125,"include"
"2859",2484656,"oxy","no prime",3,"include"
"2860",2484661,"oxy","flag prime",1.625,"include"
"2861",2484737,"oxy","flag prime",2,"include"
"2862",2484741,"oxy","flag prime",1.625,"include"
"2863",2484870,"oxy","flag prime",2.875,"include"
"2864",2484875,"oxy","no prime",1.5,"include"
"2865",2485179,"oxy","flag prime",1.75,"include"
"2866",2485308,"oxy","no prime",1.875,"include"
"2867",2485317,"oxy","flag prime",2.5,"include"
"2868",2485321,"oxy","no prime",3.25,"include"
"2869",2485328,"oxy","no prime",2.5,"include"
"2870",2485335,"oxy","flag prime",3.25,"include"
"2871",2485350,"oxy","no prime",2.625,"include"
"2872",2485352,"oxy","no prime",1.5,"include"
"2873",2485378,"oxy","flag prime",1.875,"include"
"2874",2485381,"oxy","no prime",2.375,"include"
"2875",2485408,"oxy","no prime",1.875,"include"
"2876",2485423,"oxy","no prime",1.625,"include"
"2877",2485616,"oxy","no prime",2.75,"include"
"2878",2486362,"oxy","flag prime",1.875,"include"
"2879",2486467,"oxy","flag prime",3.75,"include"
"2880",2486468,"oxy","flag prime",2.25,"include"
"2881",2486681,"oxy","no prime",2.25,"include"
"2882",2486686,"oxy","no prime",1.5,"include"
"2883",2486705,"oxy","no prime",2,"include"
"2884",2486762,"oxy","flag prime",2.25,"include"
"2885",2487006,"oxy","no prime",2.14285714285714,"include"
"2887",2487040,"oxy","no prime",1.125,"include"
"2888",2487042,"oxy","no prime",1.25,"include"
"2889",2487072,"oxy","no prime",2.125,"include"
"2890",2487074,"oxy","flag prime",2,"include"
"2891",2487113,"oxy","no prime",2.875,"include"
"2892",2487115,"oxy","flag prime",2.125,"include"
"2893",2487152,"oxy","no prime",2.875,"include"
"2894",2487187,"oxy","flag prime",4.25,"include"
"2895",2487188,"oxy","flag prime",2.25,"include"
"2896",2487191,"oxy","flag prime",3.25,"include"
"2897",2487196,"oxy","no prime",1.875,"include"
"2898",2487219,"oxy","no prime",2.5,"include"
"2899",2487225,"oxy","flag prime",3.125,"include"
"2900",2487227,"oxy","no prime",2,"include"
"2901",2487255,"oxy","no prime",2.25,"include"
"2902",2487257,"oxy","flag prime",2.875,"include"
"2903",2487268,"oxy","flag prime",1.25,"include"
"2904",2487272,"oxy","no prime",3.25,"include"
"2905",2487330,"oxy","flag prime",1.57142857142857,"include"
"2906",2496938,"oxy","no prime",2.28571428571429,"include"
