"","session_id","referrer","flagGroup","flagdv","flagfilter"
"6168",619630,"wl","no prime",3.125,"include"
"6170",619674,"wl","flag prime",4,"include"
"6171",619812,"wl","no prime",2.125,"include"
"6172",619813,"wl","flag prime",1.625,"include"
"6173",619814,"wl","no prime",2.5,"include"
"6174",619815,"wl","flag prime",3.125,"include"
"6175",619816,"wl","flag prime",2.875,"include"
"6176",619817,"wl","flag prime",4.125,"include"
"6177",619818,"wl","flag prime",1.75,"include"
"6178",619819,"wl","no prime",4.25,"include"
"6179",619820,"wl","flag prime",3.5,"include"
"6180",619821,"wl","flag prime",2.25,"include"
"6181",619823,"wl","flag prime",1.25,"include"
"6182",620180,"wl","no prime",3,"include"
"6183",2402361,"wl","flag prime",2.875,"include"
"6184",2402364,"wl","no prime",2.75,"include"
"6185",2402367,"wl","flag prime",2.875,"include"
"6186",2402609,"wl","flag prime",3.75,"include"
"6187",2407256,"wl","flag prime",2.625,"include"
"6188",2423119,"wl","no prime",4.25,"include"
"6189",2423124,"wl","no prime",4.125,"include"
"6190",2423129,"wl","no prime",4.375,"include"
"6191",2423140,"wl","no prime",1.75,"include"
"6192",2423146,"wl","flag prime",3.875,"include"
"6193",2423150,"wl","flag prime",4.5,"include"
"6194",2423158,"wl","flag prime",3.375,"include"
"6195",2423161,"wl","flag prime",4,"include"
"6196",2423162,"wl","flag prime",3.5,"include"
"6197",2423166,"wl","flag prime",3,"include"
"6198",2423175,"wl","flag prime",2.5,"include"
"6199",2423178,"wl","no prime",3.375,"include"
"6200",2423187,"wl","flag prime",2.25,"include"
"6201",2423190,"wl","no prime",3,"include"
"6202",2427277,"wl","no prime",2.75,"include"
"6203",2427306,"wl","no prime",2.875,"include"
"6204",2427312,"wl","no prime",2.875,"include"
"6205",2427315,"wl","no prime",2.25,"include"
"6206",2427318,"wl","no prime",2.625,"include"
"6207",2427319,"wl","no prime",4.5,"include"
"6208",2427320,"wl","flag prime",3.625,"include"
"6209",2427321,"wl","flag prime",2.125,"include"
"6210",2429800,"wl","flag prime",3.625,"include"
"6211",2429801,"wl","no prime",1,"include"
"6212",2429807,"wl","flag prime",2,"include"
"6213",2429809,"wl","flag prime",3.375,"include"
"6214",2429812,"wl","flag prime",3,"include"
"6215",2429813,"wl","no prime",3.57142857142857,"include"
"6216",2429816,"wl","flag prime",2,"include"
"6217",2429817,"wl","no prime",3.625,"include"
"6218",2429818,"wl","flag prime",2.25,"include"
"6219",2429820,"wl","no prime",2.25,"include"
"6220",2429823,"wl","flag prime",4,"include"
"6221",2429824,"wl","flag prime",3.125,"include"
"6222",2429826,"wl","no prime",2.625,"include"
"6223",2429827,"wl","flag prime",3.375,"include"
"6224",2429830,"wl","flag prime",2.75,"include"
"6225",2431590,"wl","no prime",3.375,"include"
"6226",2431595,"wl","flag prime",5,"include"
"6227",2431601,"wl","no prime",3.125,"include"
"6228",2431607,"wl","no prime",3.875,"include"
"6229",2431662,"wl","flag prime",2.375,"include"
"6230",2443981,"wl","flag prime",2.375,"include"
"6231",2447928,"wl","no prime",2.75,"include"
"6232",2447956,"wl","no prime",4.5,"include"
"6233",2454317,"wl","flag prime",3.5,"include"
"6234",2458555,"wl","flag prime",3.75,"include"
"6235",2459510,"wl","flag prime",3.125,"include"
"6236",2459512,"wl","flag prime",3.5,"include"
"6237",2459514,"wl","no prime",3.25,"include"
"6238",2459517,"wl","flag prime",3.125,"include"
"6239",2459520,"wl","flag prime",2.875,"include"
"6240",2459588,"wl","no prime",3.75,"include"
"6241",2462162,"wl","flag prime",2.875,"include"
"6242",2462166,"wl","flag prime",5,"include"
"6243",2466078,"wl","no prime",3.75,"include"
"6244",2479546,"wl","flag prime",2.75,"include"
"6245",2479565,"wl","no prime",2.125,"include"
"6246",2479845,"wl","flag prime",1.875,"include"
"6247",2479851,"wl","no prime",3.25,"include"
"6248",2479861,"wl","no prime",1.625,"include"
"6249",2479943,"wl","flag prime",2.875,"include"
"6250",2480471,"wl","flag prime",2.875,"include"
"6251",2480476,"wl","flag prime",2.5,"include"
"6252",2480478,"wl","no prime",2.875,"include"
"6253",2480480,"wl","no prime",3.875,"include"
"6254",2480482,"wl","flag prime",2.75,"include"
"6255",2480484,"wl","flag prime",3.75,"include"
"6256",2481270,"wl","flag prime",2,"include"
"6257",2481507,"wl","flag prime",2.625,"include"
