"","session_id","referrer","flagGroup","flagdv","flagfilter"
"582",2409609,"ithaca","flag prime",3.375,"include"
"583",2442646,"ithaca","no prime",2.375,"include"
"584",2442662,"ithaca","flag prime",2.5,"include"
"585",2442673,"ithaca","no prime",2.875,"include"
"586",2442680,"ithaca","flag prime",2.875,"include"
"587",2442692,"ithaca","flag prime",4.5,"include"
"588",2442700,"ithaca","no prime",2.625,"include"
"589",2442711,"ithaca","no prime",1.25,"include"
"590",2442718,"ithaca","flag prime",2.25,"include"
"591",2442903,"ithaca","no prime",2.125,"include"
"592",2442906,"ithaca","flag prime",2.375,"include"
"593",2442910,"ithaca","no prime",3.375,"include"
"594",2443194,"ithaca","flag prime",2.25,"include"
"595",2443210,"ithaca","no prime",2.625,"include"
"596",2443211,"ithaca","no prime",3.125,"include"
"597",2443215,"ithaca","flag prime",3,"include"
"598",2443407,"ithaca","no prime",1.5,"include"
"599",2443413,"ithaca","no prime",4.125,"include"
"600",2443419,"ithaca","flag prime",2.875,"include"
"601",2451795,"ithaca","flag prime",3.125,"include"
"602",2451900,"ithaca","flag prime",4.25,"include"
"603",2451905,"ithaca","no prime",2.375,"include"
"605",2451919,"ithaca","no prime",3.25,"include"
"606",2451922,"ithaca","flag prime",2.125,"include"
"607",2451925,"ithaca","no prime",3.125,"include"
"608",2451932,"ithaca","no prime",3.375,"include"
"609",2453957,"ithaca","flag prime",2.625,"include"
"610",2453961,"ithaca","no prime",5.125,"include"
"611",2454068,"ithaca","no prime",3.75,"include"
"612",2454073,"ithaca","no prime",3.5,"include"
"613",2454074,"ithaca","no prime",2.75,"include"
"614",2454076,"ithaca","no prime",2.75,"include"
"615",2454080,"ithaca","no prime",3.25,"include"
"616",2454084,"ithaca","no prime",2.375,"include"
"617",2454086,"ithaca","flag prime",3.875,"include"
"618",2454088,"ithaca","no prime",3,"include"
"619",2454089,"ithaca","flag prime",3.25,"include"
"620",2454090,"ithaca","no prime",3,"include"
"621",2454460,"ithaca","flag prime",2.42857142857143,"include"
"622",2454461,"ithaca","no prime",4,"include"
"623",2454494,"ithaca","no prime",3,"include"
"624",2454600,"ithaca","no prime",1.5,"include"
"625",2456447,"ithaca","flag prime",3,"include"
"626",2456450,"ithaca","no prime",2.375,"include"
"627",2456456,"ithaca","flag prime",2.5,"include"
"628",2456459,"ithaca","flag prime",3.875,"include"
"629",2456460,"ithaca","no prime",2.625,"include"
"630",2456463,"ithaca","no prime",2.5,"include"
"631",2456625,"ithaca","no prime",3.125,"include"
"632",2456811,"ithaca","no prime",3.25,"include"
"633",2456933,"ithaca","no prime",2.5,"include"
"634",2456936,"ithaca","flag prime",2.125,"include"
"635",2465685,"ithaca","no prime",4.125,"include"
"636",2465686,"ithaca","no prime",2.5,"include"
"637",2465689,"ithaca","no prime",2.875,"include"
"638",2465799,"ithaca","flag prime",2.125,"include"
"639",2465800,"ithaca","flag prime",3.375,"include"
"640",2465802,"ithaca","flag prime",2.875,"include"
"641",2465803,"ithaca","no prime",3.25,"include"
"642",2465808,"ithaca","no prime",3.25,"include"
"643",2467455,"ithaca","flag prime",3.875,"include"
"644",2467466,"ithaca","flag prime",2.75,"include"
"645",2467471,"ithaca","flag prime",3,"include"
"646",2467477,"ithaca","flag prime",2.125,"include"
"647",2467622,"ithaca","flag prime",3.25,"include"
"648",2467625,"ithaca","flag prime",3.25,"include"
"649",2467630,"ithaca","flag prime",1.875,"include"
"650",2467632,"ithaca","flag prime",3.125,"include"
"651",2467930,"ithaca","no prime",2.875,"include"
"652",2467935,"ithaca","no prime",2.75,"include"
"653",2467937,"ithaca","no prime",3.625,"include"
"654",2468023,"ithaca","flag prime",2.25,"include"
"655",2468025,"ithaca","no prime",4.5,"include"
"656",2469961,"ithaca","flag prime",3.5,"include"
"657",2470134,"ithaca","flag prime",2.75,"include"
"658",2470138,"ithaca","no prime",3,"include"
"659",2470304,"ithaca","flag prime",5.25,"include"
"660",2470307,"ithaca","no prime",4.125,"include"
"661",2470311,"ithaca","flag prime",1.5,"include"
"662",2477383,"ithaca","no prime",3.125,"include"
"663",2477497,"ithaca","no prime",2.625,"include"
"664",2477498,"ithaca","flag prime",3,"include"
"665",2477501,"ithaca","flag prime",2,"include"
"666",2477502,"ithaca","flag prime",2.125,"include"
"667",2477504,"ithaca","flag prime",3,"include"
"668",2477506,"ithaca","flag prime",1.875,"include"
"669",2477509,"ithaca","no prime",2.5,"include"
"670",2477515,"ithaca","flag prime",2,"include"
"671",2477516,"ithaca","flag prime",3,"include"
