"","session_id","referrer","gambfalgroup","gambfalDV"
"1592",2431130,"msvu","two6",0
"1593",2431131,"msvu","two6",2
"1594",2431132,"msvu","two6",0
"1595",2431133,"msvu","two6",3.16227766016838
"1596",2431134,"msvu","three6",2.44948974278318
"1597",2431135,"msvu","three6",4.47213595499958
"1598",2431136,"msvu","two6",2
"1599",2431140,"msvu","two6",0
"1600",2431142,"msvu","two6",0
"1601",2431144,"msvu","two6",1
"1603",2431146,"msvu","two6",0
"1604",2431148,"msvu","two6",1.73205080756888
"1606",2431150,"msvu","three6",2.44948974278318
"1607",2431151,"msvu","three6",5
"1608",2431152,"msvu","three6",3
"1609",2431153,"msvu","three6",3.46410161513775
"1610",2431157,"msvu","two6",2.44948974278318
"1611",2431162,"msvu","two6",2.23606797749979
"1612",2443533,"msvu","two6",1.4142135623731
"1613",2443534,"msvu","three6",1
"1614",2443535,"msvu","two6",3.16227766016838
"1615",2443536,"msvu","three6",1.73205080756888
"1616",2443537,"msvu","three6",1
"1617",2443538,"msvu","three6",5.47722557505166
"1620",2443541,"msvu","three6",2.64575131106459
"1621",2443542,"msvu","two6",0
"1622",2443543,"msvu","three6",1.73205080756888
"1623",2443544,"msvu","two6",1.4142135623731
"1624",2443545,"msvu","three6",1.73205080756888
"1625",2443546,"msvu","three6",2.23606797749979
"1626",2443547,"msvu","three6",2.82842712474619
"1627",2443548,"msvu","three6",3.16227766016838
"1629",2443550,"msvu","three6",1
"1630",2443551,"msvu","two6",2
"1631",2443552,"msvu","three6",1
"1633",2443554,"msvu","three6",1.73205080756888
"1634",2443555,"msvu","three6",3.16227766016838
"1635",2443612,"msvu","two6",2.44948974278318
"1637",2456029,"msvu","two6",14.142135623731
"1638",2456030,"msvu","three6",3.46410161513775
"1639",2456051,"msvu","three6",2
"1641",2456112,"msvu","three6",3.16227766016838
"1642",2456125,"msvu","two6",1.73205080756888
"1643",2456199,"msvu","three6",1
"1644",2456618,"msvu","three6",1
"1645",2456623,"msvu","two6",1.73205080756888
"1647",2458274,"msvu","three6",3.16227766016838
"1648",2458472,"msvu","three6",2.44948974278318
"1649",2458473,"msvu","three6",1.73205080756888
"1650",2458680,"msvu","two6",1.73205080756888
"1651",2458684,"msvu","three6",1.73205080756888
"1652",2458686,"msvu","three6",1
"1653",2458741,"msvu","two6",1.4142135623731
"1654",2465446,"msvu","two6",0
"1655",2465449,"msvu","two6",1.4142135623731
"1656",2465450,"msvu","two6",1.73205080756888
"1657",2465687,"msvu","two6",0
"1659",2465709,"msvu","three6",3.16227766016838
"1660",2465781,"msvu","two6",0
"1661",2465788,"msvu","three6",7.07106781186548
"1662",2467414,"msvu","three6",1
"1663",2467415,"msvu","two6",2.23606797749979
"1664",2467421,"msvu","two6",2.44948974278318
"1665",2467478,"msvu","two6",3.16227766016838
"1666",2467496,"msvu","two6",0
"1667",2467650,"msvu","three6",1
"1668",2467689,"msvu","two6",1.4142135623731
"1670",2469512,"msvu","two6",2.23606797749979
"1672",2469667,"msvu","three6",3.87298334620742
"1673",2477280,"msvu","three6",1
"1674",2477288,"msvu","three6",1.73205080756888
"1675",2495942,"msvu","two6",1.73205080756888
"1676",2497504,"msvu","two6",2.23606797749979
