"","session_id","referrer","anch2group","anchoring2"
"4331",2435605,"qccuny","lowanchor",325200
"4332",2435609,"qccuny","highanchor",3500000
"4333",2435611,"qccuny","highanchor",3e+06
"4335",2435994,"qccuny","highanchor",2500000
"4336",2435995,"qccuny","highanchor",4e+06
"4337",2436001,"qccuny","highanchor",2e+06
"4338",2436104,"qccuny","lowanchor",210000
"4339",2436106,"qccuny","highanchor",3e+05
"4340",2436108,"qccuny","lowanchor",450000
"4341",2436109,"qccuny","highanchor",2e+06
"4342",2440777,"qccuny","highanchor",2900000
"4343",2442207,"qccuny","lowanchor",4e+06
"4345",2442597,"qccuny","highanchor",4e+06
"4346",2442600,"qccuny","lowanchor",1e+06
"4347",2442616,"qccuny","highanchor",4302000
"4348",2443480,"qccuny","highanchor",3e+06
"4349",2443559,"qccuny","lowanchor",5e+05
"4350",2445944,"qccuny","highanchor",4500000
"4351",2445947,"qccuny","lowanchor",5e+05
"4352",2445952,"qccuny","highanchor",1e+06
"4353",2445955,"qccuny","highanchor",1e+06
"4354",2446058,"qccuny","highanchor",3512348
"4355",2446093,"qccuny","highanchor",4350000
"4356",2446098,"qccuny","lowanchor",2e+06
"4357",2446101,"qccuny","highanchor",3e+06
"4359",2446279,"qccuny","highanchor",3e+06
"4360",2446283,"qccuny","highanchor",3e+06
"4362",2447379,"qccuny","lowanchor",2e+06
"4363",2447381,"qccuny","lowanchor",4e+05
"4365",2447428,"qccuny","highanchor",4756000
"4366",2447431,"qccuny","highanchor",4302000
"4367",2447432,"qccuny","highanchor",4658600
"4368",2447571,"qccuny","lowanchor",4e+06
"4372",2452232,"qccuny","lowanchor",5e+05
"4373",2452233,"qccuny","lowanchor",5e+05
"4374",2452291,"qccuny","highanchor",2e+06
"4375",2452351,"qccuny","lowanchor",250000
"4376",2452354,"qccuny","highanchor",2e+06
"4378",2454871,"qccuny","lowanchor",2e+06
"4381",2454887,"qccuny","lowanchor",5e+05
"4382",2454953,"qccuny","highanchor",2e+06
"4383",2458773,"qccuny","lowanchor",210700
"4384",2458792,"qccuny","highanchor",3e+06
"4385",2458793,"qccuny","lowanchor",350000
"4386",2458871,"qccuny","highanchor",3500000
"4387",2458873,"qccuny","lowanchor",5e+05
"4388",2458876,"qccuny","highanchor",3e+06
"4389",2458906,"qccuny","lowanchor",5e+05
"4390",2458992,"qccuny","lowanchor",5e+05
"4391",2458996,"qccuny","lowanchor",1e+06
"4392",2459011,"qccuny","highanchor",4800000
"4394",2460980,"qccuny","highanchor",1500000
"4395",2460982,"qccuny","highanchor",4e+06
"4396",2460988,"qccuny","highanchor",3e+06
"4397",2461079,"qccuny","highanchor",2e+06
"4398",2461192,"qccuny","highanchor",2e+06
"4399",2461195,"qccuny","highanchor",4300000
"4400",2461359,"qccuny","lowanchor",5e+05
"4401",2465670,"qccuny","lowanchor",325000
"4403",2466121,"qccuny","highanchor",4500000
"4405",2466125,"qccuny","highanchor",4e+06
"4406",2468372,"qccuny","lowanchor",5e+05
"4407",2468381,"qccuny","highanchor",3500000
"4408",2468429,"qccuny","lowanchor",3500000
"4409",2468430,"qccuny","lowanchor",1e+06
"4411",2468449,"qccuny","lowanchor",3e+05
"4412",2469494,"qccuny","highanchor",2e+06
"4413",2469495,"qccuny","highanchor",3e+06
"4414",2469498,"qccuny","lowanchor",250000
"4416",2469837,"qccuny","highanchor",5e+05
"4417",2469845,"qccuny","highanchor",2100000
"4418",2469848,"qccuny","highanchor",2e+06
"4419",2469854,"qccuny","highanchor",3e+06
"4420",2470430,"qccuny","highanchor",4e+06
"4422",2472217,"qccuny","lowanchor",350000
"4424",2472339,"qccuny","lowanchor",3e+05
"4425",2472340,"qccuny","lowanchor",250000
"4426",2472380,"qccuny","highanchor",2e+06
"4428",2472457,"qccuny","highanchor",4500000
"4429",2473367,"qccuny","highanchor",3500000
"4430",2473368,"qccuny","lowanchor",350000
"4431",2473414,"qccuny","lowanchor",210700
"4432",2473484,"qccuny","highanchor",4800000
"4433",2473485,"qccuny","lowanchor",5e+05
