"","session_id","referrer","anch2group","anchoring2"
"1348",2451767,"luc","highanchor",3e+06
"1349",2451771,"luc","highanchor",4e+06
"1351",2451792,"luc","highanchor",1000123
"1353",2452090,"luc","lowanchor",237234
"1354",2452092,"luc","highanchor",4e+06
"1355",2452094,"luc","highanchor",3e+06
"1356",2452100,"luc","lowanchor",750000
"1357",2452275,"luc","highanchor",2e+06
"1358",2452282,"luc","lowanchor",420000
"1359",2452290,"luc","lowanchor",305000
"1360",2452295,"luc","lowanchor",2e+06
"1361",2452386,"luc","lowanchor",2e+06
"1362",2452390,"luc","highanchor",3200000
"1363",2452391,"luc","highanchor",4e+06
"1365",2452399,"luc","lowanchor",1e+06
"1366",2452769,"luc","lowanchor",4e+05
"1367",2452772,"luc","lowanchor",5e+05
"1368",2452776,"luc","highanchor",3e+06
"1370",2452782,"luc","lowanchor",1500000
"1371",2452877,"luc","lowanchor",5e+05
"1372",2452890,"luc","lowanchor",200250
"1373",2456872,"luc","lowanchor",1500000
"1374",2456978,"luc","lowanchor",3829523
"1375",2457300,"luc","highanchor",2e+06
"1377",2458634,"luc","lowanchor",450000
"1378",2458720,"luc","highanchor",3e+06
"1379",2459183,"luc","lowanchor",3e+05
"1380",2459311,"luc","highanchor",3500000
"1381",2459317,"luc","lowanchor",1e+06
"1382",2459322,"luc","lowanchor",4e+05
"1383",2461808,"luc","highanchor",3e+06
"1384",2462172,"luc","lowanchor",1e+06
"1385",2462453,"luc","highanchor",3e+06
"1386",2462479,"luc","highanchor",3e+06
"1387",2465954,"luc","lowanchor",5e+05
"1388",2466179,"luc","lowanchor",6e+05
"1389",2466185,"luc","highanchor",4e+06
"1390",2466187,"luc","highanchor",4000500
"1391",2466456,"luc","highanchor",9e+05
"1392",2466507,"luc","lowanchor",3e+06
"1393",2466516,"luc","lowanchor",3e+05
"1394",2466518,"luc","highanchor",4e+06
"1395",2466528,"luc","lowanchor",2e+06
"1396",2466602,"luc","lowanchor",9e+05
"1397",2466617,"luc","highanchor",3e+06
"1398",2466618,"luc","lowanchor",3e+05
"1399",2467661,"luc","highanchor",1e+06
"1400",2467761,"luc","lowanchor",8e+05
"1401",2467845,"luc","highanchor",1500000
"1402",2467850,"luc","highanchor",4500000
"1403",2467851,"luc","highanchor",2700000
"1404",2467880,"luc","lowanchor",270900
"1405",2468035,"luc","lowanchor",4e+05
"1406",2468400,"luc","highanchor",4e+06
"1407",2468404,"luc","lowanchor",1e+06
"1408",2468405,"luc","highanchor",3e+06
"1409",2468407,"luc","lowanchor",4e+05
"1410",2468495,"luc","highanchor",9e+05
"1411",2468500,"luc","lowanchor",8e+05
"1412",2468578,"luc","highanchor",2e+06
"1413",2468580,"luc","lowanchor",1e+06
"1414",2469734,"luc","highanchor",3e+06
"1415",2469736,"luc","highanchor",4e+06
"1416",2470219,"luc","lowanchor",217000
"1417",2470513,"luc","highanchor",4455969
"1418",2470516,"luc","highanchor",1e+06
"1419",2470529,"luc","lowanchor",9e+05
"1420",2470662,"luc","highanchor",3999899
"1423",2470838,"luc","highanchor",4e+06
"1424",2470917,"luc","highanchor",1500000
"1425",2471871,"luc","lowanchor",1e+06
"1426",2472160,"luc","highanchor",2e+06
"1427",2472634,"luc","lowanchor",2e+06
"1429",2472648,"luc","lowanchor",4e+05
"1432",2472667,"luc","highanchor",2674300
"1433",2472724,"luc","highanchor",5e+05
"1435",2472847,"luc","lowanchor",2e+06
"1436",2472871,"luc","highanchor",250000
"1437",2473592,"luc","highanchor",4800000
"1438",2473867,"luc","highanchor",2e+06
"1439",2473958,"luc","lowanchor",250000
"1440",2473963,"luc","highanchor",3e+06
"1443",2474085,"luc","highanchor",5e+05
"1444",2474087,"luc","highanchor",2e+06
"1445",2474142,"luc","highanchor",3e+06
"1446",2474145,"luc","highanchor",3e+06
"1448",2482407,"luc","lowanchor",8e+05
"1449",2482414,"luc","lowanchor",4e+05
"1450",2482597,"luc","highanchor",3e+06
"1451",2482607,"luc","lowanchor",6e+05
"1452",2482937,"luc","highanchor",2e+06
"1453",2482938,"luc","lowanchor",6e+05
"1455",2482940,"luc","lowanchor",2e+06
"1456",2482943,"luc","lowanchor",1e+06
"1457",2482948,"luc","lowanchor",1200000
"1458",2483015,"luc","highanchor",1e+06
"1460",2483025,"luc","highanchor",3e+06
"1461",2485100,"luc","highanchor",3e+05
"1463",2485124,"luc","highanchor",3500000
"1464",2485126,"luc","highanchor",2e+06
"1466",2485209,"luc","lowanchor",4e+06
"1467",2485211,"luc","lowanchor",8e+05
"1468",2485214,"luc","lowanchor",5e+05
"1472",2485341,"luc","lowanchor",3e+05
"1474",2486251,"luc","lowanchor",321000
"1475",2486475,"luc","highanchor",3e+06
"1476",2486827,"luc","lowanchor",350000
"1478",2487127,"luc","lowanchor",7e+05
"1479",2490201,"luc","lowanchor",1e+06
"1480",2490205,"luc","highanchor",1e+06
"1481",2490444,"luc","highanchor",1e+06
"1482",2490448,"luc","lowanchor",980000
"1483",2490694,"luc","highanchor",3500000
"1484",2490695,"luc","highanchor",4e+06
"1485",2490700,"luc","highanchor",3e+06
"1486",2491069,"luc","lowanchor",3e+05
"1487",2492314,"luc","lowanchor",8e+05
"1488",2492445,"luc","highanchor",2700000
"1489",2492459,"luc","lowanchor",4e+05
"1491",2492865,"luc","lowanchor",5e+05
"1492",2492867,"luc","highanchor",2500000
"1493",2492869,"luc","lowanchor",5e+05
