"","session_id","referrer","gambfalgroup","gambfalDV"
"5429",2489735,"tilburg","two6",4.47213595499958
"5430",2489737,"tilburg","two6",1.4142135623731
"5431",2489745,"tilburg","two6",2.23606797749979
"5432",2489754,"tilburg","two6",1.4142135623731
"5433",2489757,"tilburg","three6",3.46410161513775
"5434",2489759,"tilburg","two6",0
"5435",2489763,"tilburg","two6",2.64575131106459
"5436",2489764,"tilburg","two6",7.21110255092798
"5437",2489765,"tilburg","three6",3.46410161513775
"5438",2489766,"tilburg","three6",6.32455532033676
"5439",2489777,"tilburg","two6",5.47722557505166
"5440",2489790,"tilburg","two6",2.23606797749979
"5442",2489800,"tilburg","two6",3.46410161513775
"5443",2489804,"tilburg","three6",12.2474487139159
"5445",2489813,"tilburg","three6",1
"5446",2489815,"tilburg","two6",1.73205080756888
"5447",2489819,"tilburg","three6",7.07106781186548
"5448",2489821,"tilburg","two6",2.23606797749979
"5449",2489838,"tilburg","three6",3.87298334620742
"5450",2489840,"tilburg","three6",1
"5451",2489841,"tilburg","two6",2.82842712474619
"5452",2489842,"tilburg","two6",2
"5453",2489843,"tilburg","two6",2.44948974278318
"5454",2489845,"tilburg","three6",1.73205080756888
"5455",2489846,"tilburg","three6",3.46410161513775
"5456",2489847,"tilburg","two6",1
"5458",2491639,"tilburg","three6",3.16227766016838
"5459",2491640,"tilburg","two6",1
"5460",2491659,"tilburg","two6",0
"5461",2491660,"tilburg","three6",3.16227766016838
"5462",2491661,"tilburg","three6",1.4142135623731
"5463",2491663,"tilburg","two6",2.64575131106459
"5464",2491675,"tilburg","two6",1.4142135623731
"5465",2491681,"tilburg","two6",2.82842712474619
"5466",2491682,"tilburg","three6",2
"5467",2491691,"tilburg","two6",1.73205080756888
"5469",2491693,"tilburg","two6",2.44948974278318
"5470",2491695,"tilburg","three6",4.47213595499958
"5471",2491697,"tilburg","three6",2.44948974278318
"5472",2491699,"tilburg","three6",1
"5473",2491701,"tilburg","three6",2.23606797749979
"5475",2493371,"tilburg","two6",1
"5476",2493372,"tilburg","two6",1.4142135623731
"5477",2493374,"tilburg","three6",1.4142135623731
"5478",2493375,"tilburg","two6",2.23606797749979
"5479",2493403,"tilburg","two6",2.23606797749979
"5480",2493583,"tilburg","two6",6
"5481",2493618,"tilburg","two6",1
"5482",2493623,"tilburg","two6",1
"5483",2493627,"tilburg","two6",1.73205080756888
"5484",2493630,"tilburg","two6",1.4142135623731
"5485",2493632,"tilburg","two6",8.94427190999916
"5486",2493634,"tilburg","three6",1.4142135623731
"5487",2493639,"tilburg","two6",3.16227766016838
"5489",2495318,"tilburg","three6",1.73205080756888
"5490",2495320,"tilburg","three6",3.87298334620742
"5491",2495321,"tilburg","two6",0
"5492",2495322,"tilburg","two6",3.87298334620742
"5493",2495352,"tilburg","two6",1.73205080756888
"5494",2495425,"tilburg","two6",1.4142135623731
"5495",2495427,"tilburg","two6",2
"5496",2495429,"tilburg","three6",3.16227766016838
"5497",2495430,"tilburg","three6",3.16227766016838
"5498",2495431,"tilburg","two6",1
"5499",2495433,"tilburg","three6",3.46410161513775
"5500",2495435,"tilburg","three6",13.4164078649987
"5501",2495438,"tilburg","three6",6.92820323027551
"5502",2495440,"tilburg","two6",1.73205080756888
"5503",2495458,"tilburg","three6",10.9544511501033
"5504",2495460,"tilburg","three6",2.64575131106459
"5505",2495590,"tilburg","two6",2.44948974278318
"5506",2497280,"tilburg","two6",1.4142135623731
"5507",2497308,"tilburg","two6",0
"5508",2497333,"tilburg","two6",1.4142135623731
