"","session_id","referrer","gambfalgroup","gambfalDV"
"1494",2399787,"mcdaniel","three6",1.73205080756888
"1495",2399902,"mcdaniel","three6",2.64575131106459
"1496",2400037,"mcdaniel","three6",2.64575131106459
"1497",2400210,"mcdaniel","three6",5.47722557505166
"1498",2400235,"mcdaniel","three6",1.73205080756888
"1499",2401208,"mcdaniel","two6",2
"1500",2401951,"mcdaniel","two6",1.4142135623731
"1501",2402044,"mcdaniel","two6",1.4142135623731
"1502",2402928,"mcdaniel","two6",3.16227766016838
"1503",2403279,"mcdaniel","three6",1
"1504",2403281,"mcdaniel","three6",2.23606797749979
"1505",2403486,"mcdaniel","two6",1
"1506",2403994,"mcdaniel","two6",1.73205080756888
"1507",2404062,"mcdaniel","three6",3.16227766016838
"1508",2404410,"mcdaniel","two6",0
"1509",2404963,"mcdaniel","two6",2
"1510",2406245,"mcdaniel","three6",2.23606797749979
"1511",2406254,"mcdaniel","two6",1
"1512",2406284,"mcdaniel","two6",1.73205080756888
"1513",2406393,"mcdaniel","three6",2
"1514",2406430,"mcdaniel","three6",10
"1515",2406659,"mcdaniel","two6",0
"1516",2407838,"mcdaniel","two6",2
"1517",2407974,"mcdaniel","two6",1.4142135623731
"1518",2408350,"mcdaniel","two6",1
"1519",2411236,"mcdaniel","two6",1.4142135623731
"1520",2417482,"mcdaniel","two6",4.47213595499958
"1521",2417521,"mcdaniel","three6",1.4142135623731
"1522",2419187,"mcdaniel","two6",7.07106781186548
"1524",2419466,"mcdaniel","two6",2
"1525",2422137,"mcdaniel","two6",1.73205080756888
"1526",2426038,"mcdaniel","two6",2.82842712474619
"1527",2427815,"mcdaniel","three6",9.16515138991168
"1528",2432796,"mcdaniel","three6",1
"1529",2432935,"mcdaniel","three6",3.16227766016838
"1530",2437191,"mcdaniel","two6",2.44948974278318
"1531",2443785,"mcdaniel","two6",3.16227766016838
"1532",2450946,"mcdaniel","three6",1.73205080756888
"1533",2451040,"mcdaniel","two6",1.73205080756888
"1534",2451047,"mcdaniel","two6",1.73205080756888
"1535",2451061,"mcdaniel","three6",2.23606797749979
"1536",2451063,"mcdaniel","three6",2.44948974278318
"1538",2451581,"mcdaniel","two6",1.73205080756888
"1539",2452524,"mcdaniel","two6",4.47213595499958
"1540",2452700,"mcdaniel","two6",2.23606797749979
"1541",2452715,"mcdaniel","two6",3
"1542",2453249,"mcdaniel","three6",2.23606797749979
"1543",2453291,"mcdaniel","three6",1.73205080756888
"1544",2455264,"mcdaniel","two6",1.73205080756888
"1545",2457301,"mcdaniel","two6",1.4142135623731
"1546",2457522,"mcdaniel","two6",5
"1547",2457617,"mcdaniel","two6",2
"1548",2463756,"mcdaniel","three6",3.46410161513775
"1549",2465487,"mcdaniel","three6",2.23606797749979
"1550",2465595,"mcdaniel","three6",5.47722557505166
"1551",2465691,"mcdaniel","three6",2
"1552",2465895,"mcdaniel","three6",1.73205080756888
"1553",2465948,"mcdaniel","three6",10.3923048454133
"1554",2465952,"mcdaniel","two6",1.73205080756888
"1555",2466277,"mcdaniel","three6",14.6969384566991
"1556",2466426,"mcdaniel","two6",5.47722557505166
"1558",2468447,"mcdaniel","two6",10.3923048454133
"1559",2475770,"mcdaniel","two6",2
"1560",2475870,"mcdaniel","three6",2
"1561",2475950,"mcdaniel","two6",1.73205080756888
"1562",2475968,"mcdaniel","two6",2.64575131106459
"1563",2475985,"mcdaniel","two6",6.92820323027551
"1564",2476037,"mcdaniel","three6",2.44948974278318
"1565",2476046,"mcdaniel","three6",2.23606797749979
"1566",2476444,"mcdaniel","two6",2.23606797749979
"1567",2476544,"mcdaniel","two6",1.73205080756888
"1568",2476548,"mcdaniel","three6",1
"1569",2476586,"mcdaniel","two6",0
"1570",2476588,"mcdaniel","two6",2.23606797749979
"1571",2476678,"mcdaniel","two6",2.23606797749979
"1572",2477597,"mcdaniel","two6",2.64575131106459
"1574",2478285,"mcdaniel","two6",1.73205080756888
"1575",2478338,"mcdaniel","three6",7.74596669241483
"1576",2478384,"mcdaniel","two6",1.4142135623731
"1577",2478426,"mcdaniel","two6",2.44948974278318
"1578",2478477,"mcdaniel","two6",0
"1580",2478592,"mcdaniel","three6",2.23606797749979
"1581",2478634,"mcdaniel","two6",1.4142135623731
"1582",2479532,"mcdaniel","two6",2.82842712474619
"1583",2479770,"mcdaniel","three6",2.44948974278318
"1584",2479919,"mcdaniel","two6",0
"1585",2480394,"mcdaniel","two6",4.47213595499958
"1586",2480401,"mcdaniel","two6",0
"1587",2481545,"mcdaniel","two6",0
"1588",2482952,"mcdaniel","two6",2.23606797749979
"1589",2483183,"mcdaniel","three6",2.44948974278318
"1590",2483263,"mcdaniel","three6",5
"1591",2491455,"mcdaniel","three6",3.46410161513775
