"","session_id","referrer","gambfalgroup","gambfalDV"
"582",2409609,"ithaca","three6",1.4142135623731
"583",2442646,"ithaca","three6",2.23606797749979
"584",2442662,"ithaca","two6",1.73205080756888
"585",2442673,"ithaca","three6",1.4142135623731
"586",2442680,"ithaca","two6",1.73205080756888
"587",2442692,"ithaca","three6",2.23606797749979
"588",2442700,"ithaca","two6",2
"589",2442711,"ithaca","two6",0
"590",2442718,"ithaca","two6",1.4142135623731
"591",2442903,"ithaca","two6",2.23606797749979
"592",2442906,"ithaca","three6",3.87298334620742
"593",2442910,"ithaca","two6",0
"594",2443194,"ithaca","two6",1.4142135623731
"595",2443210,"ithaca","two6",3.16227766016838
"597",2443215,"ithaca","three6",6
"598",2443407,"ithaca","two6",1.4142135623731
"600",2443419,"ithaca","three6",4.24264068711928
"601",2451795,"ithaca","two6",2.23606797749979
"602",2451900,"ithaca","three6",1.73205080756888
"603",2451905,"ithaca","two6",3.16227766016838
"604",2451911,"ithaca","three6",3.16227766016838
"605",2451919,"ithaca","two6",0
"606",2451922,"ithaca","two6",1.4142135623731
"607",2451925,"ithaca","two6",2.23606797749979
"608",2451932,"ithaca","three6",2
"609",2453957,"ithaca","three6",4.47213595499958
"610",2453961,"ithaca","two6",0
"611",2454068,"ithaca","two6",2.23606797749979
"612",2454073,"ithaca","three6",1
"613",2454074,"ithaca","two6",1.4142135623731
"614",2454076,"ithaca","three6",6
"615",2454080,"ithaca","three6",5.47722557505166
"616",2454084,"ithaca","two6",1.73205080756888
"617",2454086,"ithaca","two6",1.73205080756888
"619",2454089,"ithaca","two6",1.73205080756888
"620",2454090,"ithaca","two6",3.16227766016838
"621",2454460,"ithaca","two6",2.23606797749979
"622",2454461,"ithaca","two6",1
"623",2454494,"ithaca","three6",1.4142135623731
"624",2454600,"ithaca","two6",1.73205080756888
"625",2456447,"ithaca","two6",2.23606797749979
"626",2456450,"ithaca","two6",1.4142135623731
"628",2456459,"ithaca","three6",3.46410161513775
"629",2456460,"ithaca","three6",2
"630",2456463,"ithaca","two6",1.73205080756888
"631",2456625,"ithaca","three6",2.44948974278318
"632",2456811,"ithaca","two6",1.73205080756888
"633",2456933,"ithaca","two6",2.23606797749979
"634",2456936,"ithaca","two6",4.47213595499958
"635",2465685,"ithaca","three6",10
"636",2465686,"ithaca","three6",1.73205080756888
"638",2465799,"ithaca","two6",1.73205080756888
"639",2465800,"ithaca","two6",1.73205080756888
"640",2465802,"ithaca","two6",0
"641",2465803,"ithaca","two6",1.4142135623731
"642",2465808,"ithaca","two6",1.4142135623731
"643",2467455,"ithaca","two6",0
"644",2467466,"ithaca","two6",2.44948974278318
"645",2467471,"ithaca","three6",2.23606797749979
"646",2467477,"ithaca","two6",0
"647",2467622,"ithaca","three6",2.23606797749979
"648",2467625,"ithaca","two6",2.44948974278318
"649",2467630,"ithaca","three6",1.73205080756888
"650",2467632,"ithaca","two6",1.4142135623731
"651",2467930,"ithaca","three6",2.82842712474619
"652",2467935,"ithaca","three6",1.73205080756888
"653",2467937,"ithaca","two6",1
"654",2468023,"ithaca","three6",2.23606797749979
"655",2468025,"ithaca","three6",1.4142135623731
"656",2469961,"ithaca","three6",1.73205080756888
"657",2470134,"ithaca","two6",1
"658",2470138,"ithaca","two6",6
"659",2470304,"ithaca","two6",1.73205080756888
"660",2470307,"ithaca","three6",10.3923048454133
"661",2470311,"ithaca","two6",3.16227766016838
"662",2477383,"ithaca","three6",2
"663",2477497,"ithaca","three6",3.46410161513775
"664",2477498,"ithaca","three6",2.23606797749979
"665",2477501,"ithaca","two6",1.73205080756888
"666",2477502,"ithaca","two6",2
"667",2477504,"ithaca","two6",2.23606797749979
"668",2477506,"ithaca","two6",5.47722557505166
"669",2477509,"ithaca","two6",2
"670",2477515,"ithaca","two6",1.73205080756888
"671",2477516,"ithaca","two6",0
