"","session_id","referrer","gambfalgroup","gambfalDV"
"5969",2451755,"wisc","three6",1.73205080756888
"5970",2451756,"wisc","three6",10
"5971",2451762,"wisc","two6",1
"5972",2451763,"wisc","two6",3.16227766016838
"5973",2451765,"wisc","three6",3.16227766016838
"5974",2451768,"wisc","three6",1.73205080756888
"5975",2451769,"wisc","three6",6.32455532033676
"5976",2451773,"wisc","two6",1.4142135623731
"5977",2451775,"wisc","two6",1.4142135623731
"5978",2451782,"wisc","two6",2.64575131106459
"5979",2451811,"wisc","two6",3.16227766016838
"5980",2451854,"wisc","two6",2.23606797749979
"5981",2451914,"wisc","three6",3.46410161513775
"5982",2451915,"wisc","three6",1.73205080756888
"5983",2451917,"wisc","two6",1.4142135623731
"5984",2451918,"wisc","three6",2.23606797749979
"5985",2451920,"wisc","three6",10
"5986",2451921,"wisc","two6",2.82842712474619
"5987",2451924,"wisc","two6",2
"5988",2451926,"wisc","two6",0
"5989",2451927,"wisc","three6",1.73205080756888
"5990",2451929,"wisc","two6",1.73205080756888
"5991",2451942,"wisc","two6",2.64575131106459
"5992",2451979,"wisc","two6",2.23606797749979
"5993",2451983,"wisc","two6",1.4142135623731
"5994",2461615,"wisc","two6",3
"5995",2461618,"wisc","two6",0
"5996",2461619,"wisc","two6",1
"5997",2461623,"wisc","three6",1.73205080756888
"5998",2461641,"wisc","two6",2.23606797749979
"5999",2461643,"wisc","three6",10
"6000",2461658,"wisc","two6",1.73205080756888
"6001",2461749,"wisc","two6",1.73205080756888
"6003",2461765,"wisc","three6",2.44948974278318
"6004",2461774,"wisc","two6",1
"6005",2461788,"wisc","two6",2.23606797749979
"6006",2461790,"wisc","three6",3.87298334620742
"6007",2461792,"wisc","three6",1.73205080756888
"6008",2461806,"wisc","three6",3.16227766016838
"6009",2461810,"wisc","three6",7.07106781186548
"6010",2461899,"wisc","three6",8.18535277187245
"6011",2461906,"wisc","two6",1
"6012",2461911,"wisc","three6",4.47213595499958
"6013",2461913,"wisc","three6",7.07106781186548
"6014",2461915,"wisc","three6",8.66025403784439
"6015",2461918,"wisc","three6",1.4142135623731
"6016",2461920,"wisc","three6",5.29150262212918
"6017",2461921,"wisc","three6",9.48683298050514
"6018",2461924,"wisc","two6",6.70820393249937
"6019",2461974,"wisc","two6",1.73205080756888
"6020",2461982,"wisc","three6",3.16227766016838
"6021",2461986,"wisc","three6",2.44948974278318
"6022",2461988,"wisc","three6",4.47213595499958
"6023",2461994,"wisc","two6",14.142135623731
"6024",2462000,"wisc","two6",2
"6025",2462005,"wisc","three6",3.87298334620742
"6026",2462007,"wisc","two6",2.23606797749979
"6027",2462009,"wisc","three6",2.23606797749979
"6028",2462013,"wisc","three6",1.4142135623731
"6029",2462014,"wisc","two6",2.44948974278318
"6030",2462063,"wisc","two6",0
"6031",2462080,"wisc","two6",3
"6032",2462088,"wisc","two6",1.73205080756888
"6033",2462094,"wisc","three6",3.87298334620742
"6034",2462102,"wisc","three6",3.46410161513775
"6035",2462104,"wisc","two6",0
"6036",2462128,"wisc","three6",1
"6037",2462132,"wisc","two6",3.16227766016838
"6039",2462137,"wisc","three6",2.44948974278318
"6040",2462152,"wisc","two6",1.73205080756888
"6041",2462184,"wisc","two6",2
"6042",2462186,"wisc","two6",3.16227766016838
"6043",2462187,"wisc","two6",2
"6044",2462188,"wisc","two6",0
"6045",2462194,"wisc","three6",10
"6046",2465656,"wisc","three6",4.47213595499958
"6047",2465659,"wisc","two6",2
"6048",2465663,"wisc","two6",2.23606797749979
"6049",2465664,"wisc","three6",1.73205080756888
"6050",2465666,"wisc","two6",2
"6051",2465667,"wisc","three6",17.3205080756888
"6052",2465671,"wisc","three6",2.44948974278318
"6053",2465672,"wisc","three6",2
"6054",2465677,"wisc","two6",1.73205080756888
"6055",2465714,"wisc","two6",2.44948974278318
"6056",2465716,"wisc","three6",14.6969384566991
"6057",2477361,"wisc","two6",2
"6058",2477363,"wisc","two6",1.73205080756888
"6059",2477365,"wisc","three6",4.24264068711928
"6060",2477368,"wisc","three6",1.73205080756888
"6061",2477371,"wisc","three6",1.73205080756888
"6062",2477374,"wisc","three6",3.46410161513775
"6063",2477375,"wisc","three6",1.73205080756888
"6064",2477418,"wisc","two6",3.16227766016838
