"","session_id","referrer","MoneyGroup","Sysjust"
"582",2409609,"ithaca","Money priming group",4
"583",2442646,"ithaca","Control group",1.375
"584",2442662,"ithaca","Control group",4.625
"585",2442673,"ithaca","Money priming group",4
"586",2442680,"ithaca","Control group",2.125
"587",2442692,"ithaca","Money priming group",3.875
"588",2442700,"ithaca","Control group",4.5
"589",2442711,"ithaca","Money priming group",2.875
"590",2442718,"ithaca","Control group",2.5
"591",2442903,"ithaca","Money priming group",4.125
"592",2442906,"ithaca","Money priming group",3.125
"593",2442910,"ithaca","Money priming group",2.75
"594",2443194,"ithaca","Control group",4.25
"595",2443210,"ithaca","Money priming group",3.5
"596",2443211,"ithaca","Control group",3.875
"597",2443215,"ithaca","Control group",3.625
"598",2443407,"ithaca","Control group",1.875
"599",2443413,"ithaca","Money priming group",4.625
"600",2443419,"ithaca","Money priming group",4
"601",2451795,"ithaca","Control group",4.25
"602",2451900,"ithaca","Control group",4.375
"603",2451905,"ithaca","Control group",2.25
"604",2451911,"ithaca","Control group",2.25
"605",2451919,"ithaca","Control group",2.75
"606",2451922,"ithaca","Control group",3.125
"607",2451925,"ithaca","Control group",4.5
"608",2451932,"ithaca","Control group",5.375
"609",2453957,"ithaca","Control group",2.75
"610",2453961,"ithaca","Control group",2.875
"611",2454068,"ithaca","Control group",3.625
"612",2454073,"ithaca","Money priming group",2.75
"613",2454074,"ithaca","Control group",4
"614",2454076,"ithaca","Money priming group",4.625
"615",2454080,"ithaca","Control group",5.125
"616",2454084,"ithaca","Control group",3.75
"617",2454086,"ithaca","Control group",3.25
"618",2454088,"ithaca","Control group",2.875
"619",2454089,"ithaca","Money priming group",5.25
"620",2454090,"ithaca","Control group",4.5
"621",2454460,"ithaca","Control group",2.75
"622",2454461,"ithaca","Control group",3.125
"623",2454494,"ithaca","Money priming group",2.125
"624",2454600,"ithaca","Money priming group",2.625
"625",2456447,"ithaca","Control group",3.75
"626",2456450,"ithaca","Control group",4
"627",2456456,"ithaca","Money priming group",3.125
"628",2456459,"ithaca","Money priming group",1.375
"629",2456460,"ithaca","Control group",4
"630",2456463,"ithaca","Money priming group",4.5
"631",2456625,"ithaca","Control group",3.375
"632",2456811,"ithaca","Money priming group",4.625
"633",2456933,"ithaca","Control group",3
"634",2456936,"ithaca","Control group",4.75
"635",2465685,"ithaca","Control group",3.5
"636",2465686,"ithaca","Control group",4
"637",2465689,"ithaca","Control group",4.125
"638",2465799,"ithaca","Control group",4.75
"639",2465800,"ithaca","Control group",3.75
"640",2465802,"ithaca","Money priming group",2.875
"641",2465803,"ithaca","Money priming group",3.125
"642",2465808,"ithaca","Money priming group",3.25
"643",2467455,"ithaca","Control group",4.875
"644",2467466,"ithaca","Control group",2.75
"645",2467471,"ithaca","Control group",4.75
"646",2467477,"ithaca","Money priming group",2.625
"647",2467622,"ithaca","Control group",3.875
"648",2467625,"ithaca","Money priming group",2.875
"649",2467630,"ithaca","Control group",3.75
"650",2467632,"ithaca","Money priming group",3.625
"651",2467930,"ithaca","Control group",3.75
"652",2467935,"ithaca","Money priming group",4.125
"653",2467937,"ithaca","Money priming group",2.875
"654",2468023,"ithaca","Money priming group",2
"655",2468025,"ithaca","Money priming group",4.75
"656",2469961,"ithaca","Control group",4
"657",2470134,"ithaca","Money priming group",4.875
"658",2470138,"ithaca","Money priming group",4.875
"659",2470304,"ithaca","Money priming group",2.75
"660",2470307,"ithaca","Control group",3
"661",2470311,"ithaca","Control group",1.875
"662",2477383,"ithaca","Control group",4
"663",2477497,"ithaca","Control group",3.125
"664",2477498,"ithaca","Control group",2.625
"665",2477501,"ithaca","Control group",3.5
"666",2477502,"ithaca","Control group",2.25
"667",2477504,"ithaca","Money priming group",3.625
"668",2477506,"ithaca","Control group",2.375
"669",2477509,"ithaca","Control group",4.125
"670",2477515,"ithaca","Money priming group",3.5
"671",2477516,"ithaca","Money priming group",4
