"","session_id","referrer","MoneyGroup","Sysjust"
"5204",2479820,"tamuon","Control group",3.625
"5205",2479821,"tamuon","Money priming group",4.5
"5206",2479829,"tamuon","Money priming group",4.5
"5207",2479834,"tamuon","Control group",4
"5208",2479835,"tamuon","Money priming group",3.5
"5209",2479842,"tamuon","Money priming group",4.875
"5210",2479846,"tamuon","Money priming group",2.625
"5211",2479847,"tamuon","Control group",4.75
"5212",2479864,"tamuon","Money priming group",3
"5213",2479877,"tamuon","Money priming group",4
"5214",2479886,"tamuon","Money priming group",3.125
"5215",2479892,"tamuon","Control group",3.375
"5216",2479894,"tamuon","Money priming group",4.625
"5217",2479895,"tamuon","Money priming group",4.625
"5218",2480000,"tamuon","Control group",1.625
"5219",2480132,"tamuon","Money priming group",3.375
"5220",2480144,"tamuon","Money priming group",5.125
"5221",2480159,"tamuon","Money priming group",3.375
"5222",2480162,"tamuon","Money priming group",4.625
"5223",2480177,"tamuon","Money priming group",5
"5224",2480194,"tamuon","Money priming group",4.625
"5225",2480201,"tamuon","Control group",2.375
"5226",2480215,"tamuon","Control group",2.5
"5227",2480220,"tamuon","Control group",4.25
"5228",2480228,"tamuon","Money priming group",5
"5229",2480236,"tamuon","Control group",4
"5230",2480242,"tamuon","Money priming group",3.25
"5231",2480266,"tamuon","Control group",5.375
"5232",2480280,"tamuon","Money priming group",5.875
"5233",2480283,"tamuon","Money priming group",4.25
"5234",2480332,"tamuon","Control group",3.5
"5235",2480343,"tamuon","Money priming group",3
"5236",2480353,"tamuon","Control group",3.75
"5237",2480356,"tamuon","Money priming group",3.375
"5238",2480366,"tamuon","Money priming group",3.75
"5239",2480372,"tamuon","Control group",2.875
"5240",2480383,"tamuon","Money priming group",2.5
"5241",2480385,"tamuon","Money priming group",1.5
"5242",2480422,"tamuon","Control group",4.625
"5243",2480440,"tamuon","Control group",3
"5244",2480462,"tamuon","Money priming group",5.375
"5245",2480467,"tamuon","Control group",2.875
"5246",2480474,"tamuon","Control group",4.125
"5247",2480477,"tamuon","Control group",5.75
"5248",2480481,"tamuon","Money priming group",5.125
"5249",2480490,"tamuon","Money priming group",4.125
"5250",2480516,"tamuon","Control group",4
"5251",2480518,"tamuon","Control group",4
"5252",2480541,"tamuon","Control group",2.875
"5253",2480558,"tamuon","Control group",4.625
"5254",2480566,"tamuon","Money priming group",5.25
"5255",2480567,"tamuon","Control group",3.875
"5256",2480574,"tamuon","Money priming group",3.625
"5257",2480585,"tamuon","Money priming group",4.75
"5258",2480627,"tamuon","Money priming group",4.75
"5259",2480628,"tamuon","Money priming group",2.5
"5260",2480632,"tamuon","Control group",4.875
"5261",2480650,"tamuon","Control group",3.125
"5262",2480672,"tamuon","Control group",3.875
"5263",2480675,"tamuon","Money priming group",4.75
"5264",2480687,"tamuon","Money priming group",3.375
"5265",2480690,"tamuon","Control group",4.25
"5266",2480693,"tamuon","Control group",4
"5267",2480707,"tamuon","Control group",3
"5268",2480720,"tamuon","Money priming group",4.625
"5269",2480725,"tamuon","Control group",5.375
"5270",2480727,"tamuon","Control group",3
"5271",2480728,"tamuon","Money priming group",4
"5272",2480731,"tamuon","Control group",3.25
"5273",2480733,"tamuon","Control group",4.125
"5274",2480735,"tamuon","Money priming group",5.125
"5275",2480811,"tamuon","Money priming group",4.375
"5276",2480827,"tamuon","Control group",3.875
"5277",2480834,"tamuon","Money priming group",3.75
"5278",2480836,"tamuon","Money priming group",4.875
"5279",2480838,"tamuon","Control group",4
"5280",2480841,"tamuon","Control group",3.875
"5281",2480848,"tamuon","Money priming group",3.625
"5282",2480849,"tamuon","Money priming group",5.875
"5283",2480851,"tamuon","Money priming group",3.75
"5284",2480855,"tamuon","Control group",4.5
"5285",2480864,"tamuon","Control group",4.875
"5286",2480865,"tamuon","Money priming group",3.625
"5287",2480867,"tamuon","Money priming group",3.42857142857143
"5288",2480868,"tamuon","Control group",3.125
"5289",2480869,"tamuon","Money priming group",4.875
"5290",2480877,"tamuon","Money priming group",3.75
"5291",2480882,"tamuon","Control group",4
"5292",2480889,"tamuon","Control group",4
"5293",2480892,"tamuon","Control group",3.625
"5294",2480895,"tamuon","Control group",4.375
"5295",2480909,"tamuon","Control group",4.25
"5296",2480941,"tamuon","Control group",5.25
"5297",2480952,"tamuon","Control group",3.375
"5298",2480957,"tamuon","Money priming group",4.75
"5299",2480959,"tamuon","Money priming group",2.625
"5300",2480979,"tamuon","Control group",3.5
"5301",2480981,"tamuon","Control group",3.875
"5302",2480994,"tamuon","Money priming group",3.25
"5303",2481527,"tamuon","Money priming group",3.125
"5304",2481543,"tamuon","Money priming group",3.375
"5305",2481597,"tamuon","Control group",4
"5306",2481598,"tamuon","Money priming group",5.25
"5307",2481643,"tamuon","Money priming group",4.125
"5308",2481651,"tamuon","Money priming group",3.5
"5309",2481702,"tamuon","Control group",3.5
"5310",2481714,"tamuon","Money priming group",3.125
"5311",2481741,"tamuon","Money priming group",3.5
"5312",2481750,"tamuon","Money priming group",5
"5313",2481751,"tamuon","Control group",4.25
"5314",2481788,"tamuon","Control group",3.875
"5315",2481851,"tamuon","Money priming group",4.5
"5316",2481868,"tamuon","Money priming group",6.125
"5317",2481885,"tamuon","Control group",2.375
"5318",2481901,"tamuon","Control group",3.375
"5319",2481902,"tamuon","Money priming group",5.625
"5320",2481903,"tamuon","Money priming group",2.5
"5321",2481911,"tamuon","Money priming group",4.75
"5322",2481912,"tamuon","Money priming group",3.375
"5323",2481951,"tamuon","Money priming group",3.125
"5324",2481964,"tamuon","Money priming group",4.375
"5325",2481965,"tamuon","Money priming group",3.875
"5326",2482000,"tamuon","Control group",4.25
"5327",2482018,"tamuon","Control group",4.375
"5328",2482061,"tamuon","Control group",4.125
"5329",2482084,"tamuon","Control group",2.25
"5330",2482088,"tamuon","Money priming group",4.5
"5331",2482092,"tamuon","Money priming group",3.625
"5332",2482098,"tamuon","Money priming group",4.125
"5333",2482108,"tamuon","Money priming group",3.125
"5334",2482114,"tamuon","Money priming group",4.5
"5335",2482143,"tamuon","Money priming group",3.5
"5336",2482158,"tamuon","Control group",3.75
"5337",2482170,"tamuon","Money priming group",4.25
"5338",2482186,"tamuon","Control group",4.875
"5339",2482192,"tamuon","Control group",5.125
"5340",2482228,"tamuon","Control group",3.75
"5341",2482235,"tamuon","Control group",5.75
"5342",2482264,"tamuon","Control group",3.625
"5343",2482272,"tamuon","Money priming group",4.625
"5344",2482273,"tamuon","Control group",3.125
"5345",2482289,"tamuon","Control group",2.875
"5346",2482290,"tamuon","Money priming group",3.25
"5347",2482291,"tamuon","Control group",3.16666666666667
"5348",2482324,"tamuon","Money priming group",3.75
"5349",2482338,"tamuon","Money priming group",3.625
"5350",2482356,"tamuon","Money priming group",4.25
"5351",2482358,"tamuon","Money priming group",4.375
"5352",2482368,"tamuon","Control group",2.875
"5353",2482387,"tamuon","Control group",4.625
"5354",2482388,"tamuon","Money priming group",4
"5355",2482419,"tamuon","Control group",4
"5356",2482421,"tamuon","Control group",3.125
"5357",2482471,"tamuon","Money priming group",4.625
"5358",2482482,"tamuon","Control group",5.125
"5359",2482508,"tamuon","Money priming group",3.125
"5360",2482555,"tamuon","Control group",5
"5361",2482563,"tamuon","Money priming group",2.875
"5362",2482564,"tamuon","Control group",4.625
"5363",2482587,"tamuon","Control group",3
"5364",2482588,"tamuon","Control group",4.125
"5365",2482605,"tamuon","Money priming group",6.125
"5366",2482611,"tamuon","Control group",4.5
"5367",2482621,"tamuon","Money priming group",3.375
"5368",2482623,"tamuon","Money priming group",5.625
"5369",2482632,"tamuon","Money priming group",3.75
"5370",2482634,"tamuon","Control group",2
"5371",2482654,"tamuon","Control group",4.5
"5372",2482707,"tamuon","Control group",4.25
"5373",2482727,"tamuon","Control group",2.875
"5374",2482751,"tamuon","Control group",6.625
"5375",2482753,"tamuon","Money priming group",4.125
"5376",2482758,"tamuon","Control group",3.75
"5377",2482762,"tamuon","Money priming group",4.875
"5378",2482783,"tamuon","Money priming group",5
"5379",2482784,"tamuon","Control group",4.125
"5380",2482866,"tamuon","Control group",3.75
"5381",2482868,"tamuon","Control group",5.375
"5382",2482869,"tamuon","Money priming group",4.875
"5383",2482872,"tamuon","Money priming group",2.75
"5384",2482873,"tamuon","Control group",2.375
"5385",2482896,"tamuon","Control group",4
"5386",2482963,"tamuon","Control group",3.75
"5387",2483014,"tamuon","Control group",3.375
"5388",2483023,"tamuon","Control group",4.25
"5389",2483048,"tamuon","Control group",4.25
"5390",2483106,"tamuon","Control group",2.5
"5391",2483122,"tamuon","Control group",6
"5392",2483153,"tamuon","Control group",5.5
"5393",2483216,"tamuon","Control group",4.25
"5394",2483254,"tamuon","Money priming group",4.375
"5395",2483287,"tamuon","Money priming group",3.875
"5396",2483350,"tamuon","Control group",3.5
"5397",2483383,"tamuon","Money priming group",5
"5398",2483409,"tamuon","Control group",3.75
"5399",2483427,"tamuon","Money priming group",5.625
"5400",2483517,"tamuon","Money priming group",4
"5401",2483521,"tamuon","Money priming group",4.875
"5402",2483525,"tamuon","Control group",2.625
"5403",2483530,"tamuon","Control group",4.14285714285714
"5404",2483561,"tamuon","Money priming group",3.25
"5405",2483762,"tamuon","Money priming group",4.125
"5406",2483763,"tamuon","Control group",4
"5407",2483822,"tamuon","Money priming group",3.125
"5408",2483859,"tamuon","Control group",4.75
"5409",2483890,"tamuon","Control group",4.375
"5410",2483893,"tamuon","Control group",3.75
"5411",2483927,"tamuon","Money priming group",4.625
"5412",2483931,"tamuon","Money priming group",3
"5413",2483954,"tamuon","Money priming group",2.875
"5414",2484034,"tamuon","Control group",3.875
"5415",2484041,"tamuon","Control group",4
"5416",2484047,"tamuon","Money priming group",3.25
"5417",2484072,"tamuon","Control group",4.75
"5418",2484075,"tamuon","Money priming group",4
"5419",2484080,"tamuon","Control group",3.375
"5420",2484087,"tamuon","Control group",2.625
"5421",2484092,"tamuon","Control group",2.625
"5422",2484167,"tamuon","Control group",2.125
"5423",2484302,"tamuon","Control group",3.75
"5424",2484815,"tamuon","Control group",5.125
"5425",2484836,"tamuon","Money priming group",4.5
"5426",2485094,"tamuon","Money priming group",2.75
"5427",2485219,"tamuon","Money priming group",2.5
"5428",2485261,"tamuon","Money priming group",3.75
