"","session_id","referrer","d_art","IATexp.overall","IATEXPfilter"
"4520",2436706,"sdsu",0.904443197847232,5.16666666666667,"Include"
"4521",2436967,"sdsu",-0.474026249525864,3.58333333333333,"Include"
"4522",2440429,"sdsu",0.468408624495417,4.16666666666667,"Include"
"4523",2440430,"sdsu",-0.025224118333376,4.91666666666667,"Include"
"4524",2440431,"sdsu",0.13681316782938,5.5,"Include"
"4525",2440596,"sdsu",0.619844296012312,6.16666666666667,"Include"
"4526",2440598,"sdsu",0.889105574615647,5.5,"Include"
"4527",2440621,"sdsu",0.070963611798047,5.33333333333333,"Include"
"4528",2440623,"sdsu",0.223966081214308,4.66666666666667,"Include"
"4530",2440734,"sdsu",0.309998943414997,5.33333333333333,"Include"
"4531",2440737,"sdsu",1.22659444155111,5.58333333333333,"Include"
"4532",2440740,"sdsu",0.0922071161335504,4,"Include"
"4533",2440881,"sdsu",-0.0129157479563909,5.25,"Include"
"4534",2440883,"sdsu",1.03151540407984,5.08333333333333,"Include"
"4535",2440885,"sdsu",0.371781913061927,5.5,"Include"
"4536",2443108,"sdsu",0.595797204762438,3.5,"Include"
"4537",2443109,"sdsu",1.21202847114825,4.41666666666667,"Include"
"4538",2443110,"sdsu",0.379568119250595,5.66666666666667,"Include"
"4539",2443367,"sdsu",0.624128338887089,5.25,"Include"
"4540",2443371,"sdsu",0.0617425386035406,4.41666666666667,"Include"
"4541",2443373,"sdsu",-0.284608636410549,3.33333333333333,"Include"
"4542",2443376,"sdsu",0.0299628947972142,5.33333333333333,"Include"
"4543",2443761,"sdsu",1.00963345576833,4.41666666666667,"Include"
"4544",2443763,"sdsu",0.887206991897282,4.66666666666667,"Include"
"4545",2443765,"sdsu",0.409720367047666,4.5,"Include"
"4547",2443879,"sdsu",-0.11156993135086,4.66666666666667,"Include"
"4548",2443882,"sdsu",0.0983087337528266,6.25,"Include"
"4550",2443887,"sdsu",0.894361538025498,5.5,"Include"
"4551",2445906,"sdsu",0.748543993509036,4,"Include"
"4552",2445908,"sdsu",1.28209452350395,5.75,"Include"
"4553",2445912,"sdsu",0.583312498893359,4.83333333333333,"Include"
"4554",2445951,"sdsu",0.0503502002941256,4.58333333333333,"Include"
"4555",2446069,"sdsu",-0.0612958169386044,4,"Include"
"4556",2446072,"sdsu",1.22462644664655,4.16666666666667,"Include"
"4557",2446074,"sdsu",0.477610810484695,3.58333333333333,"Include"
"4558",2446076,"sdsu",-0.637520176184266,4,"Include"
"4559",2447580,"sdsu",1.0845133705549,5.75,"Include"
"4560",2447581,"sdsu",0.310057191464617,3.91666666666667,"Include"
"4561",2447582,"sdsu",0.127021031786138,3.5,"Include"
"4562",2447591,"sdsu",0.0755107968324362,4.25,"Include"
"4563",2447692,"sdsu",0.792183922639349,4.08333333333333,"Include"
"4564",2447693,"sdsu",0.503712411886231,5.08333333333333,"Include"
"4565",2447744,"sdsu",-0.078698379536574,5,"Include"
"4566",2447904,"sdsu",-0.736055602068152,4.66666666666667,"Include"
"4567",2447907,"sdsu",0.0922759369834423,3.41666666666667,"Include"
"4568",2448199,"sdsu",0.853407521025497,5.33333333333333,"Include"
"4571",2448203,"sdsu",0.785239660267358,6.16666666666667,"Include"
"4572",2448352,"sdsu",-0.376164010130511,3.75,"Include"
"4573",2448354,"sdsu",-0.589417758615675,4.08333333333333,"Include"
"4574",2448355,"sdsu",0.984080307176364,5.58333333333333,"Include"
"4575",2448359,"sdsu",-0.297976733336315,5.75,"Include"
"4576",2448429,"sdsu",0.81446659694138,5,"Include"
"4578",2448433,"sdsu",1.20046690590821,6.16666666666667,"Include"
"4579",2452411,"sdsu",0.989218178345392,5.66666666666667,"Include"
"4580",2452413,"sdsu",0.829009396677711,4.75,"Include"
"4581",2452422,"sdsu",0.670974834240494,4.58333333333333,"Include"
"4582",2452479,"sdsu",0.754747201853064,5.16666666666667,"Include"
"4583",2452480,"sdsu",1.15051160807706,6.33333333333333,"Include"
"4584",2452481,"sdsu",0.999796367992588,4.41666666666667,"Include"
"4585",2452747,"sdsu",0.601028874438915,5.66666666666667,"Include"
"4586",2452749,"sdsu",0.346740673599916,4.16666666666667,"Include"
"4587",2452750,"sdsu",0.813845087384778,4.5,"Include"
"4588",2452842,"sdsu",0.180257394863378,4.16666666666667,"Include"
"4589",2452844,"sdsu",0.272784473929731,5.08333333333333,"Include"
"4590",2452845,"sdsu",-0.108122996606615,4.58333333333333,"Include"
"4591",2452849,"sdsu",-0.99976314906803,4.08333333333333,"Include"
"4592",2452928,"sdsu",0.874062352421685,5.5,"Include"
"4593",2452930,"sdsu",0.584868382901071,5.5,"Include"
"4595",2452932,"sdsu",1.05814530145451,4.16666666666667,"Include"
"4597",2454752,"sdsu",-0.074496353167082,3.75,"Include"
"4598",2454753,"sdsu",0.617863600855005,6,"Include"
"4599",2455017,"sdsu",-0.197179847615908,5.08333333333333,"Include"
"4600",2455019,"sdsu",0.0835328574117341,2.58333333333333,"Include"
"4601",2455106,"sdsu",-0.432987223150084,4.75,"Include"
"4602",2455109,"sdsu",0.538302325066082,4.58333333333333,"Include"
"4603",2455110,"sdsu",1.00742590037133,5.83333333333333,"Include"
"4604",2455111,"sdsu",0.343357437453469,4.25,"Include"
"4605",2456774,"sdsu",0.53409367913662,5.33333333333333,"Include"
"4606",2456780,"sdsu",0.86035573899944,5.91666666666667,"Include"
"4607",2456782,"sdsu",0.0772266273724009,4.83333333333333,"Include"
"4608",2456795,"sdsu",0.691035120912876,5.5,"Include"
"4609",2456913,"sdsu",0.54655716793643,5.41666666666667,"Include"
"4610",2456914,"sdsu",0.177914795524577,3.5,"Include"
"4611",2456915,"sdsu",0.800607505626302,4.66666666666667,"Include"
"4614",2457081,"sdsu",1.15671914039964,5.91666666666667,"Include"
"4615",2457083,"sdsu",0.16316139518316,5,"Include"
"4616",2457192,"sdsu",1.10329162196288,3.83333333333333,"Include"
"4617",2457193,"sdsu",-0.274665395266871,3.16666666666667,"Include"
"4618",2457195,"sdsu",0.97057063695364,5.16666666666667,"Include"
"4619",2457197,"sdsu",-0.447869211776714,5.58333333333333,"Include"
"4620",2457342,"sdsu",0.886448513161267,5.58333333333333,"Include"
"4621",2457345,"sdsu",0.36344855135315,6,"Include"
"4622",2457348,"sdsu",0.395848292675977,5.75,"Include"
"4623",2457350,"sdsu",-0.0298767868111356,3.25,"Include"
"4624",2458806,"sdsu",0.164220566152036,5,"Include"
"4625",2458808,"sdsu",0.828935284268759,5.08333333333333,"Include"
"4626",2458811,"sdsu",0.353285877076622,5.41666666666667,"Include"
"4627",2458812,"sdsu",-0.909505482166482,4.58333333333333,"Include"
"4628",2458913,"sdsu",1.41055726388223,6,"Include"
"4629",2458914,"sdsu",0.0372602702338874,5.58333333333333,"Include"
"4630",2458915,"sdsu",0.444704795129232,5.5,"Include"
