"","ResponseId","referrer","MindfulnessScale","SWBscale","sex","age","politics","party","armedservices","income","USresidency","RaceDichotomized","School_coded","EducationCoded","EducationDichotomized"
"761","R_dbTMDWKwBAOmQGB","memphis",4.33333333333333,5.5,"female",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"80-99,999","no","Other race/ethincity","UW-Madison","Currently In College","some college"
"762","R_OD9pR1yK1h8Bg2t","memphis",5.66666666666667,4.66666666666667,"female",NA,"apolitical","independent",NA,"not say","no","Other race/ethincity","NatTaiwan","Currently In College","some college"
"2985","R_DqnXO9ZnspHIqGd","memphis",3.6,4.16666666666667,"female",NA,"liberal (2)","strongly democrat (1)",NA,"under20,000","yes","Caucasian","Memphis","Graduate Education",NA
"2986","R_2Vg5g4cL5QlC6uM","memphis",4.06666666666667,5,"female",NA,"apolitical","independent",NA,"not say","yes",NA,"Memphis","Graduate Education",NA
"2987","R_3QJAZTb04X4IAFn","memphis",4.33333333333333,5.16666666666667,"male",NA,"somewhat conservative (5)","somewhat conservative (5)",NA,"40-59,999","yes","Other race/ethincity","Memphis","Graduate Education",NA
"2988","R_3fJEBQHFjjwT9bv","memphis",4.26666666666667,5.83333333333333,"female",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","Memphis","Graduate Education",NA
"2989","R_3iwLRHfXYVtpr4V","memphis",5.66666666666667,3.16666666666667,"female",NA,"somewhat conservative (5)","democrat (2)",NA,"80-99,999","yes","Other race/ethincity","Memphis","Graduate Education",NA
"2990","R_30rixymmZ3vaKBO","memphis",3.13333333333333,5.33333333333333,"female",NA,"somewhat conservative (5)","somewhat conservative (5)",NA,"20-39,999","yes","Caucasian","Memphis","Graduate Education",NA
"2991","R_sTHLVosHj4jYPmx","memphis",3.8,5.66666666666667,"female",NA,"liberal (2)","strongly democrat (1)",NA,"20-39,999","yes",NA,"Memphis","Graduate Education",NA
"2992","R_6W3fSPcH5oxM0VP","memphis",4.2,3,"female",NA,"center (4)","independent",NA,"20-39,999","yes","Other race/ethincity","UW-Madison","Graduate Education",NA
"2993","R_3Pix9WXQtWGVwZo","memphis",3.06666666666667,5.66666666666667,"female",NA,"liberal (2)","middle (4)",NA,"not say","yes","Other race/ethincity","","Graduate Education",NA
"2994","R_Z8ofSdLse5DeUHD","memphis",3.46666666666667,6.16666666666667,"female",NA,"liberal (2)","somewhat democrat (3)",NA,"not say","yes","Other race/ethincity","","Graduate Education",NA
"2995","R_2fx0W7Ix11as5OL","memphis",4.53333333333333,5,"male",NA,"somewhat conservative (5)","independent","yes","20-39,999","no","Other race/ethincity","","Graduate Education",NA
"2996","R_1I44eaF1DspfyKG","memphis",4.46666666666667,3.66666666666667,"female",NA,"somewhat liberal (3)","democrat (2)",NA,"20-39,999","no","Other race/ethincity","","Graduate Education",NA
"2997","R_WjGB1sKDJBfUDi9","memphis",4.33333333333333,5.83333333333333,"female",NA,"somewhat liberal (3)","democrat (2)",NA,"40-59,999","no","Other race/ethincity","","Graduate Education",NA
"2998","R_3iDBovKP3XuPWPQ","memphis",3.86666666666667,4.33333333333333,"male",NA,"somewhat liberal (3)","democrat (2)","yes","under20,000","no","Other race/ethincity","","Graduate Education",NA
"2999","R_YVtQ1gDJoao90Ax","memphis",4.73333333333333,4.66666666666667,"female",NA,"liberal (2)","somewhat democrat (3)",NA,"not say","yes","Other race/ethincity","","Graduate Education",NA
"3000","R_spsCbf0lO39qxmp","memphis",4,5.16666666666667,"female",NA,"liberal (2)","middle (4)",NA,"60-79,999","yes","Other race/ethincity","","Graduate Education",NA
"3001","R_1Fglma4L378sP23","memphis",3.86666666666667,5.66666666666667,"female",NA,"somewhat conservative (5)","somewhat conservative (5)",NA,"40-59,999","yes","Other race/ethincity","UW-Madison","Graduate Education",NA
"3002","R_06aTGiZAvuTngdP","memphis",3.2,3,"female",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"not say","no","Other race/ethincity","IUB","Graduate Education",NA
"3003","R_3ExUkScFlIOxKCV","memphis",4.6,4.33333333333333,"female",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"not say","no","Other race/ethincity","UW-Madison","Graduate Education",NA
"3004","R_2OSTSpkrvtnva7U","memphis",3.13333333333333,3.66666666666667,"male",NA,"somewhat liberal (3)","somewhat democrat (3)","yes","40-59,999","yes","Other race/ethincity","none","Graduate Education",NA
"3005","R_2c146cRjpOninJN","memphis",4.46666666666667,7,"female",NA,"liberal (2)","democrat (2)",NA,"under20,000","yes","Other race/ethincity","UW-Madison","Graduate Education",NA
"3006","R_28O6hmHExMIjy7x","memphis",3.33333333333333,4,"female",NA,"strongly conservative (7)","strongly conservative (7)",NA,"under20,000","yes","Caucasian","Memphis","Graduate Education",NA
