"","ResponseId","referrer","MindfulnessScale","SWBscale","sex","age","politics","party","armedservices","income","USresidency","RaceDichotomized","School_coded","EducationCoded","EducationDichotomized"
"8","R_3KUEh9RWeOTi2nS","depauw",2.6,2.5,NA,NA,"liberal (2)","somewhat democrat (3)",NA,NA,NA,NA,"",NA,NA
"9","R_1EihKePhUenEL9L","depauw",4.06666666666667,4.83333333333333,NA,NA,"apolitical","middle (4)",NA,NA,NA,NA,"",NA,NA
"47","R_31nGwNgxwqw9xzj","depauw",2.33333333333333,3,"female",NA,"center (4)","somewhat democrat (3)",NA,"100-199,999","yes","Other race/ethincity","DePauw","Not In College","no college"
"378","R_12fZ4Uf4AjC0nPp","depauw",4.26666666666667,5.83333333333333,"female",NA,"conservative (6)","conservative (6)",NA,"60-79,999","yes","Caucasian","DePauw","Currently In College","some college"
"379","R_20Orih5jLNND5PU","depauw",4.66666666666667,4.83333333333333,"male",NA,"somewhat liberal (3)","democrat (2)",NA,"not say","yes","Caucasian","DePauw","Currently In College","some college"
"380","R_263IEVcTPtYKrSS","depauw",4.46666666666667,3,"female",NA,"apolitical","democrat (2)",NA,"60-79,999","yes","Caucasian","DePauw","Currently In College","some college"
"381","R_3FPtAehfPcuh4LI","depauw",5.26666666666667,6.33333333333333,"female",NA,"conservative (6)","strongly conservative (7)",NA,"not say","yes","Caucasian","DePauw","Currently In College","some college"
"382","R_3EaLTFqzGRzx9ky","depauw",3.73333333333333,4.16666666666667,"male",NA,"center (4)","middle (4)",NA,"80-99,999","yes","Caucasian","DePauw","Currently In College","some college"
"383","R_e5SxP52n9CVEVgZ","depauw",4.2,5.33333333333333,"male",NA,"liberal (2)","middle (4)",NA,"80-99,999","no","Other race/ethincity","DePauw","Currently In College","some college"
"384","R_1DFNnlVLJ9jjt8Y","depauw",2.6,4.16666666666667,"female",NA,"conservative (6)","independent",NA,"40-59,999","yes","Caucasian","DePauw","Currently In College","some college"
"385","R_w0qcNYgS9WUdI6l","depauw",3.2,5.33333333333333,"male",NA,"somewhat conservative (5)","somewhat conservative (5)",NA,"100-199,999","yes","Caucasian","DePauw","Currently In College","some college"
"386","R_3D15KnqHmnyeHVG","depauw",3.13333333333333,5,"female",NA,"conservative (6)","strongly conservative (7)",NA,"200-999,999","yes","Caucasian","DePauw","Currently In College","some college"
"387","R_1EXs59TJEUsiMYW","depauw",4.33333333333333,4.5,"female",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"100-199,999","no","Other race/ethincity","DePauw","Currently In College","some college"
"388","R_3p2STt3UoE7O3ZS","depauw",3.53333333333333,5.16666666666667,"female",NA,"somewhat conservative (5)","conservative (6)",NA,"60-79,999","yes","Caucasian","DePauw","Currently In College","some college"
"389","R_2zwJ3Qzwr24KAhb","depauw",3.66666666666667,6.83333333333333,"female",NA,"conservative (6)","conservative (6)",NA,"not say","yes","Caucasian","DePauw","Currently In College","some college"
"390","R_1Ok0hWwYlNKgsUu","depauw",5.46666666666667,5,"female",NA,"center (4)","independent",NA,"100-199,999","yes","Other race/ethincity","DePauw","Currently In College","some college"
"391","R_tLonsOXII9JFU09","depauw",3.46666666666667,5.33333333333333,"female",NA,"conservative (6)","strongly conservative (7)",NA,"200-999,999","yes","Caucasian","DePauw","Currently In College","some college"
