"","ResponseId","referrer","MindfulnessScale","SWBscale","sex","age","politics","party","armedservices","income","USresidency","RaceDichotomized","School_coded","EducationCoded","EducationDichotomized"
"22","R_3QRvawO5MdQAzTY","reed",3.2,3.16666666666667,NA,NA,"strongly liberal (1)","strongly democrat (1)",NA,NA,NA,NA,"",NA,NA
"1590","R_2uyOMbzrmO5zMci","reed",4,4.5,"female",20,"liberal (2)","democrat (2)",NA,"200-999,999","yes","Caucasian","Reed","Currently In College","some college"
"1591","R_3QRZwE268R04UOl","reed",2.66666666666667,1,"female",18,"liberal (2)","strongly democrat (1)",NA,"40-59,999","yes","Caucasian","Reed","Currently In College","some college"
"1592","R_2ASabgR5zaSRFuH","reed",3.73333333333333,3,"female",18,"somewhat liberal (3)","democrat (2)",NA,"60-79,999","yes","Caucasian","Reed","Currently In College","some college"
"1593","R_tGafKJlE6jc7TnX","reed",3.46666666666667,3,"other",21,"liberal (2)","somewhat democrat (3)",NA,"20-39,999","yes","Caucasian","Reed","Currently In College","some college"
"1594","R_3PXdUxnUdOJ6TQi","reed",2.4,4.66666666666667,"female",20,"somewhat liberal (3)","middle (4)",NA,"80-99,999","yes","Caucasian","Reed","Currently In College","some college"
"1595","R_3UD6jUzunRPOmGd","reed",3.4,4.83333333333333,"female",20,"strongly liberal (1)","strongly democrat (1)",NA,"under20,000","yes","Caucasian","Reed","Currently In College","some college"
"1596","R_248z4WLxladzXSU","reed",3.2,4.33333333333333,"female",20,"liberal (2)","democrat (2)",NA,"under20,000","yes","Caucasian","Reed","Currently In College","some college"
"1597","R_1l5cOVbjzb432Mr","reed",4,4.5,"female",19,"liberal (2)","somewhat democrat (3)",NA,"100-199,999","yes",NA,"Reed","Currently In College","some college"
"1598","R_9WWDiKaQ2nodGJb","reed",5.26666666666667,5,"female",20,"strongly liberal (1)","strongly democrat (1)",NA,"20-39,999","no","Caucasian","Reed","Currently In College","some college"
"1599","R_31vkOrDi1y01Yc3","reed",2.93333333333333,1.66666666666667,"male",20,"somewhat liberal (3)","somewhat democrat (3)",NA,"not say","yes","Other race/ethincity","Reed","Currently In College","some college"
"1600","R_1ogRazWrhQA2hpG","reed",4.26666666666667,5.33333333333333,"male",20,"liberal (2)","somewhat democrat (3)",NA,"200-999,999","yes","Caucasian","Reed","Currently In College","some college"
"1601","R_1GuYwnKPr3xnfS1","reed",4.26666666666667,5,"female",22,"liberal (2)","strongly democrat (1)",NA,"not say","yes","Caucasian","Reed","Currently In College","some college"
"1602","R_3JxRIhFtSoBmCbr","reed",3.6,4.5,"female",20,"strongly liberal (1)","strongly democrat (1)",NA,"not say","yes","Caucasian","Reed","Currently In College","some college"
"1603","R_1gNPrArTLuAcroD","reed",3.66666666666667,3.5,"female",19,"liberal (2)","somewhat democrat (3)",NA,"40-59,999","yes","Caucasian","Reed","Currently In College","some college"
"1604","R_3Gs1hbrHL4DEHAZ","reed",4.33333333333333,5,"female",19,"liberal (2)","strongly democrat (1)",NA,"under20,000","yes","Caucasian","Reed","Currently In College","some college"
"1605","R_3exnpiXuqTkGcdv","reed",3,3.83333333333333,"male",20,"liberal (2)","democrat (2)",NA,"80-99,999","yes",NA,"Reed","Currently In College","some college"
"1606","R_2UWOpxTSpCYWvon","reed",2.33333333333333,4.66666666666667,"female",19,"liberal (2)","strongly democrat (1)",NA,"80-99,999","yes","Caucasian","Reed","Currently In College","some college"
"1607","R_3gTbHCSZDjzu3Og","reed",4.53333333333333,6,"female",21,"strongly liberal (1)","strongly democrat (1)",NA,"under20,000","yes","Other race/ethincity","Reed","Currently In College","some college"
"1608","R_zSUlFa0qHFGio9j","reed",3,3.66666666666667,"other",18,"strongly liberal (1)",NA,NA,"not say","yes",NA,"Reed","Currently In College","some college"
"1609","R_1rJrabgGriQHRW7","reed",3.13333333333333,4.16666666666667,"female",18,"strongly liberal (1)","strongly democrat (1)",NA,"20-39,999","yes",NA,"Reed","Currently In College","some college"
"1610","R_3HOcKJZIp0qQpuB","reed",4.4,2,"male",20,"liberal (2)","democrat (2)",NA,"not say","yes","Caucasian","Reed","Currently In College","some college"
"1611","R_10PhoFvpHsSRUzq","reed",3.93333333333333,5.16666666666667,"male",20,"strongly liberal (1)","strongly democrat (1)",NA,"80-99,999","yes",NA,"Reed","Currently In College","some college"
"1612","R_1Ino3dlKvOhdOPT","reed",2.53333333333333,2.83333333333333,"male",20,"somewhat liberal (3)","democrat (2)",NA,"40-59,999","yes","Other race/ethincity","Reed","Currently In College","some college"
"1613","R_2f6QsLJdzvyc1Hk","reed",2.8,4.83333333333333,"female",18,"strongly liberal (1)","somewhat democrat (3)",NA,"100-199,999","yes","Other race/ethincity","Reed","Currently In College","some college"
"1614","R_XTESNoCsrsfb35T","reed",4.4,4.83333333333333,"male",21,"liberal (2)","strongly democrat (1)",NA,"80-99,999","yes","Caucasian","Reed","Currently In College","some college"
"1615","R_22Mn2YdVSaLDSLW","reed",3.13333333333333,3.83333333333333,"female",19,"strongly liberal (1)","strongly democrat (1)",NA,"200-999,999","yes","Caucasian","Reed","Currently In College","some college"
"1616","R_2sRrkGaREIW2lSS","reed",4.2,5.83333333333333,"male",21,"liberal (2)","somewhat democrat (3)",NA,"40-59,999","yes",NA,"Reed","Currently In College","some college"
"1617","R_2c1sMzv68fWAg8A","reed",4.46666666666667,5.66666666666667,"other",18,"liberal (2)","somewhat democrat (3)",NA,"not say","yes","Other race/ethincity","Reed","Currently In College","some college"
"1618","R_2q2DdQOXuxPsKTl","reed",4.13333333333333,5.66666666666667,"female",20,"liberal (2)","strongly democrat (1)",NA,"60-79,999","yes","Caucasian","Reed","Currently In College","some college"
"1619","R_rrttZuiNvJz1D3P","reed",3.06666666666667,5.33333333333333,"female",19,"liberal (2)","somewhat democrat (3)",NA,"under20,000","yes",NA,"","Currently In College","some college"
"1620","R_1DRSsWhvzF4nsSa","reed",2.53333333333333,4.5,"male",18,"somewhat conservative (5)","somewhat conservative (5)",NA,"100-199,999","yes","Caucasian","Reed","Currently In College","some college"
"1621","R_308lgJovULU76g4","reed",1.86666666666667,4.16666666666667,"other",19,"strongly liberal (1)","democrat (2)",NA,"60-79,999","yes",NA,"Reed","Currently In College","some college"
"1622","R_10GHdAruGK8PKsD","reed",2.53333333333333,4.16666666666667,"male",20,"somewhat liberal (3)","strongly democrat (1)",NA,"not say","no","Other race/ethincity","Reed","Currently In College","some college"
"1623","R_cOQMY1inTkWq13T","reed",3.33333333333333,2,"female",18,"strongly liberal (1)","somewhat democrat (3)",NA,"60-79,999","yes","Caucasian","Reed","Currently In College","some college"
"1624","R_3KBdx0o4YflV8So","reed",2.6,2.83333333333333,"male",18,"strongly liberal (1)","somewhat democrat (3)",NA,"not say","yes","Other race/ethincity","Reed","Currently In College","some college"
"1625","R_qDBiQRId1GmROKJ","reed",3.6,5,"male",18,"center (4)","middle (4)",NA,"200-999,999","yes",NA,"Reed","Currently In College","some college"
