"","Participant_ID","referrer","Conscientiousness","Persistence","age","year","Genderfactor","ethnicity","AttentionCheck"
"1906","1","OSUNewark",5,84,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"1907","10","OSUNewark",5.5,154,NA,"First-year","Female","White, non-Hispanic or latino","Pass"
"1908","100","OSUNewark",5,241,NA,"First-year","Male","African-American","Pass"
"1909","101","OSUNewark",7,224,"21",NA,"Female","White, non-Hispanic or latino","Pass"
"1910","102","OSUNewark",3.5,103,"22","Junior","Female","White, non-Hispanic or latino","Pass"
"1911","103","OSUNewark",3,211,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"1912","104","OSUNewark",5.5,122,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"1913","105","OSUNewark",6,230,"18","First-year","Female","Latino or Hispanic","Pass"
"1914","106","OSUNewark",4.5,59,"19","First-year","Male","Multiracial","Fail"
"1915","107","OSUNewark",5,223,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"1916","108","OSUNewark",6.5,43,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"1917","109","OSUNewark",4,77,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"1918","11","OSUNewark",6.5,127,"18","Other","Female","White, non-Hispanic or latino","Fail"
"1919","110","OSUNewark",4.5,218,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"1920","111","OSUNewark",6.5,85,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"1921","112","OSUNewark",7,71,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"1922","113","OSUNewark",5,176,"20","Junior","Female","Latino or Hispanic","Pass"
"1923","114","OSUNewark",4,33,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"1924","115","OSUNewark",5.5,88,"20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"1925","116","OSUNewark",4,226,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1926","117","OSUNewark",7,107,"18","First-year","Male","Other","Fail"
"1927","118","OSUNewark",5,240,"Too Old (18)","First-year","Male","Asian-American","Pass"
"1928","119","OSUNewark",6,57,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"1929","12","OSUNewark",5,133,"21","Junior","Female","White, non-Hispanic or latino","Fail"
"1930","120","OSUNewark",4.5,148,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"1931","121","OSUNewark",4,111,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"1932","122","OSUNewark",6.5,73,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"1933","123","OSUNewark",1,57,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1934","124","OSUNewark",5.5,58,"18","First-year","Female","African-American","Pass"
"1935","125","OSUNewark",5,87,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"1936","126","OSUNewark",5.5,241,NA,"First-year","Male","White, non-Hispanic or latino","Pass"
"1937","127","OSUNewark",3.5,241,"19","First-year","Male","African-American","Fail"
"1938","128","OSUNewark",5.5,173,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"1939","129","OSUNewark",7,97,"18","First-year","Male","African-American","Fail"
"1940","13","OSUNewark",4,240,"18","First-year","Female","African-American","Pass"
"1941","130","OSUNewark",3.5,240,"19","First-year",NA,"White, non-Hispanic or latino","Pass"
"1942","131","OSUNewark",7,150,"22","First-year","Male","White, non-Hispanic or latino","Pass"
"1943","132","OSUNewark",6,162,"18","First-year","Male","African-American","Fail"
"1944","133","OSUNewark",4,241,"19","Sophomore","Male","African-American","Fail"
"1945","134","OSUNewark",4,50,"19",NA,"Male","White, non-Hispanic or latino","Fail"
"1947","137","OSUNewark",7,83,"20","First-year","Female","White, non-Hispanic or latino","Fail"
"1948","138","OSUNewark",4.5,237,"18 years","First-year","Male","White, non-Hispanic or latino","Pass"
"1949","139","OSUNewark",5,204,"19","First-year","Male","African-American","Pass"
"1950","14","OSUNewark",4,43,NA,"Junior","Female","Asian-American","Fail"
"1951","140","OSUNewark",5,46,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"1952","141","OSUNewark",7,146,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"1953","142","OSUNewark",4,240,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"1954","143","OSUNewark",2.5,106,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"1955","144","OSUNewark",4.5,240,"19","First-year","Male","Multiracial","Pass"
"1956","145","OSUNewark",6.5,240,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"1957","146","OSUNewark",6.5,174,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"1958","147","OSUNewark",5,172,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1959","148","OSUNewark",4,35,"18","First-year","Female","Latino or Hispanic","Pass"
"1960","149","OSUNewark",4,50,"19","First-year","Male","Multiracial","Pass"
"1961","15","OSUNewark",4.5,60,"18","First-year","Female","African-American","Fail"
"1962","150","OSUNewark",4,103,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"1963","151","OSUNewark",5.5,237,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1964","152","OSUNewark",5.5,171,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"1965","153","OSUNewark",5,136,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1966","154","OSUNewark",2,105,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"1967","155","OSUNewark",3.5,114,"18","First-year","Female","Multiracial","Pass"
"1968","156","OSUNewark",3.5,88,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"1969","157","OSUNewark",4.5,198,"19","First-year","Female","Other","Fail"
