"","Participant_ID","referrer","Conscientiousness","Persistence","age","year","Genderfactor","ethnicity","AttentionCheck"
"3224","1","UniversityOfSouthernMississippi",7,83.99999826,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"3225","10","UniversityOfSouthernMississippi",4.5,86.0000025,"20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3226","11","UniversityOfSouthernMississippi",5,76.00000582,"20","Other","Female","African-American","Pass"
"3228","13","UniversityOfSouthernMississippi",7,90.00000281,"34","Junior","Female","African-American","Pass"
"3229","14","UniversityOfSouthernMississippi",6,240.9999954,"39","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3230","15","UniversityOfSouthernMississippi",7,64.0000049,"21","Senior","Male","White, non-Hispanic or latino","Fail"
"3231","16","UniversityOfSouthernMississippi",4,98.99999674,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"3232","17","UniversityOfSouthernMississippi",5.5,239.9999932,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3233","18","UniversityOfSouthernMississippi",6.5,54.00000005,"18","First-year","Female","African-American","Fail"
"3234","19","UniversityOfSouthernMississippi",7,240.9999954,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"3235","2","UniversityOfSouthernMississippi",5.5,240.000002,"18","First-year","Female","African-American","Pass"
"3237","21","UniversityOfSouthernMississippi",3.5,89.00000069,"19","Sophomore","Male","African-American","Pass"
"3238","22","UniversityOfSouthernMississippi",7,102.9999977,"24","Senior","Female","African-American","Fail"
"3239","23","UniversityOfSouthernMississippi",5.5,101.9999956,"22","Other","Female","White, non-Hispanic or latino","Pass"
"3240","24","UniversityOfSouthernMississippi",4,148.9999965,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3241","25","UniversityOfSouthernMississippi",7,81.00000008,"21","Junior","Female","White, non-Hispanic or latino","Pass"
"3242","26","UniversityOfSouthernMississippi",7,240.000002,"21","Senior","Female","African-American","Fail"
"3243","27","UniversityOfSouthernMississippi",4,214.9999975,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"3244","28","UniversityOfSouthernMississippi",4.5,106.000004,"20","First-year","Female","African-American","Fail"
"3245","29","UniversityOfSouthernMississippi",7,226.9999984,"21","Other","Female","African-American","Fail"
"3247","30","UniversityOfSouthernMississippi",6,229.0000032,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"3248","32","UniversityOfSouthernMississippi",5.5,133.9999974,"23","Senior","Female","African-American","Fail"
"3249","33","UniversityOfSouthernMississippi",4,214.9999981,"23","Senior","Female","Asian-American","Pass"
"3250","34","UniversityOfSouthernMississippi",5,44.00000337,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3251","35","UniversityOfSouthernMississippi",5.5,240.9999954,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"3252","36","UniversityOfSouthernMississippi",5,151.0000014,"22","Senior","Female","White, non-Hispanic or latino","Pass"
"3253","37","UniversityOfSouthernMississippi",5,240.9999954,"22","Senior","Female","White, non-Hispanic or latino","Pass"
"3255","39","UniversityOfSouthernMississippi",7,133.0000041,"22","Senior","Female","White, non-Hispanic or latino","Fail"
"3256","4","UniversityOfSouthernMississippi",4,53.0000061,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3257","40","UniversityOfSouthernMississippi",7,72.99999946,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"3258","41","UniversityOfSouthernMississippi",4.5,240.000002,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3259","42","UniversityOfSouthernMississippi",5,224.0000008,"19","Sophomore","Female","African-American","Fail"
"3260","44","UniversityOfSouthernMississippi",7,143.9999941,"23","Senior","Female","African-American","Fail"
"3261","45","UniversityOfSouthernMississippi",6.5,43.00000125,"19","Sophomore","Female","African-American","Pass"
"3262","46","UniversityOfSouthernMississippi",6.5,213.999996,"32","Senior","Female","White, non-Hispanic or latino","Fail"
"3263","47","UniversityOfSouthernMississippi",7,183.0000038,"19","Sophomore","Male","African-American","Fail"
"3264","48","UniversityOfSouthernMississippi",5.5,108.9999934,"18","First-year","Female","African-American","Fail"
"3265","49","UniversityOfSouthernMississippi",4.5,149.9999986,"20","Sophomore","Female","African-American","Pass"
"3266","5","UniversityOfSouthernMississippi",6,176.0000053,"20","Junior","Female","African-American","Pass"
"3267","50","UniversityOfSouthernMississippi",7,59.00000248,"20","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3269","52","UniversityOfSouthernMississippi",7,78.00000189,"18","First-year","Female","African-American","Fail"
"3270","53","UniversityOfSouthernMississippi",5,110.9999977,"22","Senior","Male","African-American","Fail"
"3271","54","UniversityOfSouthernMississippi",4.5,116.0000007,"21","Junior",NA,"African-American","Fail"
"3272","55","UniversityOfSouthernMississippi",3.5,166.0000005,"22","Senior","Male","White, non-Hispanic or latino","Fail"
"3273","56","UniversityOfSouthernMississippi",4,81.99999402,"20","Junior","Female","African-American","Pass"
"3274","57","UniversityOfSouthernMississippi",7,116.0000007,"21","Senior","Female","White, non-Hispanic or latino","Fail"
"3275","58","UniversityOfSouthernMississippi",7,179.0000035,"18","First-year","Female","African-American","Pass"
"3276","59","UniversityOfSouthernMississippi",7,240.000002,"41","Senior","Male","African-American","Fail"
"3277","6","UniversityOfSouthernMississippi",6.5,64.0000049,"20","Sophomore","Female","African-American","Fail"
"3278","60","UniversityOfSouthernMississippi",6,229.0000032,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3279","61","UniversityOfSouthernMississippi",7,95.99999918,"22","Junior","Female","African-American","Fail"
"3280","62","UniversityOfSouthernMississippi",6.5,228.0000005,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"3281","63","UniversityOfSouthernMississippi",6.5,106.000004,"19","Sophomore","Female","African-American","Fail"
"3282","64","UniversityOfSouthernMississippi",4,230.000006,"20","Junior","Female","African-American","Fail"
"3283","65","UniversityOfSouthernMississippi",5,65.00000765,"21","Senior","Female","White, non-Hispanic or latino","Fail"
"3284","66","UniversityOfSouthernMississippi",3.5,102.0000037,"19","Sophomore","Female","African-American","Pass"
"3285","67","UniversityOfSouthernMississippi",6.5,240.000002,"19","First-year","Female","African-American","Fail"
"3286","68","UniversityOfSouthernMississippi",7,178.9999947,"20","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3287","69","UniversityOfSouthernMississippi",4.5,68.99999916,"21","Senior","Female","White, non-Hispanic or latino","Pass"
"3288","7","UniversityOfSouthernMississippi",5.5,205.0000014,"21","Senior","Male","White, non-Hispanic or latino","Pass"
"3289","70","UniversityOfSouthernMississippi",6,52.00000398,"22","Senior","Female","African-American","Fail"
"3290","71","UniversityOfSouthernMississippi",5,103.9999998,"19",NA,"Male","White, non-Hispanic or latino","Pass"
"3291","72","UniversityOfSouthernMississippi",4,240.000002,"25","Senior","Female","Multiracial","Fail"
"3292","73","UniversityOfSouthernMississippi",5.5,183.9999977,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"3293","74","UniversityOfSouthernMississippi",5,148.0000032,"20","Sophomore","Female","African-American","Fail"
"3294","75","UniversityOfSouthernMississippi",5,197.9999941,"20","Sophomore","Female","African-American","Fail"
"3295","76","UniversityOfSouthernMississippi",6,205.0000008,"19","First-year","Female","African-American","Pass"
"3298","79","UniversityOfSouthernMississippi",3.5,126.9999995,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3299","8","UniversityOfSouthernMississippi",6.5,113.9999965,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"3300","80","UniversityOfSouthernMississippi",7,239.9999939,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"3301","81","UniversityOfSouthernMississippi",5,239.9999939,"20","Sophomore","Male","White, non-Hispanic or latino","Fail"
"3302","82","UniversityOfSouthernMississippi",4.5,140.9999965,"22","Other","Female","African-American","Pass"
"3303","83","UniversityOfSouthernMississippi",4.5,180.9999996,"20","Junior","Female","African-American","Fail"
"3304","84","UniversityOfSouthernMississippi",7,125.9999968,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3305","85","UniversityOfSouthernMississippi",4.5,162.0000002,"18","First-year","Female","Multiracial","Pass"
"3306","86","UniversityOfSouthernMississippi",4.5,106.000004,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3307","87","UniversityOfSouthernMississippi",5,39.00000094,"22","Sophomore","Female","African-American","Fail"
"3308","88","UniversityOfSouthernMississippi",6,43.00000125,"20","Sophomore","Female","African-American","Pass"
"3309","89","UniversityOfSouthernMississippi",6.5,240.000002,"23","Senior","Female","African-American","Pass"
"3310","9","UniversityOfSouthernMississippi",4.5,241.0000042,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3311","90","UniversityOfSouthernMississippi",6.5,43.00000125,"23","Junior","Female","African-American","Pass"
"3312","91","UniversityOfSouthernMississippi",4,190.0000023,"23","Junior","Female","African-American","Fail"
"3313",NA,"UniversityOfSouthernMississippi",5,52.00000398,"18","First-year","Male","Asian-American","Pass"
"3314",NA,"UniversityOfSouthernMississippi",4,205.0000008,"20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3315",NA,"UniversityOfSouthernMississippi",3,180.0000056,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"3316",NA,"UniversityOfSouthernMississippi",7,99.99999886,"19","Sophomore","Male","African-American","Fail"
"3317",NA,"UniversityOfSouthernMississippi",7,74.00000158,"21","Senior","Female","African-American","Pass"
"3318",NA,"UniversityOfSouthernMississippi",6,225.0000029,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"3319",NA,"UniversityOfSouthernMississippi",6,139.0000004,"20","Junior","Female","White, non-Hispanic or latino","Fail"
