uID,variable1,variable2,factor
629,8,6,SpecificFirst
631,7,9,SpecificFirst
635,7,8,SpecificFirst
636,5,7,SpecificFirst
639,7,10,SpecificFirst
648,11,8,SpecificFirst
650,8,9,SpecificFirst
651,11,1,SpecificFirst
656,11,10,SpecificFirst
657,10,5,SpecificFirst
665,11,9,SpecificFirst
670,11,1,SpecificFirst
672,11,10,SpecificFirst
674,4,7,SpecificFirst
677,7,8,SpecificFirst
682,8,7,SpecificFirst
683,4,5,SpecificFirst
692,11,8,SpecificFirst
695,7,7,SpecificFirst
697,3,8,SpecificFirst
700,8,6,SpecificFirst
708,9,8,SpecificFirst
710,9,10,SpecificFirst
714,6,7,SpecificFirst
719,6,7,SpecificFirst
721,6,7,SpecificFirst
726,6,8,SpecificFirst
727,10,10,SpecificFirst
732,1,1,SpecificFirst
745,7,9,SpecificFirst
749,8,10,SpecificFirst
753,1,4,SpecificFirst
754,6,8,SpecificFirst
755,6,8,SpecificFirst
758,11,10,SpecificFirst
759,9,7,SpecificFirst
763,5,4,SpecificFirst
764,8,6,SpecificFirst
769,9,6,SpecificFirst
774,1,8,SpecificFirst
775,1,8,SpecificFirst
778,8,9,SpecificFirst
788,7,5,SpecificFirst
791,6,3,SpecificFirst
793,3,6,SpecificFirst
795,7,3,SpecificFirst
796,3,8,SpecificFirst
797,10,7,SpecificFirst
799,9,4,SpecificFirst
801,4,8,SpecificFirst
802,4,7,SpecificFirst
803,7,4,SpecificFirst
805,10,9,SpecificFirst
809,3,10,SpecificFirst
810,1,11,SpecificFirst
811,6,6,SpecificFirst
812,2,7,SpecificFirst
816,2,5,SpecificFirst
817,10,6,SpecificFirst
820,6,9,SpecificFirst
825,6,8,SpecificFirst
828,8,7,SpecificFirst
831,11,11,SpecificFirst
832,1,3,SpecificFirst
835,10,9,SpecificFirst
837,9,9,SpecificFirst
838,7,9,SpecificFirst
842,1,8,SpecificFirst
845,9,9,SpecificFirst
846,8,8,SpecificFirst
848,4,2,SpecificFirst
850,8,9,SpecificFirst
853,9,9,SpecificFirst
855,3,5,SpecificFirst
856,8,9,SpecificFirst
857,10,10,SpecificFirst
858,6,4,SpecificFirst
860,10,9,SpecificFirst
861,9,9,SpecificFirst
863,6,11,SpecificFirst
865,3,10,SpecificFirst
866,8,9,SpecificFirst
867,9,5,SpecificFirst
868,6,5,SpecificFirst
869,8,4,SpecificFirst
870,9,10,SpecificFirst
872,5,9,SpecificFirst
875,8,7,SpecificFirst
882,6,8,SpecificFirst
887,1,6,SpecificFirst
888,10,8,SpecificFirst
889,7,9,SpecificFirst
890,6,8,SpecificFirst
891,8,8,SpecificFirst
892,8,9,SpecificFirst
895,9,8,SpecificFirst
896,11,9,SpecificFirst
897,10,9,SpecificFirst
898,7,8,SpecificFirst
899,10,10,SpecificFirst
903,8,9,SpecificFirst
905,11,8,SpecificFirst
911,10,11,SpecificFirst
912,1,10,SpecificFirst
914,9,8,SpecificFirst
917,8,10,SpecificFirst
919,8,8,SpecificFirst
920,10,9,SpecificFirst
923,6,6,SpecificFirst
924,9,9,SpecificFirst
925,11,11,SpecificFirst
926,10,4,SpecificFirst
932,8,6,SpecificFirst
934,11,9,SpecificFirst
936,5,6,SpecificFirst
939,11,10,SpecificFirst
941,9,8,SpecificFirst
949,11,7,SpecificFirst
951,8,9,SpecificFirst
952,10,10,SpecificFirst
956,3,7,SpecificFirst
957,10,5,SpecificFirst
960,10,6,SpecificFirst
961,10,4,SpecificFirst
964,7,9,SpecificFirst
965,10,8,SpecificFirst
966,7,4,SpecificFirst
967,8,10,SpecificFirst
968,8,6,SpecificFirst
971,11,10,SpecificFirst
973,9,3,SpecificFirst
974,10,7,SpecificFirst
975,6,5,SpecificFirst
977,8,5,SpecificFirst
979,10,11,SpecificFirst
982,11,11,SpecificFirst
984,3,9,SpecificFirst
985,11,10,SpecificFirst
987,5,6,SpecificFirst
988,6,7,SpecificFirst
991,9,9,SpecificFirst
995,10,5,SpecificFirst
997,9,10,SpecificFirst
1001,9,6,SpecificFirst
1004,5,8,SpecificFirst
1005,9,4,SpecificFirst
1007,10,11,SpecificFirst
1009,10,5,SpecificFirst
1011,8,9,SpecificFirst
1012,11,8,SpecificFirst
1015,9,6,SpecificFirst
1019,10,7,SpecificFirst
1022,10,7,SpecificFirst
1023,11,7,SpecificFirst
1024,9,5,SpecificFirst
1025,9,9,SpecificFirst
1026,3,5,SpecificFirst
1028,7,9,SpecificFirst
1032,1,10,SpecificFirst
1035,8,6,SpecificFirst
1036,11,10,SpecificFirst
1037,11,11,SpecificFirst
1039,10,7,SpecificFirst
1040,11,11,SpecificFirst
1041,8,10,SpecificFirst
1047,11,8,SpecificFirst
1048,1,4,SpecificFirst
1049,5,7,SpecificFirst
1050,7,5,SpecificFirst
1051,10,4,SpecificFirst
1053,10,7,SpecificFirst
1056,10,7,SpecificFirst
1059,10,11,SpecificFirst
1063,11,3,SpecificFirst
1067,5,6,SpecificFirst
1068,7,7,SpecificFirst
1070,11,10,SpecificFirst
1071,11,5,SpecificFirst
1073,5,2,SpecificFirst
1077,10,5,SpecificFirst
1078,2,3,SpecificFirst
1079,4,6,SpecificFirst
1080,11,11,SpecificFirst
1081,8,5,SpecificFirst
1082,8,6,SpecificFirst
1085,3,6,SpecificFirst
1087,8,8,SpecificFirst
1088,3,4,SpecificFirst
1092,11,9,SpecificFirst
1095,9,6,SpecificFirst
1097,8,8,SpecificFirst
1099,11,7,SpecificFirst
1100,9,9,SpecificFirst
1101,9,9,SpecificFirst
1103,7,8,SpecificFirst
1105,11,7,SpecificFirst
1106,7,6,SpecificFirst
1107,7,5,SpecificFirst
1109,2,11,SpecificFirst
1110,8,7,SpecificFirst
1114,7,9,SpecificFirst
1116,9,7,SpecificFirst
1120,7,2,SpecificFirst
1122,11,5,SpecificFirst
1123,5,6,SpecificFirst
1125,6,6,SpecificFirst
1126,11,7,SpecificFirst
1127,6,8,SpecificFirst
1129,6,6,SpecificFirst
1133,11,8,SpecificFirst
1134,8,5,SpecificFirst
1135,6,3,SpecificFirst
1136,3,4,SpecificFirst
1140,11,6,SpecificFirst
1141,8,9,SpecificFirst
1142,6,6,SpecificFirst
1147,8,8,SpecificFirst
1148,6,8,SpecificFirst
1149,11,11,SpecificFirst
1152,7,9,SpecificFirst
1154,8,9,SpecificFirst
1155,5,6,SpecificFirst
1158,9,9,SpecificFirst
1160,10,9,SpecificFirst
1163,6,10,SpecificFirst
1168,10,10,SpecificFirst
1170,9,9,SpecificFirst
1171,8,10,SpecificFirst
1172,10,10,SpecificFirst
1174,10,10,SpecificFirst
1179,10,10,SpecificFirst
1181,11,11,SpecificFirst
1182,6,6,SpecificFirst
1184,8,8,SpecificFirst
1185,8,10,SpecificFirst
1188,8,7,SpecificFirst
1189,6,7,SpecificFirst
1196,9,10,SpecificFirst
1197,1,7,SpecificFirst
1198,8,1,SpecificFirst
1200,10,10,SpecificFirst
1201,10,10,SpecificFirst
1205,2,1,SpecificFirst
1206,6,3,SpecificFirst
1207,10,10,SpecificFirst
1210,9,9,SpecificFirst
1213,8,7,SpecificFirst
1219,7,5,SpecificFirst
1220,8,11,SpecificFirst
1223,10,9,SpecificFirst
1224,10,9,SpecificFirst
1226,8,8,SpecificFirst
1228,9,8,SpecificFirst
1231,7,7,SpecificFirst
1232,8,6,SpecificFirst
1233,2,2,SpecificFirst
1236,8,10,SpecificFirst
1238,7,6,SpecificFirst
1241,8,7,SpecificFirst
1243,9,9,SpecificFirst
1245,1,5,SpecificFirst
1246,8,5,SpecificFirst
1247,9,1,SpecificFirst
1250,7,7,SpecificFirst
1254,8,7,SpecificFirst
1257,6,6,SpecificFirst
1259,6,7,SpecificFirst
1260,5,7,SpecificFirst
1262,6,7,SpecificFirst
1265,8,7,SpecificFirst
1266,8,8,SpecificFirst
1267,7,6,SpecificFirst
1268,2,1,SpecificFirst
1269,7,6,SpecificFirst
1270,4,1,SpecificFirst
1271,1,4,SpecificFirst
1273,10,5,SpecificFirst
1277,10,10,SpecificFirst
1279,9,7,SpecificFirst
1285,1,6,SpecificFirst
1288,11,11,SpecificFirst
1289,6,9,SpecificFirst
1295,11,5,SpecificFirst
1298,8,9,SpecificFirst
1301,7,9,SpecificFirst
1302,6,6,SpecificFirst
1303,11,11,SpecificFirst
1305,8,10,SpecificFirst
1307,8,9,SpecificFirst
1311,10,11,SpecificFirst
1314,1,8,SpecificFirst
1315,7,8,SpecificFirst
1317,6,8,SpecificFirst
1318,8,4,SpecificFirst
1320,5,8,SpecificFirst
1321,11,10,SpecificFirst
1322,9,8,SpecificFirst
1323,7,8,SpecificFirst
1324,11,11,SpecificFirst
1325,8,6,SpecificFirst
1327,9,6,SpecificFirst
1328,5,2,SpecificFirst
1330,6,10,SpecificFirst
1334,4,8,SpecificFirst
1338,11,11,SpecificFirst
1339,1,4,SpecificFirst
1343,11,8,SpecificFirst
1344,4,5,SpecificFirst
1345,11,4,SpecificFirst
1346,7,9,SpecificFirst
1352,5,9,SpecificFirst
1357,11,7,SpecificFirst
1360,8,8,SpecificFirst
1362,9,9,SpecificFirst
1366,6,11,SpecificFirst
1373,11,5,SpecificFirst
1379,6,1,SpecificFirst
1384,10,11,SpecificFirst
1392,7,1,SpecificFirst
1396,4,7,SpecificFirst
1398,1,2,SpecificFirst
1399,6,5,SpecificFirst
1405,11,10,SpecificFirst
1408,5,11,SpecificFirst
1409,1,11,SpecificFirst
1410,10,6,SpecificFirst
1411,3,1,SpecificFirst
1416,10,11,SpecificFirst
1419,5,4,SpecificFirst
1420,6,6,SpecificFirst
1423,6,8,SpecificFirst
1424,1,1,SpecificFirst
1426,6,9,SpecificFirst
1428,6,8,SpecificFirst
1432,1,10,SpecificFirst
1434,11,5,SpecificFirst
1435,6,9,SpecificFirst
1437,11,11,SpecificFirst
1440,11,11,SpecificFirst
1441,11,11,SpecificFirst
1442,9,7,SpecificFirst
1444,10,9,SpecificFirst
1446,8,9,SpecificFirst
1447,9,11,SpecificFirst
1449,9,8,SpecificFirst
1458,9,10,SpecificFirst
1459,9,9,SpecificFirst
1461,8,8,SpecificFirst
1463,10,9,SpecificFirst
1468,4,3,SpecificFirst
1469,11,7,SpecificFirst
1470,10,9,SpecificFirst
1477,9,9,SpecificFirst
1478,10,10,SpecificFirst
1479,9,8,SpecificFirst
1485,6,5,SpecificFirst
1487,7,7,SpecificFirst
1488,10,9,SpecificFirst
1490,11,11,SpecificFirst
1491,11,11,SpecificFirst
1492,8,9,SpecificFirst
1493,9,8,SpecificFirst
1494,6,8,SpecificFirst
1496,9,9,SpecificFirst
1498,10,10,SpecificFirst
1499,11,9,SpecificFirst
1500,9,10,SpecificFirst
1501,6,6,SpecificFirst
1504,11,10,SpecificFirst
1506,10,10,SpecificFirst
1509,7,6,SpecificFirst
1512,11,9,SpecificFirst
1514,11,11,SpecificFirst
1519,11,8,SpecificFirst
1521,6,7,SpecificFirst
1524,8,4,SpecificFirst
1526,5,4,SpecificFirst
1532,3,7,SpecificFirst
1533,9,9,SpecificFirst
1535,10,9,SpecificFirst
1536,9,9,SpecificFirst
1538,9,8,SpecificFirst
1541,9,7,SpecificFirst
1542,11,11,SpecificFirst
1544,10,9,SpecificFirst
1547,6,6,SpecificFirst
1549,10,10,SpecificFirst
1550,9,9,SpecificFirst
1552,8,7,SpecificFirst
1553,11,11,SpecificFirst
1558,6,5,SpecificFirst
1561,7,1,SpecificFirst
1563,3,5,SpecificFirst
1565,10,10,SpecificFirst
1566,10,9,SpecificFirst
1568,9,10,SpecificFirst
1569,10,6,SpecificFirst
1570,4,6,SpecificFirst
1571,7,8,SpecificFirst
1577,10,9,SpecificFirst
1578,10,8,SpecificFirst
1581,6,8,SpecificFirst
1582,9,9,SpecificFirst
1583,3,2,SpecificFirst
1588,11,11,SpecificFirst
1589,4,3,SpecificFirst
1591,11,11,SpecificFirst
1594,4,2,SpecificFirst
1595,8,7,SpecificFirst
1596,9,8,SpecificFirst
1597,11,9,SpecificFirst
1603,4,7,SpecificFirst
1604,10,10,SpecificFirst
1609,11,11,SpecificFirst
1611,11,10,SpecificFirst
1616,5,7,SpecificFirst
1618,9,8,SpecificFirst
1619,10,9,SpecificFirst
1621,11,11,SpecificFirst
1622,10,7,SpecificFirst
1626,9,9,SpecificFirst
1628,7,7,SpecificFirst
1630,11,11,SpecificFirst
1631,10,10,SpecificFirst
1632,9,10,SpecificFirst
1633,10,10,SpecificFirst
1637,7,8,SpecificFirst
1641,10,8,SpecificFirst
1642,11,11,SpecificFirst
1643,9,9,SpecificFirst
1645,5,3,SpecificFirst
1646,10,10,SpecificFirst
1647,3,2,SpecificFirst
1648,11,11,SpecificFirst
1649,11,11,SpecificFirst
1650,10,10,SpecificFirst
1651,11,11,SpecificFirst
1655,11,11,SpecificFirst
1656,10,10,SpecificFirst
1657,10,11,SpecificFirst
1664,8,9,SpecificFirst
1666,11,10,SpecificFirst
1668,10,10,SpecificFirst
1669,6,6,SpecificFirst
1671,11,6,SpecificFirst
1675,7,7,SpecificFirst
1676,9,9,SpecificFirst
1677,8,9,SpecificFirst
1678,10,10,SpecificFirst
1679,10,10,SpecificFirst
1685,9,10,SpecificFirst
1686,9,9,SpecificFirst
1688,11,11,SpecificFirst
1689,11,10,SpecificFirst
1690,9,10,SpecificFirst
1691,11,11,SpecificFirst
1693,8,7,SpecificFirst
1694,10,10,SpecificFirst
1695,11,10,SpecificFirst
1696,7,7,SpecificFirst
1697,11,10,SpecificFirst
1698,10,10,SpecificFirst
1701,10,9,SpecificFirst
1705,8,9,SpecificFirst
1706,4,3,SpecificFirst
1707,10,7,SpecificFirst
1709,11,11,SpecificFirst
1711,8,10,SpecificFirst
1713,9,3,SpecificFirst
1714,11,10,SpecificFirst
1715,11,8,SpecificFirst
1716,8,7,SpecificFirst
1717,10,10,SpecificFirst
1718,8,8,SpecificFirst
1720,2,5,SpecificFirst
1722,8,7,SpecificFirst
1723,10,9,SpecificFirst
1724,5,8,SpecificFirst
1725,7,9,SpecificFirst
1728,8,7,SpecificFirst
1731,4,7,SpecificFirst
1732,10,11,SpecificFirst
1733,11,11,SpecificFirst
1734,9,8,SpecificFirst
1735,11,4,SpecificFirst
1737,11,7,SpecificFirst
1738,11,11,SpecificFirst
1743,11,11,SpecificFirst
1744,2,3,SpecificFirst
1745,8,5,SpecificFirst
1746,1,1,SpecificFirst
1747,8,7,SpecificFirst
1751,7,8,SpecificFirst
1752,1,3,SpecificFirst
1753,8,6,SpecificFirst
1754,7,9,SpecificFirst
1758,7,7,SpecificFirst
1761,7,10,SpecificFirst
1763,11,10,SpecificFirst
1766,8,11,SpecificFirst
1768,8,7,SpecificFirst
1769,10,10,SpecificFirst
1772,11,10,SpecificFirst
1773,8,9,SpecificFirst
1774,11,11,SpecificFirst
1775,8,6,SpecificFirst
1776,9,6,SpecificFirst
1777,11,11,SpecificFirst
1781,7,8,SpecificFirst
1784,11,11,SpecificFirst
1785,8,8,SpecificFirst
1790,9,9,SpecificFirst
1793,1,9,SpecificFirst
1794,6,5,SpecificFirst
1795,9,9,SpecificFirst
1798,1,7,SpecificFirst
1803,1,6,SpecificFirst
1804,2,6,SpecificFirst
1805,8,9,SpecificFirst
1809,10,9,SpecificFirst
1811,5,2,SpecificFirst
1813,11,8,SpecificFirst
1815,10,7,SpecificFirst
1816,10,9,SpecificFirst
1823,9,7,SpecificFirst
1824,6,7,SpecificFirst
1826,5,6,SpecificFirst
1829,6,8,SpecificFirst
1830,11,7,SpecificFirst
1831,9,9,SpecificFirst
1832,9,9,SpecificFirst
1833,5,6,SpecificFirst
1834,10,7,SpecificFirst
1835,9,10,SpecificFirst
1837,11,9,SpecificFirst
1838,8,6,SpecificFirst
1840,8,7,SpecificFirst
1843,11,7,SpecificFirst
1844,11,6,SpecificFirst
1845,10,10,SpecificFirst
1847,10,9,SpecificFirst
1848,6,5,SpecificFirst
1849,6,11,SpecificFirst
1850,5,7,SpecificFirst
1858,6,9,SpecificFirst
1859,6,9,SpecificFirst
1861,8,9,SpecificFirst
1862,11,4,SpecificFirst
1863,6,6,SpecificFirst
1864,9,9,SpecificFirst
1866,4,5,SpecificFirst
1870,8,8,SpecificFirst
1871,6,7,SpecificFirst
1877,5,6,SpecificFirst
1881,5,5,SpecificFirst
1882,9,4,SpecificFirst
1883,2,6,SpecificFirst
1884,9,3,SpecificFirst
1885,9,6,SpecificFirst
1888,11,8,SpecificFirst
1891,7,8,SpecificFirst
1897,5,6,SpecificFirst
1898,8,7,SpecificFirst
1903,6,7,SpecificFirst
1904,10,7,SpecificFirst
1905,10,8,SpecificFirst
1906,6,8,SpecificFirst
1907,6,8,SpecificFirst
1908,6,8,SpecificFirst
1916,5,9,SpecificFirst
1923,5,8,SpecificFirst
1925,8,8,SpecificFirst
1926,6,8,SpecificFirst
1927,8,8,SpecificFirst
1928,6,9,SpecificFirst
1929,6,10,SpecificFirst
1931,6,8,SpecificFirst
1939,10,9,SpecificFirst
1941,11,9,SpecificFirst
1944,6,10,SpecificFirst
1946,7,10,SpecificFirst
1947,7,8,SpecificFirst
1948,4,8,SpecificFirst
1950,4,7,SpecificFirst
1953,5,8,SpecificFirst
1954,10,10,SpecificFirst
1959,7,9,SpecificFirst
1960,5,7,SpecificFirst
1962,9,8,SpecificFirst
1963,9,6,SpecificFirst
1966,7,6,SpecificFirst
1968,9,9,SpecificFirst
1969,10,9,SpecificFirst
1970,8,8,SpecificFirst
1972,11,10,SpecificFirst
1974,11,10,SpecificFirst
1977,6,9,SpecificFirst
1978,7,7,SpecificFirst
1979,7,6,SpecificFirst
1980,6,8,SpecificFirst
1981,10,9,SpecificFirst
1982,11,7,SpecificFirst
1983,7,9,SpecificFirst
1984,9,10,SpecificFirst
1986,10,8,SpecificFirst
1987,1,6,SpecificFirst
1988,9,7,SpecificFirst
1990,9,10,SpecificFirst
1991,11,8,SpecificFirst
1996,10,9,SpecificFirst
1997,10,8,SpecificFirst
1999,6,8,SpecificFirst
2000,9,9,SpecificFirst
2002,11,6,SpecificFirst
2005,10,9,SpecificFirst
2006,8,8,SpecificFirst
2008,8,8,SpecificFirst
2011,8,7,SpecificFirst
2012,5,11,SpecificFirst
2014,10,10,SpecificFirst
2018,4,10,SpecificFirst
2019,11,10,SpecificFirst
2024,10,9,SpecificFirst
2025,3,6,SpecificFirst
2026,9,5,SpecificFirst
2030,1,7,SpecificFirst
2032,5,7,SpecificFirst
2033,4,6,SpecificFirst
2036,11,9,SpecificFirst
2038,9,10,SpecificFirst
2040,6,8,SpecificFirst
2042,5,8,SpecificFirst
2045,7,9,SpecificFirst
2046,11,11,SpecificFirst
2047,8,7,SpecificFirst
2048,8,10,SpecificFirst
2051,1,9,SpecificFirst
2052,11,10,SpecificFirst
2053,6,8,SpecificFirst
2055,5,7,SpecificFirst
2056,1,5,SpecificFirst
2058,7,7,SpecificFirst
2060,11,11,SpecificFirst
2061,11,11,SpecificFirst
2064,11,9,SpecificFirst
2066,9,8,SpecificFirst
2067,5,7,SpecificFirst
2068,2,8,SpecificFirst
2074,1,7,SpecificFirst
2075,5,8,SpecificFirst
2078,1,7,SpecificFirst
2080,8,8,SpecificFirst
2081,8,7,SpecificFirst
2082,5,5,SpecificFirst
2083,4,10,SpecificFirst
2084,5,7,SpecificFirst
2088,11,9,SpecificFirst
2089,3,7,SpecificFirst
2091,10,7,SpecificFirst
2095,8,9,SpecificFirst
2097,10,11,SpecificFirst
2098,4,8,SpecificFirst
2099,10,9,SpecificFirst
2100,9,11,SpecificFirst
2101,11,9,SpecificFirst
2102,8,6,SpecificFirst
2103,2,11,SpecificFirst
2106,11,11,SpecificFirst
2109,10,11,SpecificFirst
2110,11,7,SpecificFirst
2111,8,9,SpecificFirst
2114,7,8,SpecificFirst
2117,1,11,SpecificFirst
2118,7,8,SpecificFirst
2121,3,11,SpecificFirst
