"","Participant_ID","referrer","TempCond","tempestclean","age","year","Genderfactor","ethnicity","AttentionCheck","Temperatureinlab"
"97","1","BradleyUniversity","Agentic",70,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",NA
"98","10","BradleyUniversity","Agentic",75,"18","First-year","Female","White, non-Hispanic or latino","Fail",NA
"99","100","BradleyUniversity","Agentic",72,"20","Junior","Female","White, non-Hispanic or latino","Pass",NA
"100","101","BradleyUniversity","Agentic",75,"18","First-year","Male","White, non-Hispanic or latino","Pass",NA
"101","102","BradleyUniversity","Agentic",75,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",NA
"102","103","BradleyUniversity","Agentic",65,"23","Senior","Female","White, non-Hispanic or latino","Pass",NA
"103","104","BradleyUniversity","Agentic",70,"18","First-year","Male","White, non-Hispanic or latino","Pass",NA
"104","105","BradleyUniversity","Communal",68,"18","First-year","Female","White, non-Hispanic or latino","Fail",NA
"105","106","BradleyUniversity","Agentic",75,"18","First-year","Female","White, non-Hispanic or latino","Pass",NA
"106","107","BradleyUniversity","Agentic",72,"19","First-year","Female","White, non-Hispanic or latino","Pass",NA
"107","108","BradleyUniversity","Agentic",64,"19","First-year","Female","African-American","Pass",NA
"108","109","BradleyUniversity","Communal",68,"19","First-year","Female","White, non-Hispanic or latino","Fail",NA
"109","11","BradleyUniversity","Agentic",70,"18","First-year","Female","Asian-American","Pass",NA
"110","110","BradleyUniversity","Communal",72,"18","First-year","Male","White, non-Hispanic or latino","Fail",NA
"111","111","BradleyUniversity","Communal",75,"18","First-year","Female","White, non-Hispanic or latino","Fail",NA
"112","112","BradleyUniversity","Agentic",68,"19","Sophomore","Male","Latino or Hispanic","Pass",NA
"113","113","BradleyUniversity","Agentic",70,"20","Sophomore","Male","White, non-Hispanic or latino","Pass",NA
"114","114","BradleyUniversity","Communal",75,"20","Sophomore","Female","African-American","Fail",NA
"115","115","BradleyUniversity","Communal",75,"18","First-year","Female","White, non-Hispanic or latino","Fail",NA
"116","116","BradleyUniversity","Agentic",65,"18","First-year","Female",NA,"Fail",NA
"118","118","BradleyUniversity","Communal",72,"19","Sophomore","Female","White, non-Hispanic or latino","Fail",NA
