"","Participant_ID","referrer","TempCond","tempestclean","age","year","Genderfactor","ethnicity","AttentionCheck","Temperatureinlab"
"3224","1","UniversityOfSouthernMississippi","Agentic",78,"20","Junior","Female","White, non-Hispanic or latino","Pass",77
"3225","10","UniversityOfSouthernMississippi","Communal",84,"20","Sophomore","Female","White, non-Hispanic or latino","Pass",77
"3226","11","UniversityOfSouthernMississippi","Communal",75,"20","Other","Female","African-American","Pass",79
"3228","13","UniversityOfSouthernMississippi","Agentic",74,"34","Junior","Female","African-American","Pass",75
"3229","14","UniversityOfSouthernMississippi","Communal",77,"39","Sophomore","Female","White, non-Hispanic or latino","Pass",75
"3230","15","UniversityOfSouthernMississippi","Communal",72,"21","Senior","Male","White, non-Hispanic or latino","Fail",77
"3231","16","UniversityOfSouthernMississippi","Communal",82,"20","Junior","Male","White, non-Hispanic or latino","Pass",75
"3232","17","UniversityOfSouthernMississippi","Agentic",80,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",75
"3233","18","UniversityOfSouthernMississippi","Communal",70,"18","First-year","Female","African-American","Fail",77
"3234","19","UniversityOfSouthernMississippi","Agentic",75,"18","First-year","Male","White, non-Hispanic or latino","Fail",77
"3235","2","UniversityOfSouthernMississippi","Communal",73,"18","First-year","Female","African-American","Pass",79
"3237","21","UniversityOfSouthernMississippi","Agentic",65,"19","Sophomore","Male","African-American","Pass",75
"3238","22","UniversityOfSouthernMississippi","Agentic",70,"24","Senior","Female","African-American","Fail",75
"3239","23","UniversityOfSouthernMississippi","Agentic",76,"22","Other","Female","White, non-Hispanic or latino","Pass",75
"3240","24","UniversityOfSouthernMississippi","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",73
"3241","25","UniversityOfSouthernMississippi","Agentic",75,"21","Junior","Female","White, non-Hispanic or latino","Pass",75
"3242","26","UniversityOfSouthernMississippi","Communal",70,"21","Senior","Female","African-American","Fail",75
"3243","27","UniversityOfSouthernMississippi","Agentic",75,"20","Junior","Male","White, non-Hispanic or latino","Pass",73
"3244","28","UniversityOfSouthernMississippi","Communal",70,"20","First-year","Female","African-American","Fail",73
"3245","29","UniversityOfSouthernMississippi","Communal",75,"21","Other","Female","African-American","Fail",75
"3247","30","UniversityOfSouthernMississippi","Communal",74,"19","First-year","Female","White, non-Hispanic or latino","Pass",75
"3248","32","UniversityOfSouthernMississippi","Agentic",67,"23","Senior","Female","African-American","Fail",73
"3249","33","UniversityOfSouthernMississippi","Agentic",80,"23","Senior","Female","Asian-American","Pass",73
"3250","34","UniversityOfSouthernMississippi","Communal",70,"19","Sophomore","Female","White, non-Hispanic or latino","Pass",75
"3251","35","UniversityOfSouthernMississippi","Communal",71,"20","Junior","Female","White, non-Hispanic or latino","Pass",75
"3252","36","UniversityOfSouthernMississippi","Agentic",70,"22","Senior","Female","White, non-Hispanic or latino","Pass",73
