"","Participant_ID","referrer","TempCond","tempestclean","age","year","Genderfactor","ethnicity","AttentionCheck","Temperatureinlab"
"1756","10","NovaSoutheasternUniversity","Agentic",74,"almost 19","First-year","Female","White, non-Hispanic or latino","Pass",78
"1757","100","NovaSoutheasternUniversity","Agentic",82,"18","First-year","Male","White, non-Hispanic or latino","Fail",77
"1758","101","NovaSoutheasternUniversity","Communal",75,"18","First-year","Female","Asian-American","Pass",78
"1759","102","NovaSoutheasternUniversity","Agentic",70,"18","First-year","Female","African-American","Fail",78
"1760","103","NovaSoutheasternUniversity","Communal",75,"18","First-year","Female","White, non-Hispanic or latino","Fail",78
"1761","104","NovaSoutheasternUniversity","Agentic",76,"18","First-year","Female","Asian-American","Fail",78
"1762","105","NovaSoutheasternUniversity","Agentic",75,"18","First-year","Female","Other","Pass",76
"1763","106","NovaSoutheasternUniversity","Agentic",74,"28","First-year","Male","Latino or Hispanic","Pass",78
"1765","108","NovaSoutheasternUniversity","Communal",72,"18","First-year","Female","White, non-Hispanic or latino","Fail",78
"1766","109","NovaSoutheasternUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Fail",78
"1769","111","NovaSoutheasternUniversity","Communal",72,"21","Senior","Female","Asian-American","Fail",78
"1770","112","NovaSoutheasternUniversity","Communal",77,"18","First-year","Male","Asian-American","Pass",78
"1771","113","NovaSoutheasternUniversity","Agentic",78,"19","First-year","Female","White, non-Hispanic or latino","Fail",78
"1772","114","NovaSoutheasternUniversity","Agentic",74,"18","First-year","Female","White, non-Hispanic or latino","Pass",78
"1773","115","NovaSoutheasternUniversity","Communal",75,"18","First-year","Female","White, non-Hispanic or latino","Pass",77
"1774","116","NovaSoutheasternUniversity","Agentic",73,"18","First-year","Female","White, non-Hispanic or latino","Fail",78
"1775","117","NovaSoutheasternUniversity","Communal",65,"18","First-year","Male","White, non-Hispanic or latino","Pass",77
"1776","118","NovaSoutheasternUniversity","Agentic",65,"20","Junior","Female","Latino or Hispanic","Pass",77
"1777","119","NovaSoutheasternUniversity","Communal",75,"18","First-year","Female","Latino or Hispanic","Fail",77
"1778","12","NovaSoutheasternUniversity","Agentic",85,"18","First-year","Female","Other","Fail",78
"1779","120","NovaSoutheasternUniversity","Communal",76,"18","First-year","Female","White, non-Hispanic or latino","Pass",78
