"","session_id","referrer","reciprocitygroup","reciprocityus"
"959",2456203,"laurier","Asked first","no"
"960",2456205,"laurier","Asked first","yes"
"961",2456207,"laurier","Asked first","yes"
"962",2456209,"laurier","Asked second","yes"
"963",2456213,"laurier","Asked second","no"
"964",2456214,"laurier","Asked second","yes"
"965",2456217,"laurier","Asked second","yes"
"966",2456219,"laurier","Asked first","no"
"967",2456221,"laurier","Asked second","yes"
"968",2456222,"laurier","Asked first","yes"
"969",2456225,"laurier","Asked first","no"
"970",2456226,"laurier","Asked first","no"
"971",2456229,"laurier","Asked second","yes"
"972",2456230,"laurier","Asked second","yes"
"973",2456232,"laurier","Asked first","yes"
"974",2456236,"laurier","Asked first","no"
"975",2456283,"laurier","Asked first","no"
"976",2456285,"laurier","Asked first","yes"
"977",2456287,"laurier","Asked first","yes"
"978",2456289,"laurier","Asked second","yes"
"979",2456292,"laurier","Asked first","yes"
"980",2456297,"laurier","Asked first","no"
"981",2456298,"laurier","Asked first","yes"
"982",2456299,"laurier","Asked first","yes"
"983",2456300,"laurier","Asked second","yes"
"984",2456302,"laurier","Asked first","yes"
"985",2456304,"laurier","Asked first","no"
"986",2456305,"laurier","Asked first","yes"
"987",2456308,"laurier","Asked second","yes"
"988",2456310,"laurier","Asked second","yes"
"989",2456345,"laurier","Asked first","no"
"990",2456354,"laurier","Asked second","yes"
"991",2456356,"laurier","Asked second","yes"
"992",2456357,"laurier","Asked second","no"
"993",2456358,"laurier","Asked first","yes"
"994",2456359,"laurier","Asked second","no"
"995",2456361,"laurier","Asked second","yes"
"996",2456362,"laurier","Asked second","yes"
"997",2456364,"laurier","Asked first","yes"
"998",2456367,"laurier","Asked second","yes"
"1000",2456369,"laurier","Asked first","no"
"1001",2456370,"laurier","Asked first","no"
"1002",2456372,"laurier","Asked second","yes"
"1003",2456375,"laurier","Asked second","yes"
"1004",2456378,"laurier","Asked first","no"
"1005",2456383,"laurier","Asked second","yes"
"1006",2456386,"laurier","Asked second","yes"
"1007",2456493,"laurier","Asked second","yes"
"1008",2456495,"laurier","Asked first","yes"
"1009",2456496,"laurier","Asked second","no"
"1010",2456499,"laurier","Asked first","yes"
"1011",2456502,"laurier","Asked second","yes"
"1012",2456503,"laurier","Asked first","no"
"1013",2456504,"laurier","Asked first","no"
"1014",2456505,"laurier","Asked second","yes"
"1015",2456507,"laurier","Asked first","yes"
"1016",2456508,"laurier","Asked second","yes"
"1017",2456509,"laurier","Asked first","yes"
"1018",2456510,"laurier","Asked second","no"
"1019",2456513,"laurier","Asked first","yes"
"1020",2456514,"laurier","Asked second","yes"
"1021",2456517,"laurier","Asked first","yes"
"1022",2456518,"laurier","Asked first","no"
"1023",2456536,"laurier","Asked first","no"
"1024",2456583,"laurier","Asked second","no"
"1025",2456586,"laurier","Asked second","yes"
"1026",2456590,"laurier","Asked second","yes"
"1027",2456591,"laurier","Asked first","yes"
"1029",2456593,"laurier","Asked first","yes"
"1030",2456594,"laurier","Asked first","yes"
"1031",2456596,"laurier","Asked second","yes"
"1032",2456598,"laurier","Asked second","yes"
"1033",2456601,"laurier","Asked second","no"
"1034",2456602,"laurier","Asked second","yes"
"1035",2456603,"laurier","Asked second","no"
"1036",2456605,"laurier","Asked second","yes"
"1037",2456606,"laurier","Asked second","yes"
"1038",2456612,"laurier","Asked first","yes"
"1039",2456617,"laurier","Asked first","yes"
"1040",2456639,"laurier","Asked first","yes"
"1041",2456685,"laurier","Asked first","yes"
"1042",2456686,"laurier","Asked second","yes"
"1043",2456687,"laurier","Asked first","yes"
"1044",2456689,"laurier","Asked first","yes"
"1046",2456697,"laurier","Asked first","yes"
"1047",2456700,"laurier","Asked first","yes"
"1048",2456701,"laurier","Asked second","no"
"1049",2456702,"laurier","Asked second","yes"
"1050",2456703,"laurier","Asked second","yes"
"1051",2456711,"laurier","Asked first","yes"
"1052",2456715,"laurier","Asked first","yes"
"1053",2456717,"laurier","Asked first","no"
"1054",2456718,"laurier","Asked first","yes"
"1055",2456757,"laurier","Asked second","yes"
"1056",2456759,"laurier","Asked first","yes"
"1057",2456760,"laurier","Asked first","yes"
"1058",2456763,"laurier","Asked second","yes"
"1059",2456768,"laurier","Asked first","no"
"1060",2456770,"laurier","Asked second","no"
"1061",2456772,"laurier","Asked first","yes"
"1062",2456776,"laurier","Asked second","yes"
"1063",2456779,"laurier","Asked second","yes"
"1064",2456781,"laurier","Asked first","yes"
"1065",2456783,"laurier","Asked second","yes"
"1066",2456787,"laurier","Asked first","no"
"1068",2456797,"laurier","Asked second","yes"
"1069",2456805,"laurier","Asked second","no"
"1070",2456807,"laurier","Asked first","no"
