"","session_id","referrer","reciprocitygroup","reciprocityus"
"4930",2421401,"tamu","Asked first","no"
"4931",2421408,"tamu","Asked first","no"
"4932",2421415,"tamu","Asked first","no"
"4933",2421419,"tamu","Asked first","no"
"4934",2421535,"tamu","Asked second","yes"
"4935",2421543,"tamu","Asked second","no"
"4936",2421547,"tamu","Asked first","no"
"4937",2421553,"tamu","Asked first","yes"
"4939",2421562,"tamu","Asked second","yes"
"4940",2421667,"tamu","Asked second","yes"
"4941",2421669,"tamu","Asked first","no"
"4942",2421671,"tamu","Asked second","yes"
"4943",2421672,"tamu","Asked first","no"
"4944",2421674,"tamu","Asked second","yes"
"4945",2421678,"tamu","Asked first","no"
"4946",2421853,"tamu","Asked second","yes"
"4947",2421858,"tamu","Asked second","no"
"4948",2421859,"tamu","Asked second","no"
"4949",2421862,"tamu","Asked first","no"
"4950",2421868,"tamu","Asked second","no"
"4951",2421869,"tamu","Asked first","no"
"4952",2421991,"tamu","Asked second","no"
"4953",2421993,"tamu","Asked first","yes"
"4954",2421995,"tamu","Asked second","yes"
"4955",2421999,"tamu","Asked first","no"
"4956",2422000,"tamu","Asked first","no"
"4957",2422002,"tamu","Asked second","yes"
"4958",2422125,"tamu","Asked second","no"
"4959",2422126,"tamu","Asked first","no"
"4960",2422127,"tamu","Asked second","yes"
"4961",2422128,"tamu","Asked first","yes"
"4962",2422131,"tamu","Asked second","yes"
"4963",2422135,"tamu","Asked second","no"
"4964",2422245,"tamu","Asked first","yes"
"4965",2422249,"tamu","Asked first","no"
"4966",2422252,"tamu","Asked first","yes"
"4967",2422437,"tamu","Asked second","yes"
"4968",2422444,"tamu","Asked second","no"
"4969",2422449,"tamu","Asked first","no"
"4970",2422459,"tamu","Asked second","yes"
"4971",2422461,"tamu","Asked second","yes"
"4972",2422679,"tamu","Asked second","no"
"4973",2422682,"tamu","Asked second","no"
"4974",2422684,"tamu","Asked first","yes"
"4975",2422687,"tamu","Asked first","yes"
"4976",2422689,"tamu","Asked first","yes"
"4977",2422691,"tamu","Asked second","yes"
"4978",2422857,"tamu","Asked first","yes"
"4979",2422861,"tamu","Asked second","yes"
"4980",2422867,"tamu","Asked first","no"
"4981",2422874,"tamu","Asked second","no"
