"","session_id","referrer","reciprocitygroup","reciprocityus"
"289",2457210,"conncoll","Asked first","yes"
"290",2457211,"conncoll","Asked first","yes"
"291",2457212,"conncoll","Asked first","yes"
"292",2457217,"conncoll","Asked first","no"
"293",2457219,"conncoll","Asked second","yes"
"294",2457222,"conncoll","Asked second","yes"
"295",2457223,"conncoll","Asked first","no"
"296",2457225,"conncoll","Asked first","yes"
"297",2457226,"conncoll","Asked second","yes"
"298",2457230,"conncoll","Asked second","yes"
"299",2457231,"conncoll","Asked second","no"
"300",2457233,"conncoll","Asked second","no"
"301",2457237,"conncoll","Asked second","yes"
"302",2457239,"conncoll","Asked first","no"
"303",2457241,"conncoll","Asked second","no"
"304",2457242,"conncoll","Asked first","yes"
"305",2457247,"conncoll","Asked second","yes"
"306",2457266,"conncoll","Asked second","no"
"307",2457376,"conncoll","Asked second","yes"
"308",2457377,"conncoll","Asked second","yes"
"309",2457395,"conncoll","Asked first","yes"
"310",2457410,"conncoll","Asked second","no"
"311",2457483,"conncoll","Asked second","yes"
"312",2457484,"conncoll","Asked first","yes"
"313",2457485,"conncoll","Asked first","no"
"314",2457486,"conncoll","Asked second","no"
"315",2457487,"conncoll","Asked second","yes"
"316",2457489,"conncoll","Asked first","no"
"317",2457490,"conncoll","Asked second","no"
"318",2457492,"conncoll","Asked first","yes"
"319",2457497,"conncoll","Asked second","yes"
"321",2457706,"conncoll","Asked first","no"
"322",2457712,"conncoll","Asked second","no"
"323",2457722,"conncoll","Asked first","yes"
"324",2457723,"conncoll","Asked first","yes"
"325",2457724,"conncoll","Asked second","yes"
"326",2457725,"conncoll","Asked second","yes"
"327",2457726,"conncoll","Asked first","yes"
"328",2457727,"conncoll","Asked first","yes"
"329",2457728,"conncoll","Asked second","yes"
"330",2457730,"conncoll","Asked first","yes"
"331",2457731,"conncoll","Asked first","no"
"333",2457733,"conncoll","Asked first","yes"
"334",2457734,"conncoll","Asked first","no"
"335",2457735,"conncoll","Asked second","yes"
"336",2457736,"conncoll","Asked first","no"
"337",2457737,"conncoll","Asked second","yes"
"338",2457738,"conncoll","Asked second","yes"
"339",2459368,"conncoll","Asked first","yes"
"340",2459414,"conncoll","Asked second","yes"
"341",2459417,"conncoll","Asked first","no"
"342",2459418,"conncoll","Asked first","yes"
"343",2459420,"conncoll","Asked second","yes"
"344",2459421,"conncoll","Asked first","yes"
"345",2459422,"conncoll","Asked second","yes"
"346",2459423,"conncoll","Asked first","yes"
"347",2459425,"conncoll","Asked second","yes"
"348",2459427,"conncoll","Asked first","no"
"349",2459429,"conncoll","Asked second","yes"
"350",2459430,"conncoll","Asked second","no"
"351",2459434,"conncoll","Asked second","yes"
"352",2459436,"conncoll","Asked second","no"
"353",2459439,"conncoll","Asked second","yes"
"354",2459458,"conncoll","Asked second","yes"
"355",2459547,"conncoll","Asked first","yes"
"356",2459550,"conncoll","Asked first","no"
"357",2459551,"conncoll","Asked second","no"
"358",2459553,"conncoll","Asked second","yes"
"359",2459554,"conncoll","Asked first","yes"
"360",2459555,"conncoll","Asked second","no"
"361",2459556,"conncoll","Asked first","yes"
"362",2459557,"conncoll","Asked first","yes"
"363",2459558,"conncoll","Asked second","yes"
"364",2459560,"conncoll","Asked second","yes"
"365",2459562,"conncoll","Asked first","yes"
"366",2459567,"conncoll","Asked second","no"
"367",2459568,"conncoll","Asked second","yes"
"368",2459575,"conncoll","Asked second","yes"
"369",2459709,"conncoll","Asked second","yes"
"370",2459710,"conncoll","Asked first","yes"
"371",2459711,"conncoll","Asked first","yes"
"372",2459712,"conncoll","Asked first","no"
"373",2459714,"conncoll","Asked first","yes"
"374",2459715,"conncoll","Asked first","no"
"375",2459716,"conncoll","Asked second","yes"
"376",2459718,"conncoll","Asked second","yes"
"377",2459720,"conncoll","Asked second","yes"
"378",2459721,"conncoll","Asked first","yes"
"379",2459722,"conncoll","Asked second","yes"
"380",2459723,"conncoll","Asked second","no"
"381",2459724,"conncoll","Asked second","yes"
"382",2459727,"conncoll","Asked second","yes"
"383",2459730,"conncoll","Asked second","no"
