"","session_id","referrer","anch4group","anchoring4"
"2907",2374915,"pi","lowanchor",500
"2908",2374924,"pi","highanchor",30000
"2909",2374971,"pi","lowanchor",10000
"2911",2375052,"pi","highanchor",45000
"2912",2375054,"pi","highanchor",48000
"2914",2375084,"pi","lowanchor",500
"2915",2375142,"pi","highanchor",13541
"2916",2375144,"pi","highanchor",20000
"2917",2375157,"pi","lowanchor",1500
"2918",2375168,"pi","lowanchor",600
"2919",2375176,"pi","highanchor",40000
"2920",2375182,"pi","highanchor",30000
"2921",2375215,"pi","highanchor",45000
"2922",2375225,"pi","lowanchor",500
"2924",2375320,"pi","lowanchor",101
"2925",2375322,"pi","highanchor",25000
"2926",2375383,"pi","highanchor",23000
"2927",2375443,"pi","highanchor",25000
"2928",2375461,"pi","highanchor",9000
"2929",2375465,"pi","lowanchor",9000
"2930",2375473,"pi","highanchor",48000
"2931",2375480,"pi","highanchor",40000
"2932",2375482,"pi","highanchor",40000
"2934",2375682,"pi","lowanchor",23000
"2935",2375747,"pi","lowanchor",200
"2936",2375751,"pi","highanchor",25000
"2937",2375759,"pi","highanchor",40000
"2938",2375787,"pi","lowanchor",2350
"2939",2375799,"pi","highanchor",48000
"2940",2375811,"pi","lowanchor",15000
"2942",2375851,"pi","lowanchor",400
"2943",2375858,"pi","lowanchor",20000
"2944",2375902,"pi","lowanchor",10000
"2945",2375912,"pi","lowanchor",10000
"2946",2375933,"pi","highanchor",30000
"2947",2375936,"pi","lowanchor",500
"2948",2375942,"pi","highanchor",37000
"2949",2375978,"pi","lowanchor",460
"2950",2375984,"pi","highanchor",500
"2951",2376014,"pi","lowanchor",1000
"2952",2376133,"pi","lowanchor",10000
"2953",2376147,"pi","lowanchor",10000
"2954",2376170,"pi","highanchor",30000
"2956",2376237,"pi","lowanchor",5000
"2957",2376261,"pi","lowanchor",1000
"2958",2376264,"pi","highanchor",10000
"2960",2376351,"pi","highanchor",10000
"2961",2376367,"pi","highanchor",45000
"2962",2376368,"pi","highanchor",45000
"2963",2376377,"pi","highanchor",25000
"2964",2376383,"pi","lowanchor",1500
"2965",2376385,"pi","highanchor",30000
"2966",2376436,"pi","highanchor",2000
"2967",2376471,"pi","highanchor",20000
"2968",2376485,"pi","highanchor",10000
"2969",2376497,"pi","highanchor",2000
"2970",2376498,"pi","highanchor",22000
"2971",2376509,"pi","highanchor",35000
"2972",2376533,"pi","lowanchor",5000
"2973",2376548,"pi","highanchor",10000
"2974",2376570,"pi","lowanchor",1000
"2975",2376586,"pi","highanchor",25000
"2976",2376661,"pi","highanchor",28000
"2977",2376686,"pi","highanchor",22000
"2978",2376712,"pi","lowanchor",5000
"2979",2376752,"pi","highanchor",30000
"2980",2376766,"pi","lowanchor",200
"2981",2376818,"pi","lowanchor",5000
"2982",2376819,"pi","highanchor",40000
"2983",2376821,"pi","lowanchor",550
"2984",2376845,"pi","highanchor",40000
"2985",2376861,"pi","highanchor",5000
"2987",2376893,"pi","lowanchor",500
"2988",2376918,"pi","highanchor",20000
"2989",2376933,"pi","highanchor",30000
"2990",2376948,"pi","highanchor",35000
"2991",2376962,"pi","highanchor",20000
"2992",2376971,"pi","lowanchor",125
"2993",2376973,"pi","highanchor",49500
"2994",2376988,"pi","lowanchor",1000
"2995",2377002,"pi","highanchor",5000
"2996",2377008,"pi","lowanchor",11000
"2997",2377060,"pi","lowanchor",230
"2998",2377064,"pi","highanchor",10000
"2999",2377090,"pi","highanchor",19571
"3000",2377110,"pi","highanchor",25000
"3001",2377134,"pi","highanchor",11000
"3002",2377163,"pi","highanchor",25000
"3003",2377180,"pi","lowanchor",455
"3004",2377193,"pi","lowanchor",123
"3005",2377213,"pi","highanchor",49000
"3006",2377216,"pi","lowanchor",2000
"3007",2377227,"pi","highanchor",30000
"3008",2377235,"pi","lowanchor",8000
"3009",2377260,"pi","highanchor",26000
"3010",2377266,"pi","lowanchor",2800
"3011",2377338,"pi","lowanchor",10000
"3012",2377354,"pi","lowanchor",1000
"3013",2377407,"pi","highanchor",2400
"3015",2377754,"pi","highanchor",20000
"3016",2377933,"pi","lowanchor",6000
"3017",2377957,"pi","highanchor",43000
"3018",2377970,"pi","lowanchor",4000
"3019",2377989,"pi","lowanchor",10000
"3020",2377997,"pi","highanchor",25000
"3021",2378031,"pi","highanchor",30000
"3022",2378061,"pi","lowanchor",170
"3023",2378071,"pi","lowanchor",130
"3024",2378073,"pi","highanchor",49999
"3025",2378091,"pi","highanchor",40000
"3026",2378098,"pi","highanchor",10000
"3027",2378104,"pi","lowanchor",10000
"3028",2378107,"pi","lowanchor",500
"3029",2378118,"pi","lowanchor",7000
"3030",2378148,"pi","lowanchor",700
"3031",2378165,"pi","lowanchor",104
"3032",2378174,"pi","lowanchor",120
"3033",2378182,"pi","lowanchor",2000
"3034",2378202,"pi","highanchor",13912
"3035",2378213,"pi","highanchor",10000
"3036",2378257,"pi","lowanchor",1000
"3037",2378277,"pi","highanchor",20000
"3038",2378291,"pi","highanchor",10000
"3040",2378337,"pi","highanchor",120
"3041",2378340,"pi","lowanchor",2000
"3042",2378511,"pi","highanchor",34675
"3043",2378525,"pi","highanchor",7000
"3044",2378601,"pi","highanchor",28000
"3045",2378622,"pi","highanchor",25000
"3046",2378660,"pi","highanchor",20000
"3047",2378696,"pi","highanchor",1000
"3048",2378706,"pi","lowanchor",5000
"3050",2378743,"pi","lowanchor",1200
"3052",2378786,"pi","lowanchor",1000
"3053",2378805,"pi","highanchor",15000
"3055",2378814,"pi","highanchor",35000
"3056",2378846,"pi","highanchor",40000
"3057",2378861,"pi","highanchor",25000
"3058",2378868,"pi","highanchor",3000
"3059",2378920,"pi","highanchor",30000
"3060",2378931,"pi","lowanchor",356
"3061",2378957,"pi","highanchor",15000
"3062",2378972,"pi","highanchor",25000
"3063",2378991,"pi","highanchor",30000
"3064",2378998,"pi","lowanchor",1000
"3065",2379007,"pi","lowanchor",1000
"3067",2379037,"pi","highanchor",47000
"3068",2379044,"pi","lowanchor",25000
"3069",2379085,"pi","highanchor",32000
"3070",2379090,"pi","lowanchor",125
"3071",2379116,"pi","highanchor",4000
"3072",2379135,"pi","highanchor",40000
"3073",2379156,"pi","highanchor",7500
"3074",2379183,"pi","highanchor",30000
"3075",2379190,"pi","highanchor",10000
"3076",2379222,"pi","lowanchor",500
"3077",2379227,"pi","highanchor",40000
"3078",2379299,"pi","highanchor",40000
"3079",2379333,"pi","highanchor",30000
"3080",2379335,"pi","highanchor",30000
