"","session_id","referrer","anch4group","anchoring4"
"4434",2451561,"qccuny2","highanchor",35000
"4435",2451696,"qccuny2","highanchor",45000
"4436",2451970,"qccuny2","lowanchor",300
"4438",2452373,"qccuny2","lowanchor",150
"4439",2454002,"qccuny2","highanchor",38000
"4441",2454108,"qccuny2","lowanchor",500
"4442",2454143,"qccuny2","lowanchor",400
"4443",2456274,"qccuny2","highanchor",34000
"4444",2456275,"qccuny2","lowanchor",1000
"4445",2458336,"qccuny2","lowanchor",500
"4446",2458349,"qccuny2","highanchor",40000
"4447",2458491,"qccuny2","lowanchor",1000
"4448",2458529,"qccuny2","highanchor",20000
"4449",2458637,"qccuny2","highanchor",1000
"4450",2458648,"qccuny2","highanchor",12000
"4452",2458855,"qccuny2","lowanchor",500
"4453",2458860,"qccuny2","lowanchor",202
"4454",2459013,"qccuny2","lowanchor",1000
"4456",2466324,"qccuny2","highanchor",35000
"4457",2466409,"qccuny2","highanchor",20000
"4458",2466418,"qccuny2","highanchor",25000
"4460",2467654,"qccuny2","lowanchor",10000
"4461",2467659,"qccuny2","highanchor",4200
"4462",2467746,"qccuny2","highanchor",2000
"4463",2467869,"qccuny2","lowanchor",5000
"4464",2469514,"qccuny2","lowanchor",1000
"4465",2469967,"qccuny2","highanchor",30000
"4466",2470136,"qccuny2","lowanchor",1000
"4467",2471564,"qccuny2","highanchor",35000
"4469",2472330,"qccuny2","highanchor",35000
"4470",2472452,"qccuny2","highanchor",35000
"4472",2473609,"qccuny2","lowanchor",1000
"4473",2473632,"qccuny2","highanchor",30000
"4474",2477146,"qccuny2","highanchor",1000
"4475",2477328,"qccuny2","lowanchor",600
"4477",2477487,"qccuny2","highanchor",320
"4479",2479462,"qccuny2","highanchor",300
"4480",2479503,"qccuny2","lowanchor",250
"4481",2482076,"qccuny2","highanchor",25000
"4482",2482102,"qccuny2","highanchor",45000
"4483",2484342,"qccuny2","lowanchor",120
"4484",2484478,"qccuny2","highanchor",35000
"4485",2484663,"qccuny2","lowanchor",10000
"4486",2484842,"qccuny2","highanchor",12000
"4487",2484849,"qccuny2","highanchor",30000
"4488",2484873,"qccuny2","lowanchor",120
"4489",2486261,"qccuny2","highanchor",1000
"4490",2486284,"qccuny2","highanchor",35620
"4492",2486966,"qccuny2","highanchor",25000
"4493",2486976,"qccuny2","highanchor",49999
"4494",2486984,"qccuny2","lowanchor",500
"4495",2491919,"qccuny2","lowanchor",1500
"4496",2491962,"qccuny2","highanchor",40000
"4497",2491966,"qccuny2","highanchor",10000
"4498",2491968,"qccuny2","highanchor",10000
"4499",2492034,"qccuny2","lowanchor",160
"4500",2492042,"qccuny2","lowanchor",500
"4501",2492080,"qccuny2","lowanchor",600
"4502",2492082,"qccuny2","highanchor",37000
"4503",2492115,"qccuny2","lowanchor",180
"4505",2492273,"qccuny2","highanchor",45000
"4506",2492344,"qccuny2","highanchor",20000
"4507",2492389,"qccuny2","highanchor",40000
"4509",2492400,"qccuny2","lowanchor",250
"4510",2492408,"qccuny2","highanchor",40000
"4511",2493524,"qccuny2","highanchor",30000
"4512",2493652,"qccuny2","highanchor",25000
"4513",2493656,"qccuny2","highanchor",25000
"4514",2495872,"qccuny2","highanchor",15000
"4515",2495975,"qccuny2","highanchor",48000
"4516",2495984,"qccuny2","highanchor",40000
"4517",2496323,"qccuny2","highanchor",45000
"4518",2496332,"qccuny2","highanchor",25000
"4519",2497597,"qccuny2","highanchor",48000
