"","session_id","referrer","MoneyGroup","Sysjust"
"1494",2399787,"mcdaniel","Money priming group",3.25
"1495",2399902,"mcdaniel","Control group",4.875
"1496",2400037,"mcdaniel","Money priming group",1.75
"1497",2400210,"mcdaniel","Money priming group",3.5
"1498",2400235,"mcdaniel","Control group",3.625
"1499",2401208,"mcdaniel","Control group",2.75
"1500",2401951,"mcdaniel","Control group",3.75
"1501",2402044,"mcdaniel","Money priming group",5.375
"1502",2402928,"mcdaniel","Money priming group",4.25
"1503",2403279,"mcdaniel","Control group",2.875
"1504",2403281,"mcdaniel","Money priming group",3.25
"1505",2403486,"mcdaniel","Control group",2.875
"1506",2403994,"mcdaniel","Control group",3.5
"1507",2404062,"mcdaniel","Control group",3.125
"1508",2404410,"mcdaniel","Control group",4.75
"1509",2404963,"mcdaniel","Money priming group",4.75
"1510",2406245,"mcdaniel","Control group",4.125
"1511",2406254,"mcdaniel","Money priming group",2.75
"1512",2406284,"mcdaniel","Control group",1.625
"1513",2406393,"mcdaniel","Money priming group",4.25
"1514",2406430,"mcdaniel","Control group",3.375
"1515",2406659,"mcdaniel","Control group",2.875
"1516",2407838,"mcdaniel","Money priming group",4.25
"1517",2407974,"mcdaniel","Control group",4.75
"1518",2408350,"mcdaniel","Control group",3.5
"1519",2411236,"mcdaniel","Money priming group",3.375
"1520",2417482,"mcdaniel","Money priming group",4.25
"1521",2417521,"mcdaniel","Control group",3.875
"1522",2419187,"mcdaniel","Control group",4.75
"1523",2419449,"mcdaniel","Money priming group",3.125
"1524",2419466,"mcdaniel","Money priming group",3.75
"1525",2422137,"mcdaniel","Control group",3.875
"1526",2426038,"mcdaniel","Control group",1.875
"1527",2427815,"mcdaniel","Money priming group",4.5
"1528",2432796,"mcdaniel","Money priming group",3.875
"1529",2432935,"mcdaniel","Money priming group",4.125
"1530",2437191,"mcdaniel","Control group",3.125
"1531",2443785,"mcdaniel","Money priming group",3.75
"1532",2450946,"mcdaniel","Control group",3.375
"1533",2451040,"mcdaniel","Control group",2.5
"1534",2451047,"mcdaniel","Control group",2.25
"1535",2451061,"mcdaniel","Money priming group",2.5
"1536",2451063,"mcdaniel","Money priming group",3
"1537",2451168,"mcdaniel","Control group",3.875
"1538",2451581,"mcdaniel","Money priming group",3.5
"1539",2452524,"mcdaniel","Control group",3
"1540",2452700,"mcdaniel","Control group",2.625
"1541",2452715,"mcdaniel","Control group",3
"1542",2453249,"mcdaniel","Control group",2.875
"1543",2453291,"mcdaniel","Control group",3.75
"1544",2455264,"mcdaniel","Control group",3.125
"1545",2457301,"mcdaniel","Money priming group",2.75
"1546",2457522,"mcdaniel","Money priming group",3.625
"1547",2457617,"mcdaniel","Money priming group",2.375
"1548",2463756,"mcdaniel","Money priming group",3
"1549",2465487,"mcdaniel","Control group",3
"1550",2465595,"mcdaniel","Control group",2.75
"1551",2465691,"mcdaniel","Money priming group",3.75
"1552",2465895,"mcdaniel","Money priming group",5.25
"1553",2465948,"mcdaniel","Control group",1.75
"1554",2465952,"mcdaniel","Control group",4
"1555",2466277,"mcdaniel","Money priming group",3.125
"1556",2466426,"mcdaniel","Money priming group",3.625
"1557",2466569,"mcdaniel","Control group",2.5
"1558",2468447,"mcdaniel","Control group",2.875
"1559",2475770,"mcdaniel","Control group",3.875
"1560",2475870,"mcdaniel","Money priming group",3.25
"1561",2475950,"mcdaniel","Control group",4.25
"1562",2475968,"mcdaniel","Control group",4.375
"1563",2475985,"mcdaniel","Control group",1.75
"1564",2476037,"mcdaniel","Control group",2.5
"1565",2476046,"mcdaniel","Control group",4.25
"1566",2476444,"mcdaniel","Money priming group",1.71428571428571
"1567",2476544,"mcdaniel","Money priming group",3.375
"1568",2476548,"mcdaniel","Money priming group",4.625
"1569",2476586,"mcdaniel","Money priming group",4.875
"1570",2476588,"mcdaniel","Money priming group",3.875
"1571",2476678,"mcdaniel","Control group",4
"1572",2477597,"mcdaniel","Control group",3.125
"1573",2478261,"mcdaniel","Control group",2.25
"1574",2478285,"mcdaniel","Money priming group",3.5
"1575",2478338,"mcdaniel","Money priming group",5.125
"1576",2478384,"mcdaniel","Money priming group",4.75
"1577",2478426,"mcdaniel","Money priming group",3.625
"1578",2478477,"mcdaniel","Control group",2.875
"1579",2478500,"mcdaniel","Money priming group",2.25
"1580",2478592,"mcdaniel","Money priming group",4.125
"1581",2478634,"mcdaniel","Control group",3.5
"1582",2479532,"mcdaniel","Control group",3.5
"1583",2479770,"mcdaniel","Control group",3.5
"1584",2479919,"mcdaniel","Money priming group",2.75
"1585",2480394,"mcdaniel","Money priming group",3.625
"1586",2480401,"mcdaniel","Control group",2.875
"1587",2481545,"mcdaniel","Money priming group",3
"1588",2482952,"mcdaniel","Control group",1.5
"1589",2483183,"mcdaniel","Control group",5
"1590",2483263,"mcdaniel","Control group",3.5
"1591",2491455,"mcdaniel","Money priming group",4.125
