.id,source,kay1.4,kay1.5,kay1.6,kay2.4,kay2.5,kay2.6,Source.Global,Source.Primary,Source.Secondary,Country,Location,Language,Weird,Execution,SubjectPool,Setting,Tablet,Pencil,StudyOrderN,IDiffOrderN,uID,study.order,analysis.type,subset,case.include
ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,,,,6,5,6,brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Alter|Anderson|Critcher|Miyamoto|Kay|Inbar|Bauer|Graham|Huang|VanLange|Hauser|Rottenstrich,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing,1,6,Global,NON-WEIRD,TRUE
ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,,,,7,6,6,brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Inbar|Hauser|Graham|Kay|Anderson|Rottenstrich|Ross.Slate1|Critcher|Miyamoto|VanLange|Alter|Huang,ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: TIPI for Big-Five,2,5,Global,NON-WEIRD,TRUE
ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,,,,7,4,3,brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Inbar|Critcher|Kay|VanLange|Anderson|Ross.Slate1|Miyamoto|Rottenstrich|Bauer|Alter|Huang|Hauser,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood,3,4,Global,NON-WEIRD,TRUE
ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,7,6,5,,,,brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Rottenstrich|Bauer|VanLange|Huang|Inbar|Graham|Kay|Anderson|Ross.Slate1|Hauser|Miyamoto|Alter|Critcher,ID: Mood|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing,4,7,Global,NON-WEIRD,TRUE
ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,,,,7,6,5,brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Miyamoto|Huang|VanLange|Anderson|Rottenstrich|Critcher|Bauer|Inbar|Kay|Graham|Ross.Slate1|Alter,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE,5,10,Global,NON-WEIRD,TRUE
ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,,,,5,6,4,brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Rottenstrich|Hauser|Kay|VanLange|Alter|Huang|Miyamoto|Bauer|Graham|Anderson|Inbar|Ross.Slate1,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five,6,4,Global,NON-WEIRD,TRUE
ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,,,,7,7,7,brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Anderson|Hauser|Graham|VanLange|Alter|Huang|Critcher|Bauer|Inbar|Kay|Rottenstrich|Ross.Slate1|Miyamoto,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection,7,10,Global,NON-WEIRD,TRUE
ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,6,1,2,,,,brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Critcher|Ross.Slate1|Kay|Miyamoto|Anderson|Rottenstrich|VanLange|Graham|Huang|Hauser|Inbar|Alter,ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five,8,4,Global,NON-WEIRD,TRUE
ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,,,,7,7,5,brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|Rottenstrich|Critcher|Anderson|Miyamoto|VanLange|Ross.Slate1|Alter|Bauer|Huang|Kay|Graham|Hauser,ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE,9,11,Global,NON-WEIRD,TRUE
ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,4,3,3,,,,brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Anderson|Alter|Ross.Slate1|Hauser|Inbar|Graham|Kay|Rottenstrich|Bauer|Miyamoto|VanLange|Critcher|Huang,ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection,10,7,Global,NON-WEIRD,TRUE
ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,6,7,5,,,,brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Alter|Inbar|Kay|VanLange|Ross.Slate1|Bauer|Critcher|Miyamoto|Hauser|Graham|Rottenstrich|Huang|Anderson,ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection,11,3,Global,NON-WEIRD,TRUE
ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,7,7,4,,,,brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Ross.Slate1|Rottenstrich|Alter|Critcher|Miyamoto|Hauser|Huang|Anderson|Graham|Bauer|VanLange|Inbar,ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE,12,1,Global,NON-WEIRD,TRUE
ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,6,6,4,,,,brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|Anderson|Ross.Slate1|Miyamoto|Huang|Alter|Hauser|Kay|Graham|Critcher|VanLange|Bauer|Rottenstrich,ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.),13,8,Global,NON-WEIRD,TRUE
ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,,,,7,7,7,brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Alter|Hauser|Anderson|Rottenstrich|Ross.Slate1|Miyamoto|Graham|Huang|VanLange|Kay|Inbar|Critcher,ID: Global self-esteem SISE|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection,14,11,Global,NON-WEIRD,TRUE
ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,7,7,7,,,,brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Inbar|Alter|Rottenstrich|Ross.Slate1|Graham|VanLange|Kay|Hauser|Anderson|Miyamoto|Huang|Bauer,ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection,15,8,Global,NON-WEIRD,TRUE
ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,7,5,6,,,,brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|Alter|Anderson|Critcher|Graham|Huang|VanLange|Kay|Rottenstrich|Miyamoto|Bauer|Ross.Slate1|Hauser,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood,16,8,Global,NON-WEIRD,TRUE
ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,7,4,5,,,,brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Kay|Inbar|Graham|Rottenstrich|Miyamoto|Anderson|Alter|VanLange|Huang|Bauer|Critcher|Hauser,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five,17,2,Global,NON-WEIRD,TRUE
ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,4,3,4,,,,brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Rottenstrich|Ross.Slate1|Critcher|Anderson|Alter|Graham|VanLange|Hauser|Bauer|Miyamoto|Kay|Inbar|Huang,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood,18,11,Global,NON-WEIRD,TRUE
ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,,,,6,5,6,brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|Graham|Rottenstrich|Bauer|Kay|Miyamoto|Critcher|Huang|VanLange|Alter|Anderson|Hauser|Ross.Slate1,ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.),19,5,Global,NON-WEIRD,TRUE
ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,,,,7,6,6,brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|VanLange|Critcher|Graham|Bauer|Rottenstrich|Anderson|Alter|Miyamoto|Kay|Inbar|Huang|Hauser,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing,20,10,Global,NON-WEIRD,TRUE
ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,7,5,3,,,,brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Graham|Bauer|Kay|Rottenstrich|Anderson|Hauser|Miyamoto|Huang|Inbar|Critcher|Alter|VanLange,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.),21,4,Global,NON-WEIRD,TRUE
ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,,,,7,6,5,brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Anderson|Miyamoto|Ross.Slate1|Critcher|Huang|Hauser|Inbar|Kay|Alter|Rottenstrich|Bauer|VanLange,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection,22,9,Global,NON-WEIRD,TRUE
