"","session_id","referrer","gainlossgroup","gainlossDV"
"1677",2402411,"mturk","People will be saved","chose program with probability outcome"
"1678",2402412,"mturk","People will die","chose program with probability outcome"
"1679",2402414,"mturk","People will be saved","chose program with exact outcome"
"1680",2402415,"mturk","People will die","chose program with probability outcome"
"1681",2402416,"mturk","People will be saved","chose program with probability outcome"
"1682",2402417,"mturk","People will die","chose program with probability outcome"
"1683",2402421,"mturk","People will be saved","chose program with probability outcome"
"1684",2402422,"mturk","People will be saved","chose program with exact outcome"
"1685",2402426,"mturk","People will be saved","chose program with exact outcome"
"1686",2402447,"mturk","People will be saved","chose program with exact outcome"
"1687",2402449,"mturk","People will die","chose program with probability outcome"
"1688",2402450,"mturk","People will die","chose program with probability outcome"
"1689",2402451,"mturk","People will die","chose program with exact outcome"
"1690",2402452,"mturk","People will die","chose program with exact outcome"
"1691",2402453,"mturk","People will be saved","chose program with exact outcome"
"1692",2402454,"mturk","People will be saved","chose program with probability outcome"
"1693",2402456,"mturk","People will die","chose program with exact outcome"
"1694",2402457,"mturk","People will die","chose program with probability outcome"
"1695",2402459,"mturk","People will be saved","chose program with probability outcome"
"1696",2402460,"mturk","People will be saved","chose program with exact outcome"
"1697",2402466,"mturk","People will be saved","chose program with probability outcome"
"1698",2402467,"mturk","People will die","chose program with exact outcome"
"1699",2402468,"mturk","People will be saved","chose program with probability outcome"
"1700",2402470,"mturk","People will be saved","chose program with exact outcome"
"1701",2402471,"mturk","People will die","chose program with exact outcome"
"1702",2402472,"mturk","People will be saved","chose program with probability outcome"
"1703",2402474,"mturk","People will die","chose program with probability outcome"
"1704",2402476,"mturk","People will die","chose program with probability outcome"
"1705",2402478,"mturk","People will die","chose program with probability outcome"
"1706",2402479,"mturk","People will be saved","chose program with exact outcome"
"1707",2402484,"mturk","People will be saved","chose program with probability outcome"
"1708",2402485,"mturk","People will be saved","chose program with probability outcome"
"1709",2402488,"mturk","People will be saved","chose program with exact outcome"
"1710",2402489,"mturk","People will die","chose program with probability outcome"
"1711",2402490,"mturk","People will die","chose program with probability outcome"
"1712",2402493,"mturk","People will be saved","chose program with exact outcome"
"1713",2402494,"mturk","People will die","chose program with probability outcome"
"1714",2402495,"mturk","People will be saved","chose program with exact outcome"
