"","session_id","referrer","gainlossgroup","gainlossDV"
"205",2430718,"charles","People will die","chose program with exact outcome"
"206",2430722,"charles","People will be saved","chose program with probability outcome"
"207",2430809,"charles","People will die","chose program with probability outcome"
"208",2430815,"charles","People will be saved","chose program with exact outcome"
"209",2430817,"charles","People will die","chose program with exact outcome"
"210",2458124,"charles","People will be saved","chose program with probability outcome"
"211",2458125,"charles","People will be saved","chose program with probability outcome"
"212",2458127,"charles","People will be saved","chose program with probability outcome"
"213",2458128,"charles","People will be saved","chose program with exact outcome"
"214",2458129,"charles","People will die","chose program with probability outcome"
"215",2458130,"charles","People will be saved","chose program with probability outcome"
"216",2458136,"charles","People will die","chose program with probability outcome"
"217",2458138,"charles","People will die","chose program with probability outcome"
"218",2458139,"charles","People will die","chose program with exact outcome"
"219",2458156,"charles","People will be saved","chose program with probability outcome"
"220",2458158,"charles","People will die","chose program with exact outcome"
"221",2458159,"charles","People will be saved","chose program with exact outcome"
"222",2458160,"charles","People will be saved","chose program with probability outcome"
"223",2458161,"charles","People will be saved","chose program with exact outcome"
"224",2458162,"charles","People will die","chose program with probability outcome"
"225",2458165,"charles","People will die","chose program with probability outcome"
"226",2458168,"charles","People will be saved","chose program with probability outcome"
"227",2458193,"charles","People will be saved","chose program with probability outcome"
"228",2458195,"charles","People will be saved","chose program with exact outcome"
"229",2458197,"charles","People will be saved","chose program with exact outcome"
"230",2458198,"charles","People will be saved","chose program with exact outcome"
"231",2458200,"charles","People will be saved","chose program with exact outcome"
"232",2458202,"charles","People will be saved","chose program with probability outcome"
"233",2467052,"charles","People will die","chose program with probability outcome"
"234",2467053,"charles","People will be saved","chose program with probability outcome"
"235",2467054,"charles","People will be saved","chose program with exact outcome"
"236",2467055,"charles","People will be saved","chose program with exact outcome"
"237",2467057,"charles","People will die","chose program with exact outcome"
"238",2467058,"charles","People will be saved","chose program with exact outcome"
"239",2467059,"charles","People will be saved","chose program with probability outcome"
"240",2469642,"charles","People will be saved","chose program with exact outcome"
"241",2469646,"charles","People will die","chose program with exact outcome"
"242",2469648,"charles","People will die","chose program with probability outcome"
"243",2469799,"charles","People will die","chose program with exact outcome"
"244",2469803,"charles","People will be saved","chose program with probability outcome"
"245",2469810,"charles","People will die","chose program with exact outcome"
"246",2469814,"charles","People will die","chose program with probability outcome"
"247",2469821,"charles","People will be saved","chose program with exact outcome"
"248",2469823,"charles","People will die","chose program with exact outcome"
"249",2469829,"charles","People will die","chose program with probability outcome"
"250",2469833,"charles","People will be saved","chose program with exact outcome"
"251",2471619,"charles","People will be saved","chose program with exact outcome"
"252",2471620,"charles","People will die","chose program with probability outcome"
"253",2471621,"charles","People will be saved","chose program with probability outcome"
"254",2471623,"charles","People will die","chose program with probability outcome"
"255",2471626,"charles","People will be saved","chose program with exact outcome"
"256",2471628,"charles","People will be saved","chose program with probability outcome"
"257",2478671,"charles","People will be saved","chose program with exact outcome"
"258",2478675,"charles","People will be saved","chose program with exact outcome"
"259",2478695,"charles","People will be saved","chose program with exact outcome"
"260",2478696,"charles","People will be saved","chose program with exact outcome"
"261",2478697,"charles","People will be saved","chose program with exact outcome"
"262",2481659,"charles","People will be saved","chose program with probability outcome"
"263",2481660,"charles","People will die","chose program with probability outcome"
"264",2481672,"charles","People will die","chose program with exact outcome"
"265",2481673,"charles","People will be saved","chose program with exact outcome"
"266",2481674,"charles","People will be saved","chose program with exact outcome"
"267",2481677,"charles","People will be saved","chose program with probability outcome"
"268",2481691,"charles","People will be saved","chose program with exact outcome"
"269",2481697,"charles","People will be saved","chose program with exact outcome"
"270",2481698,"charles","People will die","chose program with exact outcome"
"271",2481708,"charles","People will be saved","chose program with probability outcome"
"272",2481827,"charles","People will die","chose program with probability outcome"
"273",2481828,"charles","People will be saved","chose program with probability outcome"
"274",2481830,"charles","People will be saved","chose program with probability outcome"
"275",2481831,"charles","People will be saved","chose program with exact outcome"
"276",2481833,"charles","People will be saved","chose program with exact outcome"
"278",2483864,"charles","People will be saved","chose program with exact outcome"
"279",2483865,"charles","People will die","chose program with exact outcome"
"280",2483867,"charles","People will die","chose program with exact outcome"
"281",2483869,"charles","People will die","chose program with exact outcome"
"282",2483875,"charles","People will be saved","chose program with exact outcome"
"283",2483877,"charles","People will die","chose program with exact outcome"
"284",2484010,"charles","People will die","chose program with exact outcome"
"285",2484011,"charles","People will be saved","chose program with exact outcome"
"286",2484012,"charles","People will die","chose program with exact outcome"
"287",2484013,"charles","People will be saved","chose program with probability outcome"
"288",2484014,"charles","People will be saved","chose program with exact outcome"
