"","session_id","referrer","d_art","IATexp.overall","IATEXPfilter"
"5636",2479466,"unipd",0.750488205438212,5.75,"Include"
"5637",2481208,"unipd",0.462651722142191,3.91666666666667,"Include"
"5638",2481277,"unipd",0.607060947626488,5.5,"Include"
"5639",2481290,"unipd",0.286391755949143,4.41666666666667,"Include"
"5640",2481300,"unipd",0.715527368057381,4,"Include"
"5641",2481329,"unipd",0.968118389308516,5,"Include"
"5642",2481381,"unipd",0.267994745658833,4.08333333333333,"Include"
"5643",2481594,"unipd",-0.837470789653046,4,"Include"
"5644",2481642,"unipd",-0.209368603975786,5.66666666666667,"Include"
"5645",2481650,"unipd",0.270130108879703,5,"Include"
"5646",2481666,"unipd",0.677125879956434,5.16666666666667,"Include"
"5648",2481678,"unipd",0.896630806547422,3.66666666666667,"Include"
"5649",2481688,"unipd",1.01619894537615,5.91666666666667,"Include"
"5650",2481705,"unipd",0.281148755557763,3.58333333333333,"Include"
"5651",2481724,"unipd",0.911922166438327,6.16666666666667,"Include"
"5653",2481756,"unipd",0.636647027917975,6.08333333333333,"Include"
"5654",2481761,"unipd",0.558329294665705,4.16666666666667,"Include"
"5655",2481762,"unipd",-0.349294274099662,3.66666666666667,"Include"
"5656",2481766,"unipd",-0.643530205778652,3.41666666666667,"Include"
"5657",2481772,"unipd",0.8477738093642,6.33333333333333,"Include"
"5658",2481780,"unipd",0.524220149436134,5.16666666666667,"Include"
"5659",2481795,"unipd",-0.365209549057585,3.58333333333333,"Include"
"5660",2481809,"unipd",-0.654554745826399,3.08333333333333,"Include"
"5661",2481814,"unipd",1.07827109987354,3.75,"Include"
"5662",2481863,"unipd",-0.704710671015467,3.33333333333333,"Include"
"5663",2481866,"unipd",1.26205954735864,5.5,"Include"
"5664",2481867,"unipd",0.197031425524982,3.5,"Include"
"5665",2481915,"unipd",0.506019890546055,3.41666666666667,"Include"
"5666",2481937,"unipd",0.488774217359642,4.33333333333333,"Include"
"5667",2482069,"unipd",0.444762808456822,4.41666666666667,"Include"
"5668",2482157,"unipd",1.20085455328136,6.25,"Include"
"5669",2482162,"unipd",-0.0723231330620087,4.5,"Include"
"5670",2482188,"unipd",-0.0933672595250488,5.16666666666667,"Include"
"5672",2482247,"unipd",0.774478876039219,2.75,"Include"
"5673",2482249,"unipd",0.600986882789049,5.41666666666667,"Include"
"5674",2482262,"unipd",0.255126682700787,4.41666666666667,"Include"
"5675",2482438,"unipd",0.418871235480325,5.91666666666667,"Include"
"5676",2482453,"unipd",0.65576833728371,6.08333333333333,"Include"
"5677",2482461,"unipd",0.161067228043184,4.08333333333333,"Include"
"5679",2482519,"unipd",0.746743999978072,5.16666666666667,"Include"
"5680",2482591,"unipd",0.593256823046219,5.5,"Include"
"5681",2482626,"unipd",0.49858300258427,4.5,"Include"
"5682",2482641,"unipd",0.0734809962965074,4.91666666666667,"Include"
"5683",2482777,"unipd",1.08636495635792,4.08333333333333,"Include"
"5684",2482864,"unipd",0.847857260592109,4.5,"Include"
"5686",2483553,"unipd",0.325450872097077,4.75,"Include"
"5687",2483595,"unipd",0.609050920127222,4.25,"Include"
"5688",2483612,"unipd",0.538215304041033,5.83333333333333,"Include"
"5689",2483629,"unipd",0.565723592048533,4.41666666666667,"Include"
"5691",2483791,"unipd",1.2206619013107,5.25,"Include"
"5692",2483792,"unipd",0.802250846933572,3.91666666666667,"Include"
"5693",2483871,"unipd",0.712128218810153,4.58333333333333,"Include"
"5694",2483932,"unipd",-0.167681707217899,4.25,"Include"
"5695",2483985,"unipd",0.208426183972602,5.91666666666667,"Include"
"5696",2484019,"unipd",0.564292997862755,4.75,"Include"
"5698",2484318,"unipd",0.896924928572343,5.58333333333333,"Include"
"5699",2484326,"unipd",0.148526488070416,4,"Include"
