"","session_id","referrer","d_art","IATexp.overall","IATEXPfilter"
"5780",2443384,"uva",0.967274712254964,5.91666666666667,"Include"
"5781",2443392,"uva",0.361399863101188,4,"Include"
"5782",2443401,"uva",0.496826906664406,4.5,"Include"
"5783",2443436,"uva",0.701446954660476,3.66666666666667,"Include"
"5784",2443445,"uva",0.927378595245735,6.16666666666667,"Include"
"5785",2443449,"uva",-0.0713272827721441,3.66666666666667,"Include"
"5786",2443485,"uva",0.130685274698178,3.75,"Include"
"5787",2443494,"uva",0.620646221523825,5.58333333333333,"Include"
"5788",2443583,"uva",0.690721194118507,5,"Include"
"5789",2443625,"uva",0.876425118502878,4.08333333333333,"Include"
"5791",2443646,"uva",0.499354250203969,2,"Include"
"5792",2443669,"uva",0.553333950136331,3.83333333333333,"Include"
"5793",2456535,"uva",-0.250242232114257,4.16666666666667,"Include"
"5794",2456539,"uva",0.481112153814112,3.58333333333333,"Include"
"5795",2456541,"uva",0.802155091695117,5.5,"Include"
"5796",2456550,"uva",-0.0657298213109708,4.83333333333333,"Include"
"5797",2456616,"uva",0.538208474728955,5,"Include"
"5798",2456620,"uva",1.1009360080854,5.5,"Include"
"5799",2456621,"uva",0.819185923997033,4.16666666666667,"Include"
"5800",2456649,"uva",0.781335916654619,4.75,"Include"
"5801",2456690,"uva",0.782179057537436,5.25,"Include"
"5802",2456696,"uva",1.18785422626789,5.41666666666667,"Include"
"5803",2456699,"uva",0.33410059787991,3.5,"Include"
"5804",2456709,"uva",0.0436397399870794,3.66666666666667,"Include"
"5805",2456741,"uva",0.550200403038841,4.5,"Include"
"5806",2456758,"uva",1.17462635844508,4.5,"Include"
"5807",2456762,"uva",0.217486019532733,4.66666666666667,"Include"
"5808",2456767,"uva",0.678191113140239,4.25,"Include"
"5809",2461896,"uva",0.766662781440109,5.41666666666667,"Include"
"5810",2461900,"uva",0.842574337632672,4,"Include"
"5811",2461901,"uva",0.510234757028675,5.08333333333333,"Include"
"5812",2461905,"uva",0.741840749699933,5.25,"Include"
"5813",2461947,"uva",0.89877228213148,4.58333333333333,"Include"
"5815",2461952,"uva",1.01423754433602,6.08333333333333,"Include"
"5817",2462040,"uva",0.508961544607891,4.91666666666667,"Include"
"5818",2462051,"uva",-0.47969742361883,3.66666666666667,"Include"
"5819",2462060,"uva",-0.440475014405947,3.58333333333333,"Include"
"5820",2462122,"uva",-0.2320519038263,3.5,"Include"
"5821",2493673,"uva",0.361158355860649,4.75,"Include"
"5822",2493676,"uva",0.719220366680003,4.83333333333333,"Include"
"5823",2493677,"uva",0.480293028142631,5.41666666666667,"Include"
"5824",2493724,"uva",0.36302366949109,4.5,"Include"
"5825",2493743,"uva",0.948022906290756,6.41666666666667,"Include"
"5826",2493783,"uva",1.26892364885275,5.75,"Include"
"5827",2493784,"uva",0.946163956339134,5,"Include"
"5828",2493797,"uva",-0.387302325974212,4.33333333333333,"Include"
"5829",2493804,"uva",-0.334711938692425,5.33333333333333,"Include"
"5830",2493811,"uva",1.36959045612041,4.5,"Include"
"5831",2493823,"uva",1.02011270133343,5.08333333333333,"Include"
"5832",2493824,"uva",0.378390581616963,4.75,"Include"
"5833",2493825,"uva",1.08234350203174,5.25,"Include"
"5834",2495929,"uva",0.125442724505206,4.25,"Include"
"5835",2495938,"uva",0.726589770977925,3.91666666666667,"Include"
"5836",2495940,"uva",0.385884647466257,3.58333333333333,"Include"
"5837",2495995,"uva",0.51622457833292,5.66666666666667,"Include"
"5838",2495998,"uva",0.0786757207194134,4.66666666666667,"Include"
"5839",2496022,"uva",-0.170308223917068,4,"Include"
"5840",2496027,"uva",0.969031461792772,6.16666666666667,"Include"
"5841",2497527,"uva",-0.302779419460677,4.33333333333333,"Include"
"5842",2497532,"uva",0.0926573340614159,3.16666666666667,"Include"
"5843",2497560,"uva",0.206418361101327,4,"Include"
"5844",2497563,"uva",0.804361592222608,5.41666666666667,"Include"
"5845",2497591,"uva",0.945751980246386,6,"Include"
"5846",2497596,"uva",0.972229155625743,4.16666666666667,"Include"
"5847",2497602,"uva",0.677664025115579,5.33333333333333,"Include"
"5848",2497609,"uva",0.0187505513613743,4.08333333333333,"Include"
"5849",2497629,"uva",0.249104383194103,5.16666666666667,"Include"
"5850",2497633,"uva",0.0824044697560132,4.41666666666667,"Include"
"5851",2497655,"uva",0.70742052554455,5.33333333333333,"Include"
"5852",2497672,"uva",-0.606982971072996,3.75,"Include"
"5853",2503816,"uva",-0.910849424978444,3.25,"Include"
"5854",2503817,"uva",0.778283643564672,4.75,"Include"
"5855",2503820,"uva",1.30397374956734,4.25,"Include"
"5856",2503821,"uva",0.721715748631324,5.91666666666667,"Include"
"5857",2503900,"uva",1.31528436981884,6,"Include"
"5858",2503903,"uva",-0.932474893979401,3.41666666666667,"Include"
"5859",2503904,"uva",-0.0409845903807703,2.91666666666667,"Include"
"5860",2503907,"uva",0.121834575461403,5.75,"Include"
