"","session_id","referrer","anch2group","anchoring2"
"5780",2443384,"uva","lowanchor",450000
"5781",2443392,"uva","highanchor",4500000
"5782",2443401,"uva","highanchor",5e+05
"5783",2443436,"uva","lowanchor",3e+05
"5785",2443449,"uva","lowanchor",850000
"5786",2443485,"uva","lowanchor",3e+05
"5787",2443494,"uva","highanchor",4500000
"5788",2443583,"uva","lowanchor",210000
"5790",2443643,"uva","lowanchor",1e+06
"5791",2443646,"uva","highanchor",3500000
"5792",2443669,"uva","highanchor",2500000
"5793",2456535,"uva","highanchor",3500000
"5794",2456539,"uva","highanchor",3500000
"5795",2456541,"uva","highanchor",2e+06
"5796",2456550,"uva","highanchor",3e+06
"5797",2456616,"uva","lowanchor",1e+06
"5798",2456620,"uva","lowanchor",1e+06
"5799",2456621,"uva","highanchor",3e+06
"5800",2456649,"uva","highanchor",2e+06
"5801",2456690,"uva","highanchor",2e+06
"5802",2456696,"uva","highanchor",4100000
"5803",2456699,"uva","highanchor",3e+06
"5804",2456709,"uva","lowanchor",350000
"5805",2456741,"uva","lowanchor",8e+05
"5806",2456758,"uva","lowanchor",5e+05
"5807",2456762,"uva","lowanchor",1e+06
"5808",2456767,"uva","lowanchor",2e+06
"5809",2461896,"uva","lowanchor",3e+05
"5810",2461900,"uva","highanchor",2e+06
"5811",2461901,"uva","lowanchor",4e+05
"5812",2461905,"uva","lowanchor",1e+06
"5813",2461947,"uva","lowanchor",5e+05
"5815",2461952,"uva","highanchor",2e+06
"5816",2461953,"uva","highanchor",4e+06
"5817",2462040,"uva","lowanchor",6e+05
"5818",2462051,"uva","highanchor",3500000
"5819",2462060,"uva","highanchor",3e+06
"5820",2462122,"uva","lowanchor",207000
"5821",2493673,"uva","lowanchor",4e+05
"5822",2493676,"uva","highanchor",2500000
"5823",2493677,"uva","highanchor",4e+06
"5824",2493724,"uva","highanchor",4e+06
"5825",2493743,"uva","lowanchor",8e+05
"5826",2493783,"uva","highanchor",1e+06
"5827",2493784,"uva","lowanchor",1e+06
"5828",2493797,"uva","highanchor",4e+06
"5829",2493804,"uva","highanchor",5e+05
"5830",2493811,"uva","highanchor",3e+06
"5831",2493823,"uva","highanchor",2e+06
"5832",2493824,"uva","lowanchor",560000
"5834",2495929,"uva","lowanchor",7e+05
"5835",2495938,"uva","highanchor",4e+06
"5836",2495940,"uva","highanchor",2e+06
"5837",2495995,"uva","lowanchor",6e+05
"5838",2495998,"uva","highanchor",4689343
"5839",2496022,"uva","highanchor",4500000
"5840",2496027,"uva","lowanchor",1200000
"5841",2497527,"uva","lowanchor",1e+06
"5842",2497532,"uva","lowanchor",3e+05
"5843",2497560,"uva","highanchor",4800000
"5844",2497563,"uva","highanchor",5e+05
"5845",2497591,"uva","lowanchor",210000
"5847",2497602,"uva","lowanchor",4e+06
"5848",2497609,"uva","highanchor",3e+06
"5849",2497629,"uva","highanchor",2500000
"5850",2497633,"uva","highanchor",2e+06
"5851",2497655,"uva","highanchor",4500000
"5852",2497672,"uva","highanchor",1e+06
"5853",2503816,"uva","highanchor",2500000
"5854",2503817,"uva","lowanchor",4e+05
"5855",2503820,"uva","lowanchor",5e+05
"5856",2503821,"uva","lowanchor",7e+05
"5857",2503900,"uva","highanchor",4200000
"5859",2503904,"uva","highanchor",2200000
"5860",2503907,"uva","highanchor",3e+06
