"","Participant_ID","referrer","PowerCond","Sincerity","age","year","Genderfactor","ethnicity","AttentionCheck"
"3424","101","UniversityOfVirginia","LowPower",2,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3425","102","UniversityOfVirginia","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3426","103","UniversityOfVirginia","HighPower",6,"18","First-year","Female","Asian-American","Pass"
"3427","104","UniversityOfVirginia","LowPower",6,"18","First-year","Male","African-American","Pass"
"3428","105","UniversityOfVirginia","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3429","106","UniversityOfVirginia","HighPower",2,NA,NA,NA,NA,NA
"3430","107","UniversityOfVirginia","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3431","108","UniversityOfVirginia","HighPower",5,"21","Senior","Female","White, non-Hispanic or latino","Pass"
"3432","109","UniversityOfVirginia","HighPower",5,"18","First-year","Female","Other","Pass"
"3434","110","UniversityOfVirginia","HighPower",5,"18","First-year","Male","Asian-American","Pass"
"3436","112","UniversityOfVirginia","LowPower",5,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"3437","113","UniversityOfVirginia","HighPower",2,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3438","114","UniversityOfVirginia","LowPower",2,"18","First-year","Male","African-American","Pass"
"3439","115","UniversityOfVirginia","HighPower",6,"18","First-year","Male","Asian-American","Pass"
"3440","116","UniversityOfVirginia","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3442","118","UniversityOfVirginia","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3443","119","UniversityOfVirginia","HighPower",5,"20","Junior","Female","Asian-American","Pass"
"3444","12","UniversityOfVirginia","HighPower",5,"18","First-year","Female","African-American","Pass"
"3445","120","UniversityOfVirginia","HighPower",3,"18","First-year",NA,"Asian-American","Fail"
"3446","121","UniversityOfVirginia","HighPower",5,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3447","122","UniversityOfVirginia","HighPower",2,"18","First-year","Female","Asian-American","Pass"
"3448","123","UniversityOfVirginia","HighPower",2,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"3449","124","UniversityOfVirginia","HighPower",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3450","125","UniversityOfVirginia","HighPower",5,"19","First-year","Female","Asian-American","Pass"
"3451","126","UniversityOfVirginia","LowPower",5,"19","Junior","Female","White, non-Hispanic or latino","Pass"
"3452","127","UniversityOfVirginia","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3453","128","UniversityOfVirginia","LowPower",3,"20","Junior","Female","Afghan","Pass"
"3454","129","UniversityOfVirginia","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3455","13","UniversityOfVirginia","LowPower",6,"19","Sophomore","Female","Asian-American","Pass"
"3456","130","UniversityOfVirginia","LowPower",6,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"3457","131","UniversityOfVirginia","HighPower",5,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3458","132","UniversityOfVirginia","LowPower",4,"18","First-year","Male","Asian-American","Fail"
"3459","133","UniversityOfVirginia","LowPower",5,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"3460","134","UniversityOfVirginia","HighPower",5,"19","First-year","Male","Latino or Hispanic","Pass"
"3461","135","UniversityOfVirginia","LowPower",6,NA,NA,NA,NA,NA
"3462","136","UniversityOfVirginia","HighPower",2,"18","First-year","Male","African-American","Pass"
"3463","137","UniversityOfVirginia","HighPower",2,"18","First-year","Female","Latino or Hispanic","Pass"
"3464","138","UniversityOfVirginia","LowPower",4,"20","Junior","Female","Multiracial","Fail"
"3465","139","UniversityOfVirginia","LowPower",5,"19","First-year","Male","Asian-American","Pass"
"3467","140","UniversityOfVirginia","LowPower",2,"19","Sophomore",NA,"White, non-Hispanic or latino","Pass"
"3468","141","UniversityOfVirginia","HighPower",2,"18","First-year","Female","Asian-American","Pass"
"3469","142","UniversityOfVirginia","LowPower",5,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"3470","143","UniversityOfVirginia","HighPower",1,"19","Sophomore","Male","African-American","Fail"
"3473","146","UniversityOfVirginia","LowPower",5,"18","First-year","Male","Multiracial","Pass"
"3474","147","UniversityOfVirginia","LowPower",3,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"3475","148","UniversityOfVirginia","LowPower",3,"19","Sophomore","Female","Asian-American","Pass"
"3476","149","UniversityOfVirginia","LowPower",3,NA,NA,NA,NA,NA
"3478","150","UniversityOfVirginia","LowPower",6,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"3479","151","UniversityOfVirginia","HighPower",6,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3481","153","UniversityOfVirginia","HighPower",5,"22","Senior","Female","Multiracial","Fail"
"3482","154","UniversityOfVirginia","HighPower",3,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3483","155","UniversityOfVirginia","LowPower",5,"20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3484","156","UniversityOfVirginia","LowPower",2,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"3485","157","UniversityOfVirginia","HighPower",1,"19","First-year","Male","Other","Fail"
"3487","159","UniversityOfVirginia","LowPower",3,"18","First-year","Female","Other","Fail"
"3489","161","UniversityOfVirginia","LowPower",4,"20","Junior","Female","Asian-American","Pass"
"3490","162","UniversityOfVirginia","LowPower",5,"18","First-year","Male","Asian-American","Fail"
"3491","163","UniversityOfVirginia","LowPower",3,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"3492","164","UniversityOfVirginia","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3494","166","UniversityOfVirginia","LowPower",4,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3495","167","UniversityOfVirginia","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3496","168","UniversityOfVirginia","HighPower",5,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"3497","169","UniversityOfVirginia","HighPower",4,"18","First-year","Female","Asian-American","Fail"
"3501","171","UniversityOfVirginia","LowPower",2,"18","First-year","Male","Asian-American","Fail"
"3502","172","UniversityOfVirginia","HighPower",5,"20","Junior","Male","Latino or Hispanic","Pass"
"3503","173","UniversityOfVirginia","LowPower",4,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"3504","174","UniversityOfVirginia","HighPower",5,"18","First-year","Female","Latino or Hispanic","Pass"
"3505","175","UniversityOfVirginia","LowPower",2,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3507","177","UniversityOfVirginia","LowPower",2,"19","First-year","Female","Asian-American","Pass"
"3512","181","UniversityOfVirginia","HighPower",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3513","182","UniversityOfVirginia","LowPower",2,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3514","183","UniversityOfVirginia","LowPower",5,"19","Sophomore","Male","Asian-American","Fail"
"3515","184","UniversityOfVirginia","LowPower",3,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3517","186","UniversityOfVirginia","HighPower",3,"23","Sophomore","Female","Asian-American","Fail"
"3518","187","UniversityOfVirginia","HighPower",3,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3519","188","UniversityOfVirginia","HighPower",5,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"3520","189","UniversityOfVirginia","LowPower",5,"18","First-year","Female","Native Hawaiian and other Pacific Islander","Pass"
"3521","19","UniversityOfVirginia","HighPower",5,"23","Other","Female","White, non-Hispanic or latino","Pass"
"3522","190","UniversityOfVirginia","HighPower",5,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"3523","191","UniversityOfVirginia","HighPower",2,"18","First-year","Male","Multiracial","Fail"
"3525","193","UniversityOfVirginia","HighPower",5,"18","First-year","Female","Asian-American","Pass"
"3526","194","UniversityOfVirginia","LowPower",5,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"3528","196","UniversityOfVirginia","LowPower",3,"19","First-year","Female","Other","Pass"
"3529","196","UniversityOfVirginia","LowPower",5,"19","First-year","Male","Multiracial","Fail"
"3530","197","UniversityOfVirginia","HighPower",5,"18","First-year","Male","Multiracial","Fail"
"3532","20","UniversityOfVirginia","LowPower",4,"18","First-year","Male","Asian-American","Pass"
"3533","200","UniversityOfVirginia","LowPower",5,"19","Sophomore","Male","Asian-American","Fail"
"3534","201","UniversityOfVirginia","LowPower",1,"19","First-year","Female","Latino or Hispanic","Pass"
"3535","202","UniversityOfVirginia","LowPower",4,"18","First-year","Female","Latino or Hispanic","Pass"
"3536","203","UniversityOfVirginia","LowPower",2,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3537","204","UniversityOfVirginia","LowPower",5,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"3539","22","UniversityOfVirginia","LowPower",5,"18","First-year","Female","Asian-American","Pass"
"3540","23","UniversityOfVirginia","LowPower",2,"18","First-year","Female","African-American","Fail"
"3542","25","UniversityOfVirginia","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3543","26","UniversityOfVirginia","HighPower",5,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3544","27","UniversityOfVirginia","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3546","29","UniversityOfVirginia","HighPower",3,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3547","30","UniversityOfVirginia","HighPower",4,"20","First-year","Male","Other","Pass"
