"","Participant_ID","referrer","PowerCond","Sincerity","age","year","Genderfactor","ethnicity","AttentionCheck"
"3224","1","UniversityOfSouthernMississippi","HighPower",5,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"3225","10","UniversityOfSouthernMississippi","LowPower",5,"20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3226","11","UniversityOfSouthernMississippi","LowPower",5,"20","Other","Female","African-American","Pass"
"3228","13","UniversityOfSouthernMississippi","LowPower",5,"34","Junior","Female","African-American","Pass"
"3229","14","UniversityOfSouthernMississippi","LowPower",6,"39","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3230","15","UniversityOfSouthernMississippi","LowPower",2,"21","Senior","Male","White, non-Hispanic or latino","Fail"
"3231","16","UniversityOfSouthernMississippi","LowPower",5,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"3232","17","UniversityOfSouthernMississippi","HighPower",5,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3233","18","UniversityOfSouthernMississippi","HighPower",3,"18","First-year","Female","African-American","Fail"
"3234","19","UniversityOfSouthernMississippi","HighPower",2,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"3237","21","UniversityOfSouthernMississippi","LowPower",3,"19","Sophomore","Male","African-American","Pass"
"3238","22","UniversityOfSouthernMississippi","HighPower",5,"24","Senior","Female","African-American","Fail"
"3239","23","UniversityOfSouthernMississippi","LowPower",3,"22","Other","Female","White, non-Hispanic or latino","Pass"
"3240","24","UniversityOfSouthernMississippi","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3241","25","UniversityOfSouthernMississippi","HighPower",5,"21","Junior","Female","White, non-Hispanic or latino","Pass"
"3242","26","UniversityOfSouthernMississippi","LowPower",3,"21","Senior","Female","African-American","Fail"
"3243","27","UniversityOfSouthernMississippi","LowPower",3,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"3244","28","UniversityOfSouthernMississippi","LowPower",3,"20","First-year","Female","African-American","Fail"
"3247","30","UniversityOfSouthernMississippi","HighPower",3,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"3248","32","UniversityOfSouthernMississippi","LowPower",1,"23","Senior","Female","African-American","Fail"
"3249","33","UniversityOfSouthernMississippi","LowPower",3,"23","Senior","Female","Asian-American","Pass"
"3250","34","UniversityOfSouthernMississippi","LowPower",2,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3251","35","UniversityOfSouthernMississippi","HighPower",2,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"3252","36","UniversityOfSouthernMississippi","HighPower",1,"22","Senior","Female","White, non-Hispanic or latino","Pass"
"3253","37","UniversityOfSouthernMississippi","LowPower",5,"22","Senior","Female","White, non-Hispanic or latino","Pass"
"3255","39","UniversityOfSouthernMississippi","HighPower",5,"22","Senior","Female","White, non-Hispanic or latino","Fail"
