"","Participant_ID","referrer","PowerCond","Sincerity","age","year","Genderfactor","ethnicity","AttentionCheck"
"418","100","MiamiUniversity","HighPower",3,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"419","101","MiamiUniversity","LowPower",1,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"420","102","MiamiUniversity","LowPower",5,"20","Sophomore","Female","White, non-Hispanic or latino","Fail"
"421","103","MiamiUniversity","HighPower",2,"22","Sophomore",NA,"Asian-American","Fail"
"422","104","MiamiUniversity","HighPower",5,"19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"423","105","MiamiUniversity","HighPower",3,"20","Sophomore","Male","White, non-Hispanic or latino","Fail"
"424","11","MiamiUniversity","HighPower",4,"20","Sophomore","Male","White, non-Hispanic or latino","Pass"
"425","12","MiamiUniversity","LowPower",4,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"426","13","MiamiUniversity","HighPower",6,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"427","14","MiamiUniversity","LowPower",4,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"428","15","MiamiUniversity","LowPower",2,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"429","16","MiamiUniversity","HighPower",6,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"430","17","MiamiUniversity","LowPower",2,"19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"432","19","MiamiUniversity","LowPower",4,"19",NA,"Female","White, non-Hispanic or latino","Fail"
"433","20","MiamiUniversity","LowPower",6,"18","First-year","Female","African-American","Pass"
"436","23","MiamiUniversity","LowPower",4,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"437","24","MiamiUniversity","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"438","25","MiamiUniversity","HighPower",5,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"439","26","MiamiUniversity","LowPower",2,"18","First-year","Female","White, non-Hispanic or latino","Pass"
