"","Participant_ID","referrer","PowerCond","Sincerity","age","year","Genderfactor","ethnicity","AttentionCheck"
"1756","10","NovaSoutheasternUniversity","LowPower",6,"almost 19","First-year","Female","White, non-Hispanic or latino","Pass"
"1757","100","NovaSoutheasternUniversity","LowPower",6,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"1758","101","NovaSoutheasternUniversity","HighPower",1,"18","First-year","Female","Asian-American","Pass"
"1759","102","NovaSoutheasternUniversity","LowPower",6,"18","First-year","Female","African-American","Fail"
"1760","103","NovaSoutheasternUniversity","HighPower",2,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"1761","104","NovaSoutheasternUniversity","LowPower",1,"18","First-year","Female","Asian-American","Fail"
"1762","105","NovaSoutheasternUniversity","HighPower",4,"18","First-year","Female","Other","Pass"
"1763","106","NovaSoutheasternUniversity","HighPower",5,"28","First-year","Male","Latino or Hispanic","Pass"
"1764","107","NovaSoutheasternUniversity","LowPower",1,"33","First-year","Male","African-American","Fail"
"1765","108","NovaSoutheasternUniversity","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"1766","109","NovaSoutheasternUniversity","LowPower",1,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"1769","111","NovaSoutheasternUniversity","LowPower",5,"21","Senior","Female","Asian-American","Fail"
"1770","112","NovaSoutheasternUniversity","LowPower",5,"18","First-year","Male","Asian-American","Pass"
"1771","113","NovaSoutheasternUniversity","HighPower",5,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"1772","114","NovaSoutheasternUniversity","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1773","115","NovaSoutheasternUniversity","LowPower",6,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1774","116","NovaSoutheasternUniversity","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"1775","117","NovaSoutheasternUniversity","HighPower",5,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"1776","118","NovaSoutheasternUniversity","HighPower",5,"20","Junior","Female","Latino or Hispanic","Pass"
"1777","119","NovaSoutheasternUniversity","LowPower",5,"18","First-year","Female","Latino or Hispanic","Fail"
"1778","12","NovaSoutheasternUniversity","LowPower",2,"18","First-year","Female","Other","Fail"
"1779","120","NovaSoutheasternUniversity","LowPower",6,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1782","123","NovaSoutheasternUniversity","HighPower",1,"18","First-year","Female","Latino or Hispanic","Pass"
"1783","124","NovaSoutheasternUniversity","LowPower",6,"25","Senior","Female","African-American","Fail"
"1784","125","NovaSoutheasternUniversity","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"1785","126","NovaSoutheasternUniversity","HighPower",2,"18","First-year","Female","African-American","Pass"
"1786","127","NovaSoutheasternUniversity","LowPower",6,"13","First-year","Female","Multiracial","Pass"
"1787","128","NovaSoutheasternUniversity","HighPower",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1788","129","NovaSoutheasternUniversity","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"1789","13","NovaSoutheasternUniversity","HighPower",2,"18","First-year","Female","Asian-American","Fail"
"1790","130","NovaSoutheasternUniversity","HighPower",3,"18","First-year","Male","African-American","Pass"
