"","Participant_ID","referrer","PowerCond","Sincerity","age","year","Genderfactor","ethnicity","AttentionCheck"
"524","10","MichiganStateUniversity","HighPower",4,"21","Senior","Female","White, non-Hispanic or latino","Fail"
"525","100","MichiganStateUniversity","LowPower",2,"20","Junior","Male","White, non-Hispanic or latino","Fail"
"526","101","MichiganStateUniversity","HighPower",2,"21","Senior","Female","Latino or Hispanic","Pass"
"527","102","MichiganStateUniversity","LowPower",2,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"529","104","MichiganStateUniversity","HighPower",5,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"530","105","MichiganStateUniversity","LowPower",1,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"531","106","MichiganStateUniversity","HighPower",4,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"532","107","MichiganStateUniversity","LowPower",3,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"534","109","MichiganStateUniversity","HighPower",5,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"535","11","MichiganStateUniversity","HighPower",3,"19","Junior","Male","White, non-Hispanic or latino","Pass"
"536","110","MichiganStateUniversity","HighPower",2,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"537","111","MichiganStateUniversity","HighPower",2,"20","Sophomore","Female","Other","Fail"
"538","112","MichiganStateUniversity","HighPower",5,"20","Junior","Male","White, non-Hispanic or latino","Fail"
"541","115","MichiganStateUniversity","LowPower",6,"18","Sophomore","Female","White, non-Hispanic or latino","Pass"
"542","116","MichiganStateUniversity","HighPower",5,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"545","119","MichiganStateUniversity","LowPower",5,"20","Junior","Female","African-American","Pass"
"546","12","MichiganStateUniversity","LowPower",2,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"548","121","MichiganStateUniversity","HighPower",5,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"549","122","MichiganStateUniversity","LowPower",6,"18","Sophomore","Male","White, non-Hispanic or latino","Fail"
"550","123","MichiganStateUniversity","HighPower",5,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"551","124","MichiganStateUniversity","HighPower",3,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"552","125","MichiganStateUniversity","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"553","126","MichiganStateUniversity","HighPower",4,"21","Senior","Female","White, non-Hispanic or latino","Fail"
"554","127","MichiganStateUniversity","LowPower",3,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"556","128","MichiganStateUniversity","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"559","130","MichiganStateUniversity","LowPower",4,"19","Sophomore","Male","Multiracial","Pass"
"560","131","MichiganStateUniversity","LowPower",1,"19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"562","133","MichiganStateUniversity","LowPower",6,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"563","134","MichiganStateUniversity","LowPower",6,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"564","135","MichiganStateUniversity","LowPower",5,"26","Senior","Female","White, non-Hispanic or latino","Pass"
"565","136","MichiganStateUniversity","LowPower",2,"18","Sophomore","Female","White, non-Hispanic or latino","Fail"
"567","138","MichiganStateUniversity","LowPower",5,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"568","139","MichiganStateUniversity","HighPower",6,"25","Senior","Female","Asian-American","Pass"
"570","140","MichiganStateUniversity","HighPower",4,"20","Sophomore","Female","Other","Pass"
"571","141","MichiganStateUniversity","HighPower",6,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"573","143","MichiganStateUniversity","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"574","144","MichiganStateUniversity","LowPower",3,"20","Junior","Male","Asian-American","Pass"
