"","session_id","referrer","reciprocitygroup","reciprocityus"
"5117",2399681,"tamuc","Asked first","yes"
"5118",2399926,"tamuc","Asked first","yes"
"5119",2399928,"tamuc","Asked first","no"
"5120",2403003,"tamuc","Asked second","yes"
"5121",2407135,"tamuc","Asked first","yes"
"5122",2407136,"tamuc","Asked second","yes"
"5123",2407234,"tamuc","Asked first","yes"
"5124",2407235,"tamuc","Asked first","yes"
"5125",2407299,"tamuc","Asked second","yes"
"5126",2407300,"tamuc","Asked first","yes"
"5127",2407336,"tamuc","Asked second","yes"
"5128",2407384,"tamuc","Asked first","yes"
"5129",2407385,"tamuc","Asked second","no"
"5130",2407447,"tamuc","Asked first","yes"
"5131",2407561,"tamuc","Asked first","yes"
"5132",2407741,"tamuc","Asked first","yes"
"5133",2407755,"tamuc","Asked first","yes"
"5134",2407820,"tamuc","Asked first","no"
"5135",2413282,"tamuc","Asked first","yes"
"5136",2413487,"tamuc","Asked second","yes"
"5137",2413488,"tamuc","Asked second","no"
"5138",2413530,"tamuc","Asked first","no"
"5139",2413538,"tamuc","Asked first","no"
"5140",2413602,"tamuc","Asked second","yes"
"5141",2418551,"tamuc","Asked first","yes"
"5142",2418639,"tamuc","Asked second","yes"
"5143",2418798,"tamuc","Asked second","no"
"5144",2419124,"tamuc","Asked first","yes"
"5145",2419734,"tamuc","Asked first","no"
"5146",2421330,"tamuc","Asked second","no"
"5147",2421334,"tamuc","Asked first","yes"
"5148",2421597,"tamuc","Asked first","yes"
"5149",2421912,"tamuc","Asked first","yes"
"5150",2421973,"tamuc","Asked second","yes"
"5151",2422109,"tamuc","Asked second","yes"
"5152",2422197,"tamuc","Asked first","no"
"5153",2431092,"tamuc","Asked first","no"
"5154",2431099,"tamuc","Asked first","no"
"5155",2431108,"tamuc","Asked first","yes"
"5156",2431295,"tamuc","Asked second","yes"
"5157",2431299,"tamuc","Asked first","no"
"5158",2435426,"tamuc","Asked first","no"
"5159",2435447,"tamuc","Asked first","no"
"5161",2435536,"tamuc","Asked second","no"
"5162",2435776,"tamuc","Asked second","yes"
"5163",2436000,"tamuc","Asked first","yes"
"5164",2439220,"tamuc","Asked first","no"
"5165",2439240,"tamuc","Asked second","yes"
"5166",2439609,"tamuc","Asked second","no"
"5167",2439616,"tamuc","Asked second","yes"
"5168",2439786,"tamuc","Asked first","no"
"5169",2439881,"tamuc","Asked first","no"
"5170",2447652,"tamuc","Asked second","no"
"5171",2447655,"tamuc","Asked second","no"
"5172",2447659,"tamuc","Asked second","yes"
"5173",2447725,"tamuc","Asked first","no"
"5174",2447884,"tamuc","Asked second","no"
"5175",2447939,"tamuc","Asked second","no"
"5176",2451690,"tamuc","Asked first","no"
"5177",2451783,"tamuc","Asked first","no"
"5178",2451969,"tamuc","Asked second","no"
"5179",2452210,"tamuc","Asked second","yes"
"5180",2453958,"tamuc","Asked second","no"
"5181",2454051,"tamuc","Asked first","no"
"5182",2454120,"tamuc","Asked second","no"
"5184",2454507,"tamuc","Asked second","no"
"5185",2454552,"tamuc","Asked first","no"
"5186",2462073,"tamuc","Asked second","yes"
"5187",2465510,"tamuc","Asked first","yes"
"5188",2465566,"tamuc","Asked second","no"
"5189",2465576,"tamuc","Asked first","yes"
"5190",2468144,"tamuc","Asked first","no"
"5191",2468148,"tamuc","Asked second","yes"
"5192",2468150,"tamuc","Asked first","yes"
"5193",2469540,"tamuc","Asked first","yes"
"5194",2469559,"tamuc","Asked first","yes"
"5195",2471966,"tamuc","Asked first","yes"
"5196",2472110,"tamuc","Asked second","yes"
"5197",2472188,"tamuc","Asked first","no"
"5198",2472191,"tamuc","Asked second","yes"
"5199",2472279,"tamuc","Asked first","yes"
"5200",2472316,"tamuc","Asked second","yes"
"5201",2472362,"tamuc","Asked second","yes"
"5202",2472396,"tamuc","Asked second","yes"
"5203",2472517,"tamuc","Asked first","no"
