"","session_id","referrer","reciprocitygroup","reciprocityus"
"4236",2484525,"psu","Asked first","no"
"4237",2484526,"psu","Asked first","no"
"4238",2484535,"psu","Asked first","yes"
"4239",2484537,"psu","Asked first","no"
"4240",2484538,"psu","Asked first","yes"
"4241",2484548,"psu","Asked first","yes"
"4242",2484626,"psu","Asked first","no"
"4243",2484631,"psu","Asked first","yes"
"4244",2484633,"psu","Asked first","no"
"4245",2484635,"psu","Asked second","no"
"4246",2484650,"psu","Asked second","yes"
"4247",2484652,"psu","Asked second","yes"
"4248",2484726,"psu","Asked first","yes"
"4249",2484730,"psu","Asked second","no"
"4250",2484746,"psu","Asked first","no"
"4251",2484761,"psu","Asked second","yes"
"4252",2484762,"psu","Asked first","no"
"4253",2484765,"psu","Asked first","no"
"4254",2484829,"psu","Asked first","no"
"4255",2484831,"psu","Asked second","yes"
"4256",2484832,"psu","Asked first","yes"
"4257",2484833,"psu","Asked first","no"
"4258",2484835,"psu","Asked second","no"
"4259",2484850,"psu","Asked second","yes"
"4260",2484921,"psu","Asked second","yes"
"4261",2484923,"psu","Asked second","no"
"4262",2484927,"psu","Asked first","yes"
"4263",2484936,"psu","Asked second","yes"
"4264",2484944,"psu","Asked second","no"
"4265",2490490,"psu","Asked second","yes"
"4266",2490493,"psu","Asked first","no"
"4267",2490496,"psu","Asked first","no"
"4268",2490499,"psu","Asked second","no"
"4269",2490501,"psu","Asked second","yes"
"4270",2490558,"psu","Asked second","no"
"4271",2490564,"psu","Asked first","no"
"4272",2490571,"psu","Asked second","yes"
"4273",2490574,"psu","Asked first","yes"
"4274",2490582,"psu","Asked first","no"
"4275",2490586,"psu","Asked second","no"
"4276",2490596,"psu","Asked first","no"
"4277",2490616,"psu","Asked second","yes"
"4278",2490617,"psu","Asked first","yes"
"4279",2490624,"psu","Asked first","no"
"4280",2490644,"psu","Asked first","no"
"4281",2490651,"psu","Asked first","no"
"4282",2490658,"psu","Asked first","no"
"4283",2490661,"psu","Asked first","yes"
"4284",2490664,"psu","Asked first","no"
"4285",2490682,"psu","Asked first","yes"
"4286",2490703,"psu","Asked second","yes"
"4287",2490714,"psu","Asked second","yes"
"4288",2490730,"psu","Asked first","yes"
"4289",2490736,"psu","Asked first","yes"
"4290",2490738,"psu","Asked second","yes"
"4291",2490741,"psu","Asked second","yes"
"4292",2490743,"psu","Asked first","no"
"4293",2490756,"psu","Asked first","no"
"4294",2490791,"psu","Asked second","no"
"4295",2490804,"psu","Asked second","yes"
"4296",2492277,"psu","Asked first","yes"
"4297",2492280,"psu","Asked second","no"
"4298",2492283,"psu","Asked second","yes"
"4299",2492337,"psu","Asked first","no"
"4300",2492339,"psu","Asked second","yes"
"4301",2492340,"psu","Asked second","yes"
"4302",2492360,"psu","Asked first","yes"
"4303",2492363,"psu","Asked second","no"
"4304",2492365,"psu","Asked second","no"
"4305",2492377,"psu","Asked first","yes"
"4306",2492422,"psu","Asked second","yes"
"4307",2492424,"psu","Asked second","yes"
"4308",2492428,"psu","Asked second","yes"
"4309",2492477,"psu","Asked first","no"
"4310",2492480,"psu","Asked second","no"
"4311",2492498,"psu","Asked second","yes"
"4312",2492499,"psu","Asked second","yes"
"4313",2493991,"psu","Asked first","no"
"4314",2493995,"psu","Asked first","no"
"4315",2493998,"psu","Asked first","yes"
"4316",2493999,"psu","Asked first","no"
"4317",2494001,"psu","Asked second","yes"
"4318",2494004,"psu","Asked second","yes"
"4319",2494055,"psu","Asked second","no"
"4320",2494062,"psu","Asked first","no"
"4321",2494064,"psu","Asked second","yes"
"4322",2494069,"psu","Asked second","yes"
"4323",2494070,"psu","Asked first","yes"
"4324",2494092,"psu","Asked second","yes"
"4325",2494117,"psu","Asked first","no"
"4326",2494131,"psu","Asked first","no"
"4327",2494134,"psu","Asked first","no"
"4328",2494135,"psu","Asked first","no"
"4329",2494139,"psu","Asked first","yes"
"4330",2494171,"psu","Asked second","yes"
