"","Participant_ID","referrer","TempCond","tempestclean","age","year","Genderfactor","ethnicity","AttentionCheck"
"4","13","AshlandUniversity","Communal",75,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"5","14","AshlandUniversity","Agentic",72,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"6","15","AshlandUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"7","16","AshlandUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"10","19","AshlandUniversity","Agentic",76,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"11","20","AshlandUniversity","Communal",78,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"13","22","AshlandUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"14","23","AshlandUniversity","Agentic",65,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"15","24","AshlandUniversity","Agentic",72,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"18","27","AshlandUniversity","Agentic",68,"20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"19","28","AshlandUniversity","Communal",74,"21",NA,"Female",NA,"Pass"
"20","29","AshlandUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"21","30","AshlandUniversity","Agentic",72,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"24","33","AshlandUniversity","Agentic",60,"18","Sophomore","Female","White, non-Hispanic or latino","Fail"
"25","34","AshlandUniversity","Communal",75,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"26","35","AshlandUniversity","Communal",75,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"27","36","AshlandUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"28","37","AshlandUniversity","Agentic",68,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"29","38","AshlandUniversity","Agentic",69,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"30","39","AshlandUniversity","Communal",70,NA,"Sophomore",NA,"White, non-Hispanic or latino","Pass"
"31","40","AshlandUniversity","Agentic",75,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"32","41","AshlandUniversity","Agentic",70,"18","Sophomore","Male","White, non-Hispanic or latino","Pass"
"33","42","AshlandUniversity","Communal",69,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"34","43","AshlandUniversity","Agentic",70,"20","Junior","Female","Other","Pass"
"35","44","AshlandUniversity","Communal",73,"18","First-year","Female","Asian-American","Fail"
"36","45","AshlandUniversity","Communal",60,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"37","46","AshlandUniversity","Communal",73,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"38","47","AshlandUniversity","Communal",68,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"39","48","AshlandUniversity","Agentic",65,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"40","49","AshlandUniversity","Communal",63,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"41","50","AshlandUniversity","Communal",67,"20","Senior","Female","White, non-Hispanic or latino","Fail"
"42","51","AshlandUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"43","52","AshlandUniversity","Communal",72,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"44","53","AshlandUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"45","54","AshlandUniversity","Communal",60,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"46","55","AshlandUniversity","Agentic",74,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"47","56","AshlandUniversity","Agentic",68,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"51","60","AshlandUniversity","Communal",72,"21","Senior","Male","White, non-Hispanic or latino","Pass"
"52","61","AshlandUniversity","Agentic",66,"18","First-year","Female","African-American","Fail"
"53","62","AshlandUniversity","Communal",72,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"54","63","AshlandUniversity","Communal",68,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"55","64","AshlandUniversity","Agentic",67,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"56","65","AshlandUniversity","Agentic",60,"19","First-year","Female","Other","Pass"
"57","66","AshlandUniversity","Agentic",68,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"58","67","AshlandUniversity","Communal",68,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"59","68","AshlandUniversity","Agentic",80,"20","Junior","Female","Other","Fail"
"60","69","AshlandUniversity","Communal",75,NA,NA,NA,NA,NA
"61","7","AshlandUniversity","Communal",73,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"62","70","AshlandUniversity","Communal",70,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"63","71","AshlandUniversity","Agentic",70,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"64","72","AshlandUniversity","Agentic",70,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"65","73","AshlandUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"66","74","AshlandUniversity","Agentic",75,"20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"67","75","AshlandUniversity","Agentic",82,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"68","76","AshlandUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"69","77","AshlandUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"70","78","AshlandUniversity","Agentic",68,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"71","79","AshlandUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"72","8","AshlandUniversity","Agentic",72,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"73","80","AshlandUniversity","Communal",68,"19","Sophomore","Male","African-American","Fail"
"74","81","AshlandUniversity","Agentic",70,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"75","82","AshlandUniversity","Communal",74,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"76","83","AshlandUniversity","Communal",68,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"77","84","AshlandUniversity","Agentic",66,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"81","88","AshlandUniversity","Communal",70,"26","Junior","Female","White, non-Hispanic or latino","Fail"
"82","89","AshlandUniversity","Communal",70,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"83","9","AshlandUniversity","Communal",72,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"84","90","AshlandUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"85","91","AshlandUniversity","Communal",72,"18","First-year","Female","African-American","Pass"
"86",NA,"AshlandUniversity","Agentic",70,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"87",NA,"AshlandUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"88",NA,"AshlandUniversity","Agentic",65,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"89",NA,"AshlandUniversity","Agentic",61,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"90",NA,"AshlandUniversity","Communal",78,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"91",NA,"AshlandUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"92",NA,"AshlandUniversity","Communal",70,"27","First-year","Female","White, non-Hispanic or latino","Pass"
"93",NA,"AshlandUniversity","Agentic",68,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"94",NA,"AshlandUniversity","Communal",76,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"95",NA,"AshlandUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
