"","Participant_ID","referrer","TempCond","tempestclean","age","year","Genderfactor","ethnicity","AttentionCheck"
"97","1","BradleyUniversity","Agentic",70,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"98","10","BradleyUniversity","Agentic",75,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"99","100","BradleyUniversity","Agentic",72,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"100","101","BradleyUniversity","Agentic",75,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"101","102","BradleyUniversity","Agentic",75,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"102","103","BradleyUniversity","Agentic",65,"23","Senior","Female","White, non-Hispanic or latino","Pass"
"103","104","BradleyUniversity","Agentic",70,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"104","105","BradleyUniversity","Communal",68,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"105","106","BradleyUniversity","Agentic",75,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"106","107","BradleyUniversity","Agentic",72,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"107","108","BradleyUniversity","Agentic",64,"19","First-year","Female","African-American","Pass"
"108","109","BradleyUniversity","Communal",68,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"109","11","BradleyUniversity","Agentic",70,"18","First-year","Female","Asian-American","Pass"
"110","110","BradleyUniversity","Communal",72,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"111","111","BradleyUniversity","Communal",75,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"112","112","BradleyUniversity","Agentic",68,"19","Sophomore","Male","Latino or Hispanic","Pass"
"113","113","BradleyUniversity","Agentic",70,"20","Sophomore","Male","White, non-Hispanic or latino","Pass"
"114","114","BradleyUniversity","Communal",75,"20","Sophomore","Female","African-American","Fail"
"115","115","BradleyUniversity","Communal",75,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"116","116","BradleyUniversity","Agentic",65,"18","First-year","Female",NA,"Fail"
"118","118","BradleyUniversity","Communal",72,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"119","119","BradleyUniversity","Agentic",68,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"120","12","BradleyUniversity","Agentic",70,"18","Sophomore","Female","African-American","Pass"
"122","121","BradleyUniversity","Agentic",70,"19","First-year","Male","Latino or Hispanic","Fail"
"123","13","BradleyUniversity","Agentic",73,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"124","14","BradleyUniversity","Communal",70,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"125","15","BradleyUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"126","16","BradleyUniversity","Agentic",70,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"128","18","BradleyUniversity","Agentic",70,"19","Sophomore","Female","Asian-American","Pass"
"129","19","BradleyUniversity","Agentic",69,"18","First-year","Female","Latino or Hispanic","Pass"
"130","2","BradleyUniversity","Agentic",71,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"132","21","BradleyUniversity","Communal",65,"18 almost 19","First-year","Female","White, non-Hispanic or latino","Pass"
"133","22","BradleyUniversity","Communal",65,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"134","23","BradleyUniversity","Agentic",69,"18","First-year",NA,"White, non-Hispanic or latino","Fail"
"135","24","BradleyUniversity","Communal",76,"18","First-year","Female","Latino or Hispanic","Pass"
"136","25","BradleyUniversity","Agentic",76,"19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"137","26","BradleyUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"139","28","BradleyUniversity","Agentic",65,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"140","29","BradleyUniversity","Communal",60,"18","First-year","Female","Latino or Hispanic","Pass"
"141","3","BradleyUniversity","Communal",72,"19","Sophomore","Female","White, non-Hispanic or latino",NA
"142","30","BradleyUniversity","Agentic",70,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"143","31","BradleyUniversity","Communal",68,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"144","32","BradleyUniversity","Agentic",55,"18","First-year","Male","Other","Fail"
"146","34","BradleyUniversity","Agentic",68,"20","Sophomore","Female","Asian-American","Fail"
"149","37","BradleyUniversity","Communal",70,"21","Senior","Female","White, non-Hispanic or latino","Pass"
"150","38","BradleyUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"153","40","BradleyUniversity","Communal",70,"20","Sophomore","Female","Other","Fail"
"154","41","BradleyUniversity","Communal",67,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"155","42","BradleyUniversity","Agentic",70,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"156","43","BradleyUniversity","Communal",70,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"157","44","BradleyUniversity","Communal",72,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"158","45","BradleyUniversity","Agentic",68,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"159","46","BradleyUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
