"","session_id","referrer","ContactGroup","Imagineddv"
"2677",2461191,"osu","Contact group",4
"2678",2461193,"osu","Control group",2
"2679",2461194,"osu","Contact group",1
"2680",2461196,"osu","Contact group",2
"2681",2461197,"osu","Contact group",6.5
"2682",2461198,"osu","Contact group",2.25
"2683",2461201,"osu","Control group",4.5
"2684",2461202,"osu","Contact group",4.25
"2685",2461204,"osu","Contact group",4.75
"2686",2461207,"osu","Control group",1.25
"2687",2461208,"osu","Contact group",3.75
"2688",2461212,"osu","Contact group",3
"2689",2461217,"osu","Control group",4
"2690",2461218,"osu","Contact group",2.5
"2691",2461224,"osu","Control group",3
"2692",2461225,"osu","Contact group",4
"2693",2461226,"osu","Control group",3
"2694",2461231,"osu","Contact group",4.25
"2695",2461235,"osu","Control group",6.5
"2696",2461236,"osu","Contact group",7.5
"2697",2461292,"osu","Contact group",2.75
"2698",2461298,"osu","Contact group",3
"2699",2461299,"osu","Contact group",1
"2700",2461308,"osu","Control group",4.75
"2701",2461309,"osu","Contact group",4
"2702",2461310,"osu","Contact group",5.25
"2703",2461311,"osu","Contact group",3
"2704",2461316,"osu","Control group",5.75
"2705",2461319,"osu","Control group",1.75
"2706",2461321,"osu","Control group",3.75
"2707",2461327,"osu","Control group",3.25
"2708",2461330,"osu","Control group",5
"2709",2461333,"osu","Control group",4.25
"2710",2461334,"osu","Contact group",4.25
"2711",2461335,"osu","Contact group",3.75
"2712",2461338,"osu","Contact group",5
"2713",2461340,"osu","Control group",3.5
"2714",2461341,"osu","Contact group",1
"2715",2461342,"osu","Control group",3.5
"2716",2461343,"osu","Contact group",3
"2717",2461476,"osu","Control group",1.5
"2718",2461477,"osu","Control group",2
"2719",2461479,"osu","Contact group",3.75
"2720",2461481,"osu","Control group",6
"2721",2461487,"osu","Contact group",2.5
"2722",2461488,"osu","Contact group",2
"2723",2461489,"osu","Control group",4.5
"2724",2461491,"osu","Control group",1
"2725",2461492,"osu","Contact group",3.5
"2726",2461495,"osu","Contact group",2.75
"2727",2461497,"osu","Contact group",4.5
"2728",2461499,"osu","Contact group",5.5
"2729",2461500,"osu","Control group",9
"2730",2461503,"osu","Contact group",7
"2731",2461504,"osu","Contact group",3.75
"2732",2461505,"osu","Control group",6.25
"2733",2461510,"osu","Control group",4.5
"2734",2461512,"osu","Contact group",4
"2735",2461513,"osu","Contact group",5.25
"2736",2461518,"osu","Control group",2.5
"2737",2461521,"osu","Contact group",3.25
"2738",2461524,"osu","Contact group",3.75
"2739",2461532,"osu","Control group",2.25
"2740",2461645,"osu","Control group",1
"2741",2461650,"osu","Control group",2.75
"2742",2461652,"osu","Contact group",4.25
"2743",2461656,"osu","Control group",6
"2744",2461657,"osu","Control group",1
"2745",2461659,"osu","Contact group",4.75
"2746",2461661,"osu","Control group",4.5
"2747",2461663,"osu","Control group",1.5
"2748",2461664,"osu","Contact group",1
"2749",2461666,"osu","Control group",1.25
"2750",2461668,"osu","Contact group",3
"2751",2461672,"osu","Contact group",1.75
"2752",2461673,"osu","Contact group",3.25
"2753",2461674,"osu","Control group",4.5
"2754",2461676,"osu","Control group",9
"2755",2461685,"osu","Contact group",4.5
"2756",2461689,"osu","Control group",7
"2757",2461690,"osu","Control group",3
"2758",2461693,"osu","Contact group",1.5
"2759",2461706,"osu","Contact group",5.75
"2760",2461707,"osu","Control group",2.5
"2761",2461710,"osu","Control group",4.25
"2762",2461828,"osu","Control group",5
"2763",2461831,"osu","Contact group",9
"2764",2461832,"osu","Control group",6.5
"2765",2461834,"osu","Contact group",4.25
"2766",2461837,"osu","Contact group",3
"2767",2461841,"osu","Contact group",1
"2768",2461848,"osu","Contact group",7.25
"2769",2461849,"osu","Control group",6
"2770",2461852,"osu","Contact group",5
"2771",2461855,"osu","Control group",1.75
"2772",2461856,"osu","Control group",6.5
"2773",2461858,"osu","Control group",6.75
"2774",2461860,"osu","Control group",1
"2775",2461861,"osu","Control group",2
"2776",2461864,"osu","Contact group",4
"2777",2461865,"osu","Contact group",1.75
"2778",2461867,"osu","Control group",4.75
"2779",2461868,"osu","Control group",5.25
"2780",2461870,"osu","Control group",1.75
"2781",2461876,"osu","Control group",5
"2782",2461880,"osu","Contact group",2
"2783",2461925,"osu","Control group",4
