results.generated,study.id,study.name,study.slate,study.mean,study.source,analysis.type,analysis.name,stat.N,stat.n1,stat.n2,stat.cond1.name,stat.cond1.column,stat.cond1.n,stat.cond1.count,stat.cond1.prop.cond,stat.cond1.prop.tot,stat.cond1.value,stat.cond1.mean,stat.cond1.sd,stat.cond1.median,stat.cond1.trimmed,stat.cond1.mad,stat.cond1.min,stat.cond1.max,stat.cond1.range,stat.cond1.skew,stat.cond1.kurtosis,stat.cond1.se,stat.cond2.name,stat.cond2.column,stat.cond2.n,stat.cond2.count,stat.cond2.prop.cond,stat.cond2.prop.tot,stat.cond2.value,stat.cond2.mean,stat.cond2.sd,stat.cond2.median,stat.cond2.trimmed,stat.cond2.mad,stat.cond2.min,stat.cond2.max,stat.cond2.range,stat.cond2.skew,stat.cond2.kurtosis,stat.cond2.se,stat.cond3.name,stat.cond3.column,stat.cond3.n,stat.cond3.count,stat.cond3.n.1,stat.cond3.prop.cond,stat.cond3.prop.tot,stat.cond3.value,stat.cond3.mean,stat.cond3.sd,stat.cond3.median,stat.cond3.trimmed,stat.cond3.mad,stat.cond3.min,stat.cond3.max,stat.cond3.range,stat.cond3.skew,stat.cond3.kurtosis,stat.cond3.se,stat.cond4.name,stat.cond4.column,stat.cond4.n,stat.cond4.count,stat.cond4.n.1,stat.cond4.prop.cond,stat.cond4.prop.tot,stat.cond4.value,stat.cond4.mean,stat.cond4.sd,stat.cond4.median,stat.cond4.trimmed,stat.cond4.mad,stat.cond4.min,stat.cond4.max,stat.cond4.range,stat.cond4.skew,stat.cond4.kurtosis,stat.cond4.se,test.type,test.estimate,test.estimate1,test.estimate2,test.statistic,test.p.value,test.parameter,test.conf.low,test.conf.high,test.method,test.alternative,test.estype,test.varequal,test.ConsoleOutput,test.ncp,test.ncp.lo,test.ncp.hi,test.table,test.parameter1,test.parameter2,test.cohensQ,test.cohensQ.l,test.cohensQ.u,test.bootR1,test.bootR2,test.bootCI.l,test.bootCI.u,test.fZ.r,test.fZ.l.r,test.fZ.u.r,ESCI.estimate,ESCI.statistic,ESCI.p.value,ESCI.parameter,ESCI.conf.low,ESCI.conf.high,ESCI.method,ESCI.alternative,ESCI.estype,ESCI.ncp,ESCI.ncp.lo,ESCI.ncp.hi,ESCI.N.total,ESCI.n.1,ESCI.n.2,ESCI.d,ESCI.var.d,ESCI.l.d,ESCI.u.d,ESCI.U3.d,ESCI.cl.d,ESCI.cliffs.d,ESCI.pval.d,ESCI.g,ESCI.var.g,ESCI.l.g,ESCI.u.g,ESCI.U3.g,ESCI.cl.g,ESCI.pval.g,ESCI.r,ESCI.var.r,ESCI.l.r,ESCI.u.r,ESCI.pval.r,ESCI.fisher.z,ESCI.var.z,ESCI.l.z,ESCI.u.z,ESCI.OR,ESCI.l.or,ESCI.u.or,ESCI.pval.or,ESCI.lOR,ESCI.l.lor,ESCI.u.lor,ESCI.pval.lor,ESCI.cohensQ,ESCI.cohensQ.l,ESCI.cohensQ.u,ESCI.bootR1,ESCI.bootR2,ESCI.bootCI.l,ESCI.bootCI.u,source.Source,source.Source.Global,source.Location,source.ReplicationPI,source.Filename,source.StudyOrder,source.IDiffOrder,source.Country,source.Language,source.Weird,source.SubjectPool,source.Setting,source.Tablet,source.Pencil,source.Execution,source.Slate,source.source,source.N.sources.global,source.N.sources.primary,source.N.sources.secondary,source.N.countries,source.N.locations,source.N.languages,source.N.studyorders1,source.N.studyorders2,source.N.IDiffOrderN,source.N.uIDs,source.N.cases.included,source.N.cases.excluded,source.Pct.WEIRD,source.Tbl.Execution,source.Tbl.subjectpool,source.Tbl.setting,source.Tbl.Tablet,source.Tbl.Pencil,source.Tbl.analysistype,source.Tbl.subset,stat.cond5.name,stat.cond5.column,stat.cond5.n,stat.cond5.mean,stat.cond5.sd,stat.cond5.median,stat.cond5.trimmed,stat.cond5.mad,stat.cond5.min,stat.cond5.max,stat.cond5.range,stat.cond5.skew,stat.cond5.kurtosis,stat.cond5.se,stat.cond6.name,stat.cond6.column,stat.cond6.n,stat.cond6.mean,stat.cond6.sd,stat.cond6.median,stat.cond6.trimmed,stat.cond6.mad,stat.cond6.min,stat.cond6.max,stat.cond6.range,stat.cond6.skew,stat.cond6.kurtosis,stat.cond6.se
2018-11-14T15:43:30.436996Z,1,Huang,1,,aus,Secondary,Huang.1,90,51,39,High,as.numeric.ignore.,51,,,,,31.9019607843137,75.4708566009319,4,29.7073170731707,41,-115,169,284,0.389504225442546,2.16268073942151,10.5680337422819,Low,as.numeric.ignore.,39,,,,,-34.8461538461538,81.02843505492,-19,-38.969696969697,51,-166,161,327,0.367199627212165,2.91537402854779,12.9749337110597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,,31.9019607843137,-34.8461538461538,4.02707526727479,0.000119451295518302,88,33.80910979496,99.6871194659752, Two Sample t-test,two.sided,t,TRUE,"
	Two Sample t-test

data:  High and Low
t = 4.0271, df = 88, p-value = 0.0001195
alternative hypothesis: true difference in means is not equal to 0
95 percent confidence interval:
 33.80911 99.68712
sample estimates:
mean of x mean of y 
 31.90196 -34.84615 
",,,,,,,,,,,,,,,,,,,,,,,,,,4.02707526727479,1.96854174970603,6.06459487887261,90,51,39,0.85663,0.04933,0.41874,1.29005,80.41755,72.76528,0.45531,0.00022,0.84931,0.04849,0.41516,1.27902,80.21453,72.59308,0.00022,0.39448,0.00801,0.20537,0.54291,0.00019,0.41709,0.01149,0.20834,0.60828,4.7292,2.13724,10.38006,0.00022,1.55376,0.75952,2.33989,0.00022,,,,,,,,aus,aus,"American University of Sharjah, United Arab Emirates",Angela Maitner,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,DO.BR.FL_6,DO.BR.FL_7,United Arab Emirates,English,0,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",legal,Slate1,aus,1,1,1,1,1,1,90,12,61,90,90,0,0,"Execution
legal 
   90 ","SubjectPool
Yes 
 90 ","Setting
In a lab 
      90 ","Tablet
Computers 
       90 ","Pencil
No, the whole study was on the computer (except maybe consent/debriefing) 
                                                                       90 ","analysis.type
Secondary 
       90 ","subset
all 
 90 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-14T15:43:30.544523Z,1,Huang,1,,bc,Secondary,Huang.1,73,39,34,High,as.numeric.ignore.,39,,,,,5.25641025641026,86.6762633532381,-1,4.84848484848485,71,-162,161,323,-0.0484539671812969,2.30724358681595,13.8793100294776,Low,as.numeric.ignore.,34,,,,,-41.7941176470588,98.1963954815119,-59.5,-50.9285714285714,61.5,-172,175,347,0.711644435347432,2.71290546615245,16.8405428911735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,,5.25641025641026,-41.7941176470588,2.1746901005617,0.0329865480131002,71,3.91054761730055,90.1905081896376, Two Sample t-test,two.sided,t,TRUE,"
	Two Sample t-test

data:  High and Low
t = 2.1747, df = 71, p-value = 0.03299
alternative hypothesis: true difference in means is not equal to 0
95 percent confidence interval:
  3.910548 90.190508
sample estimates:
mean of x mean of y 
  5.25641 -41.79412 
",,,,,,,,,,,,,,,,,,,,,,,,,,2.1746901005617,0.175060200510724,4.15950193689996,73,39,34,0.51025,0.05684,0.04107,0.97596,69.50635,64.08772,0.28175,0.03577,0.50485,0.05564,0.04064,0.96561,69.31664,63.94465,0.03577,0.2499,0.01221,0.02077,0.44265,0.03613,0.25531,0.01429,0.02077,0.47552,2.52313,1.07735,5.87198,0.03577,0.9255,0.0745,1.77019,0.03577,,,,,,,,bc,bc,"Boston College, Chestnut Hill, MA","Jordan Theriault, Liane Young",ML2_Slate1_USEng_Inlab_execution_legal_DEPLOY__pencilpaper_r.csv,DO.BR.FL_5,DO.BR.FL_6,USA,English,1,Yes,In a lab,Computers,"Yes, participants completed the Critcher task on pencil and paper",legal,Slate1,bc,1,1,1,1,1,1,73,13,69,73,73,0,100,"Execution
legal 
   73 ","SubjectPool
Yes 
 73 ","Setting
In a lab 
      73 ","Tablet
Computers 
       73 ","Pencil
Yes, participants completed the Critcher task on pencil and paper 
                                                               73 ","analysis.type
Secondary 
       73 ","subset
all 
 73 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-14T15:43:30.674311Z,1,Huang,1,,bilgi,Secondary,Huang.1,121,56,65,High,as.numeric.ignore.,56,,,,,-29.853392464774,82.8747394231856,-32.0249938964845,-31.6910864788553,44,-176,160,336,0.193575003945327,2.52675870929063,11.0746028907046,Low,as.numeric.ignore.,65,,,,,-36.4352304311899,102.744435579963,-38,-42.3645278642763,73,-181.970001220703,167,348.970001220703,0.456631146332712,2.11190596030603,12.7438787976787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,,-29.853392464774,-36.4352304311899,0.383698086428008,0.701886903913752,119,-27.3841811646304,40.5478570974621, Two Sample t-test,two.sided,t,TRUE,"
	Two Sample t-test

data:  High and Low
t = 0.3837, df = 119, p-value = 0.7019
alternative hypothesis: true difference in means is not equal to 0
95 percent confidence interval:
 -27.38418  40.54786
sample estimates:
mean of x mean of y 
-29.85339 -36.43523 
",,,,,,,,,,,,,,,,,,,,,,,,,,0.383698086428008,-1.57767549344338,2.34346214651192,121,56,65,0.06996,0.03326,-0.28765,0.42727,52.78861,51.97265,0.03945,0.70197,0.06952,0.03284,-0.28583,0.42457,52.77102,51.9602,0.70197,0.03515,0.00831,-0.14314,0.21003,0.70314,0.03517,0.00847,-0.14413,0.21321,1.13529,0.59349,2.17054,0.70197,0.12689,-0.52173,0.77498,0.70197,,,,,,,,bilgi,bilgi,"Bilgi University, Istanbul, Turkey",Serdar Karabati,ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,DO.BR.FL_5,DO.BR.FL_6,Turkey,Turkish,0,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",illegal,Slate1,bilgi,1,1,1,1,1,1,121,13,105,121,121,0,0,"Execution
illegal 
    121 ","SubjectPool
 No 
121 ","Setting
Online (at home) 
             121 ","Tablet
Unable to verify (completed online) but likely mostly computers 
                                                            121 ","Pencil
No, the whole study was on the computer (except maybe consent/debriefing) 
                                                                      121 ","analysis.type
Secondary 
      121 ","subset
all 
121 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-14T15:43:30.779773Z,1,Huang,1,,brasilia,Secondary,Huang.1,90,49,41,High,as.numeric.ignore.,49,,,,,-27.5102040816327,85.8531018778053,-18,-31.8536585365854,50,-183,158,341,0.40943749269267,2.99296355975007,12.2647288396865,Low,as.numeric.ignore.,41,,,,,0.682926829268293,81.517004061849,-4,-0.515151515151515,42,-158,169,327,0.0594134875267595,2.64228821079135,12.7308171822277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,,-27.5102040816327,0.682926829268293,-1.58744490548978,0.115998727175377,88,-63.4875358526619,7.10127403085996, Two Sample t-test,two.sided,t,TRUE,"
	Two Sample t-test

data:  High and Low
t = -1.5874, df = 88, p-value = 0.116
alternative hypothesis: true difference in means is not equal to 0
95 percent confidence interval:
 -63.487536   7.101274
sample estimates:
  mean of x   mean of y 
-27.5102041   0.6829268 
",,,,,,,,,,,,,,,,,,,,,,,,,,-1.58744490548978,-3.55690786059344,0.390903683937408,90,49,41,-0.33599,0.04543,-0.75284,0.08274,36.84382,40.61024,-0.1878,0.11851,-0.33312,0.04465,-0.74641,0.08203,36.95215,40.68901,0.11851,-0.16685,0.01062,-0.35454,0.04163,0.11978,-0.16842,0.01149,-0.37062,0.04166,0.54366,0.25525,1.16191,0.11851,-0.60942,-1.3655,0.15007,0.11851,,,,,,,,brasilia,brasilia,"Social and Work Psychology Department, University of Brasilia, DF, Brazil","Ronaldo Pilati, Victor Keller",ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,DO.BR.FL_5,DO.BR.FL_6,Brazil,Portuguese,0,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",illegal,Slate1,brasilia,1,1,1,1,1,1,90,13,85,90,90,0,0,"Execution
illegal 
     90 ","SubjectPool
No 
90 ","Setting
In a classroom 
            90 ","Tablet
Computers 
       90 ","Pencil
No, the whole study was on the computer (except maybe consent/debriefing) 
                                                                       90 ","analysis.type
Secondary 
       90 ","subset
all 
 90 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-14T15:43:30.907472Z,1,Huang,1,,cas,Secondary,Huang.1,68,34,34,High,as.numeric.ignore.,34,,,,,-32.7341122346765,68.4123724578624,-11.709991455078,-32.8407080514089,23.395004272461,-180.209991455078,163.790000915527,343.999992370605,0.1281708192526,4.02260908476007,11.7326250827657,Low,as.numeric.ignore.,34,,,,,-10.0547002904555,96.9390600864103,-10.709991455078,-12.8728506905691,87.099998474121,-164,164,328,0.287721476030877,1.96040059480302,16.624911649864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,-22.679411944221,-32.7341122346765,-10.0547002904555,-1.11457551162618,0.269526454886501,59.3380015417945,-63.390866580652,18.03204269221,Welch Two Sample t-test,two.sided,t,FALSE,"
	Welch Two Sample t-test

data:  High and Low
t = -1.1146, df = 59.338, p-value = 0.2695
alternative hypothesis: true difference in means is not equal to 0
95 percent confidence interval:
 -63.39087  18.03204
sample estimates:
mean of x mean of y 
-32.73411 -10.05470 
",,,,,,,,,,,,,,,,,,,,,,,,,,-1.11457551162618,-3.08008819928114,0.860216193466385,68,34,34,-0.27032,0.05936,-0.74703,0.20863,39.34554,42.42048,-0.15159,0.27123,-0.26724,0.05801,-0.73851,0.20625,39.46419,42.50591,0.27123,-0.13592,0.01438,-0.35451,0.1053,0.27418,-0.13677,0.01538,-0.37059,0.10569,0.61243,0.25796,1.45997,0.27123,-0.49031,-1.35496,0.37842,0.27123,,,,,,,,cas,cas,"Chinese Academy of Science, Beijing, China",Huajian Cai,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r__Revised_by_Huajian.csv,DO.BR.FL_5,DO.BR.FL_6,China,Chinese (simplified),0,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",legal,Slate1,cas,1,1,1,1,1,1,68,13,67,68,68,0,0,"Execution
legal 
   68 ","SubjectPool
No 
68 ","Setting
In a lab 
      68 ","Tablet
Computers 
       68 ","Pencil
No, the whole study was on the computer (except maybe consent/debriefing) 
                                                                       68 ","analysis.type
Secondary 
       68 ","subset
all 
 68 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-14T15:43:31.033530Z,1,Huang,1,,castab,Secondary,Huang.1,63,30,33,High,as.numeric.ignore.,30,,,,,-17.2,62.3756141563296,-3.5,-15,19,-160,123,283,-0.369643904937637,3.50871861422751,11.3881769705534,Low,as.numeric.ignore.,33,,,,,-9.96969696969697,78.7914513321737,0,-13.3703703703704,67,-118,130,248,0.318887563900556,1.99396790985768,13.7158311572523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,,-17.2,-9.96969696969697,-0.401094628326544,0.689752032240053,61,-43.2763715762116,28.8157655156055, Two Sample t-test,two.sided,t,TRUE,"
	Two Sample t-test

data:  High and Low
t = -0.40109, df = 61, p-value = 0.6898
alternative hypothesis: true difference in means is not equal to 0
95 percent confidence interval:
 -43.27637  28.81577
sample estimates:
 mean of x  mean of y 
-17.200000  -9.969697 
",,,,,,,,,,,,,,,,,,,,,,,,,,-0.401094628326544,-2.36070678319631,1.56179419584556,63,30,33,-0.10118,0.06372,-0.59552,0.39398,45.97033,47.14817,-0.05704,0.68994,-0.09993,0.06215,-0.58817,0.38912,46.01992,47.18332,0.68994,-0.05129,0.01604,-0.28933,0.19609,0.6923,-0.05133,0.01667,-0.29783,0.19866,0.83233,0.33954,2.04338,0.68994,-0.18352,-1.08015,0.7146,0.68994,,,,,,,,castab,cas,"Chinese Academy of Science, Beijing, China",Huajian Cai,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r__Revised_by_Huajian.csv,DO.BR.FL_5,DO.BR.FL_6,China,Chinese (simplified),0,No,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",legal,Slate1,castab,1,1,1,1,1,1,63,13,57,63,63,0,0,"Execution
legal 
   63 ","SubjectPool
No 
63 ","Setting
In a lab 
      63 ","Tablet
Tablets 
     63 ","Pencil
No, the whole study was on the computer (except maybe consent/debriefing) 
                                                                       63 ","analysis.type
Secondary 
       63 ","subset
all 
 63 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-14T15:43:31.176929Z,1,Huang,1,,doshisha,Secondary,Huang.1,111,68,43,High,as.numeric.ignore.,68,,,,,-13.8857360166661,80.3705514229183,-13.4850006103515,-15.0462510245186,63.4850006103515,-172.970001220703,163.029998779297,336,0.196255211390534,2.27417601858644,9.74636096193612,Low,as.numeric.ignore.,43,,,,,-7.70511219113411,99.5501562213412,-22,-9.55313895089327,88.369995117188,-166.369995117188,160.630004882813,327.000000000001,0.173383187419269,1.6856483566132,15.181256500142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,,-13.8857360166661,-7.70511219113411,-0.359431399971199,0.719967773943786,109,-40.2616626259171,27.9004149748531, Two Sample t-test,two.sided,t,TRUE,"
	Two Sample t-test

data:  High and Low
t = -0.35943, df = 109, p-value = 0.72
alternative hypothesis: true difference in means is not equal to 0
95 percent confidence interval:
 -40.26166  27.90041
sample estimates:
 mean of x  mean of y 
-13.885736  -7.705112 
",,,,,,,,,,,,,,,,,,,,,,,,,,-0.359431399971199,-2.3191517551594,1.60193488392201,111,68,43,-0.07003,0.03798,-0.45186,0.31212,47.20846,48.02528,-0.03949,0.72005,-0.06955,0.03746,-0.44874,0.30996,47.22768,48.03888,0.72005,-0.03441,0.00907,-0.21685,0.15166,0.72125,-0.03442,0.00926,-0.22035,0.15284,0.88071,0.44062,1.76142,0.72005,-0.12702,-0.81958,0.56612,0.72005,,,,,,,,doshisha,doshisha,"Doshisha University, Kyoto, Japan","Masanori Oikawa, Haruka Oikawa",ML2_Slate1_Japanese_Inlab_r.csv,DO.BR.FL_5,DO.BR.FL_6,Japan,Japanese,0,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",legal,Slate1,doshisha,1,1,1,1,1,1,110,13,103,110,110,0,0,"Execution
legal 
  110 ","SubjectPool
Yes 
110 ","Setting
In a lab 
     110 ","Tablet
Computers 
      110 ","Pencil
No, the whole study was on the computer (except maybe consent/debriefing) 
                                                                      110 ","analysis.type
Secondary 
      110 ","subset
all 
110 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-14T15:43:31.292620Z,1,Huang,1,,eindhoven,Secondary,Huang.1,96,45,51,High,as.numeric.ignore.,45,,,,,-0.178443739149289,79.6002637091909,-2,2.00675758155619,52.610000610352,-173,162,335,-0.272262338632032,2.70110249023073,11.866106712044,Low,as.numeric.ignore.,51,,,,,6.14392179601334,81.9279805831426,-6,5.32365864079173,53,-171.649993896484,170,341.649993896484,0.100372945055212,2.45963349991366,11.4722119535208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,,-0.178443739149289,6.14392179601334,-0.382360251632614,0.703057308357116,94,-39.1531969945385,26.5084659242132, Two Sample t-test,two.sided,t,TRUE,"
	Two Sample t-test

data:  High and Low
t = -0.38236, df = 94, p-value = 0.7031
alternative hypothesis: true difference in means is not equal to 0
95 percent confidence interval:
 -39.15320  26.50847
sample estimates:
 mean of x  mean of y 
-0.1784437  6.1439218 
",,,,,,,,,,,,,,,,,,,,,,,,,,-0.382360251632614,-2.34206934569429,1.57937844142725,96,45,51,-0.0782,0.04186,-0.47901,0.32302,46.88337,47.79509,-0.0441,0.70316,-0.07758,0.04119,-0.47518,0.32044,46.90826,47.81271,0.70316,-0.03941,0.01049,-0.23481,0.16078,0.70464,-0.03943,0.01075,-0.23928,0.16219,0.86776,0.41944,1.7966,0.70316,-0.14184,-0.86883,0.58589,0.70316,,,,,,,,eindhoven,eindhoven,"Eindhoven University of Technology, Eindhoven, Netherlands","Daniël Lakens, Karin Smolders",ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,DO.BR.FL_5,DO.BR.FL_6,The Netherlands,Dutch,1,No,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",illegal,Slate1,eindhoven,1,1,2,1,1,1,96,13,87,96,96,0,100,"Execution
illegal 
     96 ","SubjectPool
No 
96 ","Setting
         In a classroom Other (please indicate) 
                     43                      53 ","Tablet
Computers   Tablets 
       53        43 ","Pencil
No, the whole study was on the computer (except maybe consent/debriefing) 
                                                                       96 ","analysis.type
Secondary 
       96 ","subset
all 
 96 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-14T15:43:31.410348Z,1,Huang,1,,elte,Secondary,Huang.1,92,44,48,High,as.numeric.ignore.,44,,,,,28.1818181818182,62.7639626742196,24.5,30.3333333333333,38,-158,159,317,-0.398622246554927,3.78464017599945,9.46202338846625,Low,as.numeric.ignore.,48,,,,,-40.2083333333333,78.3858319626849,-56.5,-44.475,42.5,-176,148,324,0.610057757708007,2.94621600800772,11.3140202960772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,,28.1818181818182,-40.2083333333333,4.592534468673,1.41724916312713e-05,90,38.8054039695803,97.9748990607227, Two Sample t-test,two.sided,t,TRUE,"
	Two Sample t-test

data:  High and Low
t = 4.5925, df = 90, p-value = 1.417e-05
alternative hypothesis: true difference in means is not equal to 0
95 percent confidence interval:
 38.8054 97.9749
sample estimates:
mean of x mean of y 
 28.18182 -40.20833 
",,,,,,,,,,,,,,,,,,,,,,,,,,4.592534468673,2.50975845314249,6.65237501576314,92,44,48,0.95852,0.04855,0.52382,1.38843,83.10987,75.10422,0.50208,4e-05,0.95051,0.04775,0.51944,1.37683,82.90724,74.9243,4e-05,0.43572,0.00721,0.25575,0.57413,3e-05,0.46694,0.01124,0.26156,0.65367,5.68912,2.58596,12.40788,4e-05,1.73856,0.9501,2.51833,4e-05,,,,,,,,elte,elte,"Eotvos Lorand University, in Budapest, Hungary","Adrienn Ujhelyi, Anna Kende, Mihály Berkics, Gábor Orosz",ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,DO.BR.FL_5,DO.BR.FL_6,Hungary,Hungarian,1,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",illegal,Slate1,elte,1,1,1,1,1,1,92,13,84,92,92,0,100,"Execution
illegal 
     92 ","SubjectPool
Yes 
 92 ","Setting
In a lab 
      92 ","Tablet
Computers 
       92 ","Pencil
No, the whole study was on the computer (except maybe consent/debriefing) 
                                                                       92 ","analysis.type
Secondary 
       92 ","subset
all 
 92 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-14T15:43:31.515790Z,1,Huang,1,,eltetab,Secondary,Huang.1,83,39,44,High,as.numeric.ignore.,39,,,,,12.9056470822065,72.4571952248571,-1.42999267578099,15.1494008844548,28.670013427735,-165.429992675781,149.230003356934,314.659996032715,-0.280393724606955,3.24147303681065,11.6024369012511,Low,as.numeric.ignore.,44,,,,,-45.3663590171121,90.1306715193632,-75.884994506836,-50.3877728780112,63.550003051758,-172.769989013672,162.560005187988,335.32999420166,0.528341622847116,2.22657359757656,13.58770997875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,,12.9056470822065,-45.3663590171121,3.21891526423394,0.00185182383189984,81,22.2527250500536,94.2912871485836, Two Sample t-test,two.sided,t,TRUE,"
	Two Sample t-test

data:  High and Low
t = 3.2189, df = 81, p-value = 0.001852
alternative hypothesis: true difference in means is not equal to 0
95 percent confidence interval:
 22.25273 94.29129
sample estimates:
mean of x mean of y 
 12.90565 -45.36636 
",,,,,,,,,,,,,,,,,,,,,,,,,,3.21891526423394,1.18808073670444,5.23104617288605,83,39,44,0.70793,0.05139,0.26129,1.15045,76.05054,69.16672,0.38333,0.00248,0.70135,0.05044,0.25887,1.13977,75.8459,69.00289,0.00248,0.33677,0.00959,0.13087,0.50251,0.0024,0.35044,0.0125,0.13163,0.55266,3.61121,1.6063,8.05821,0.00248,1.28404,0.47393,2.08669,0.00248,,,,,,,,eltetab,elte,"Eotvos Lorand University, in Budapest, Hungary","Adrienn Ujhelyi, Anna Kende, Mihály Berkics, Gábor Orosz",ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,DO.BR.FL_5,DO.BR.FL_6,Hungary,Hungarian,1,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",illegal,Slate1,eltetab,1,1,1,1,1,1,83,13,80,83,83,0,100,"Execution
illegal 
     83 ","SubjectPool
Yes 
 83 ","Setting
In a lab 
      83 ","Tablet
Tablets 
     83 ","Pencil
No, the whole study was on the computer (except maybe consent/debriefing) 
                                                                       83 ","analysis.type
Secondary 
       83 ","subset
all 
 83 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
