uID,variable,factor,.id,source,crit1.1,crit2.1,Source.Global,Source.Primary,Source.Secondary,Country,Location,Language,Weird,Execution,SubjectPool,Setting,Tablet,Pencil,StudyOrderN,IDiffOrderN,study.order,analysis.type,subset,case.include
1,70,P97,ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,70,"",brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Alter|Anderson|Critcher|Miyamoto|Kay|Inbar|Bauer|Graham|Huang|VanLange|Hauser|Rottenstrich,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing,4,Global,NON-WEIRD,TRUE
2,70,P97,ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,70,"",brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Inbar|Hauser|Graham|Kay|Anderson|Rottenstrich|Ross.Slate1|Critcher|Miyamoto|VanLange|Alter|Huang,ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: TIPI for Big-Five,9,Global,NON-WEIRD,TRUE
3,20,P97,ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,20,"",brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Inbar|Critcher|Kay|VanLange|Anderson|Ross.Slate1|Miyamoto|Rottenstrich|Bauer|Alter|Huang|Hauser,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood,3,Global,NON-WEIRD,TRUE
5,100,P97,ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,100,"",brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Miyamoto|Huang|VanLange|Anderson|Rottenstrich|Critcher|Bauer|Inbar|Kay|Graham|Ross.Slate1|Alter,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE,7,Global,NON-WEIRD,TRUE
8,60,P97,ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,60,"",brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Critcher|Ross.Slate1|Kay|Miyamoto|Anderson|Rottenstrich|VanLange|Graham|Huang|Hauser|Inbar|Alter,ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five,2,Global,NON-WEIRD,TRUE
9,70,P97,ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,70,"",brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|Rottenstrich|Critcher|Anderson|Miyamoto|VanLange|Ross.Slate1|Alter|Bauer|Huang|Kay|Graham|Hauser,ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE,3,Global,NON-WEIRD,TRUE
10,70,P97,ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,70,"",brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Anderson|Alter|Ross.Slate1|Hauser|Inbar|Graham|Kay|Rottenstrich|Bauer|Miyamoto|VanLange|Critcher|Huang,ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection,12,Global,NON-WEIRD,TRUE
12,70,P97,ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,70,"",brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Ross.Slate1|Rottenstrich|Alter|Critcher|Miyamoto|Hauser|Huang|Anderson|Graham|Bauer|VanLange|Inbar,ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE,5,Global,NON-WEIRD,TRUE
13,50,P97,ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,50,"",brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|Anderson|Ross.Slate1|Miyamoto|Huang|Alter|Hauser|Kay|Graham|Critcher|VanLange|Bauer|Rottenstrich,ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.),10,Global,NON-WEIRD,TRUE
19,30,P97,ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,30,"",brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|Graham|Rottenstrich|Bauer|Kay|Miyamoto|Critcher|Huang|VanLange|Alter|Anderson|Hauser|Ross.Slate1,ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.),7,Global,NON-WEIRD,TRUE
21,12,P97,ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,12,"",brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Graham|Bauer|Kay|Rottenstrich|Anderson|Hauser|Miyamoto|Huang|Inbar|Critcher|Alter|VanLange,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.),11,Global,NON-WEIRD,TRUE
22,20,P97,ML2_Slate1_Brazil__Portuguese_execution_illegal_r.csv,brasilia,20,"",brasilia,brasilia,brasilia,Brazil,"Social and Work Psychology Department, University of Brasilia, DF, Brazil",Portuguese,0,illegal,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Anderson|Miyamoto|Ross.Slate1|Critcher|Huang|Hauser|Inbar|Kay|Alter|Rottenstrich|Bauer|VanLange,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection,5,Global,NON-WEIRD,TRUE
