"","session_id","referrer","scalesgroup","scales"
"1",2400853,"abington","high category scale","less than 2 1/2 hrs"
"2",2400856,"abington","high category scale","less than 2 1/2 hrs"
"3",2400860,"abington","low category scale","less than 2 1/2 hrs"
"4",2400868,"abington","high category scale","less than 2 1/2 hrs"
"5",2400872,"abington","high category scale","less than 2 1/2 hrs"
"6",2400914,"abington","low category scale","less than 2 1/2 hrs"
"7",2400916,"abington","high category scale","more than 2 1/2 hrs"
"9",2400934,"abington","low category scale","more than 2 1/2 hrs"
"10",2407192,"abington","low category scale","more than 2 1/2 hrs"
"11",2407222,"abington","high category scale","less than 2 1/2 hrs"
"13",2407227,"abington","low category scale","less than 2 1/2 hrs"
"14",2407268,"abington","low category scale","less than 2 1/2 hrs"
"15",2407271,"abington","low category scale","less than 2 1/2 hrs"
"16",2407288,"abington","low category scale","less than 2 1/2 hrs"
"17",2407289,"abington","low category scale","less than 2 1/2 hrs"
"18",2407335,"abington","low category scale","less than 2 1/2 hrs"
"19",2407367,"abington","high category scale","more than 2 1/2 hrs"
"20",2407368,"abington","low category scale","less than 2 1/2 hrs"
"21",2407369,"abington","high category scale","less than 2 1/2 hrs"
"22",2407370,"abington","high category scale","more than 2 1/2 hrs"
"23",2407373,"abington","high category scale","less than 2 1/2 hrs"
"24",2407395,"abington","high category scale","more than 2 1/2 hrs"
"26",2407404,"abington","low category scale","more than 2 1/2 hrs"
"27",2407405,"abington","low category scale","less than 2 1/2 hrs"
"28",2407407,"abington","low category scale","less than 2 1/2 hrs"
"29",2407412,"abington","high category scale","less than 2 1/2 hrs"
"30",2407864,"abington","low category scale","less than 2 1/2 hrs"
"31",2407866,"abington","low category scale","more than 2 1/2 hrs"
"32",2407983,"abington","high category scale","less than 2 1/2 hrs"
"33",2407987,"abington","high category scale","less than 2 1/2 hrs"
"34",2408017,"abington","low category scale","less than 2 1/2 hrs"
"35",2408033,"abington","low category scale","less than 2 1/2 hrs"
"36",2408059,"abington","high category scale","less than 2 1/2 hrs"
"37",2408084,"abington","high category scale","more than 2 1/2 hrs"
"38",2409135,"abington","high category scale","more than 2 1/2 hrs"
"39",2409137,"abington","high category scale","less than 2 1/2 hrs"
"40",2409138,"abington","high category scale","less than 2 1/2 hrs"
"41",2409144,"abington","high category scale","less than 2 1/2 hrs"
"42",2409145,"abington","low category scale","less than 2 1/2 hrs"
"43",2409147,"abington","low category scale","less than 2 1/2 hrs"
"44",2409150,"abington","low category scale","less than 2 1/2 hrs"
"45",2409203,"abington","high category scale","less than 2 1/2 hrs"
"46",2409204,"abington","high category scale","less than 2 1/2 hrs"
"47",2409209,"abington","low category scale","less than 2 1/2 hrs"
"48",2409214,"abington","high category scale","less than 2 1/2 hrs"
"49",2409217,"abington","low category scale","less than 2 1/2 hrs"
"50",2409255,"abington","low category scale","less than 2 1/2 hrs"
"51",2409256,"abington","high category scale","less than 2 1/2 hrs"
"52",2409259,"abington","low category scale","less than 2 1/2 hrs"
"53",2409260,"abington","high category scale","more than 2 1/2 hrs"
"54",2409264,"abington","high category scale","less than 2 1/2 hrs"
"57",2409556,"abington","low category scale","less than 2 1/2 hrs"
"58",2409603,"abington","low category scale","less than 2 1/2 hrs"
"59",2409605,"abington","high category scale","less than 2 1/2 hrs"
"60",2409606,"abington","high category scale","less than 2 1/2 hrs"
"61",2409607,"abington","low category scale","less than 2 1/2 hrs"
"62",2410995,"abington","low category scale","less than 2 1/2 hrs"
"63",2410997,"abington","high category scale","less than 2 1/2 hrs"
"64",2411137,"abington","low category scale","less than 2 1/2 hrs"
"65",2411191,"abington","low category scale","less than 2 1/2 hrs"
"66",2411192,"abington","high category scale","less than 2 1/2 hrs"
"67",2411195,"abington","low category scale","less than 2 1/2 hrs"
"68",2411198,"abington","high category scale","more than 2 1/2 hrs"
"69",2411199,"abington","high category scale","more than 2 1/2 hrs"
"70",2411202,"abington","high category scale","less than 2 1/2 hrs"
"71",2411203,"abington","low category scale","less than 2 1/2 hrs"
"72",2411204,"abington","high category scale","more than 2 1/2 hrs"
"73",2411205,"abington","high category scale","less than 2 1/2 hrs"
"74",2411301,"abington","high category scale","less than 2 1/2 hrs"
"75",2411308,"abington","high category scale","more than 2 1/2 hrs"
"76",2411379,"abington","high category scale","less than 2 1/2 hrs"
"77",2411382,"abington","low category scale","less than 2 1/2 hrs"
"78",2411384,"abington","low category scale","more than 2 1/2 hrs"
"79",2411385,"abington","low category scale","less than 2 1/2 hrs"
"80",2411395,"abington","high category scale","less than 2 1/2 hrs"
"81",2411401,"abington","low category scale","more than 2 1/2 hrs"
"82",2411402,"abington","low category scale","less than 2 1/2 hrs"
"83",2411443,"abington","low category scale","less than 2 1/2 hrs"
"84",2411445,"abington","high category scale","less than 2 1/2 hrs"
