"","session_id","referrer","scalesgroup","scales"
"480",2478532,"help","low category scale","less than 2 1/2 hrs"
"481",2478534,"help","high category scale","less than 2 1/2 hrs"
"482",2478570,"help","low category scale","less than 2 1/2 hrs"
"483",2478574,"help","high category scale","less than 2 1/2 hrs"
"484",2478584,"help","low category scale","less than 2 1/2 hrs"
"485",2478593,"help","high category scale","more than 2 1/2 hrs"
"486",2478626,"help","low category scale","more than 2 1/2 hrs"
"488",2478644,"help","high category scale","more than 2 1/2 hrs"
"489",2478657,"help","high category scale","less than 2 1/2 hrs"
"490",2478672,"help","low category scale","less than 2 1/2 hrs"
"491",2478681,"help","low category scale","less than 2 1/2 hrs"
"492",2478687,"help","low category scale","more than 2 1/2 hrs"
"493",2478688,"help","high category scale","more than 2 1/2 hrs"
"494",2478703,"help","low category scale","less than 2 1/2 hrs"
"495",2478706,"help","high category scale","less than 2 1/2 hrs"
"496",2478718,"help","low category scale","less than 2 1/2 hrs"
"497",2478726,"help","low category scale","less than 2 1/2 hrs"
"498",2478727,"help","low category scale","more than 2 1/2 hrs"
"499",2478764,"help","high category scale","more than 2 1/2 hrs"
"500",2480748,"help","low category scale","less than 2 1/2 hrs"
"501",2480756,"help","low category scale","less than 2 1/2 hrs"
"502",2480784,"help","low category scale","less than 2 1/2 hrs"
"503",2480786,"help","high category scale","less than 2 1/2 hrs"
"504",2480821,"help","high category scale","more than 2 1/2 hrs"
"505",2480823,"help","high category scale","more than 2 1/2 hrs"
"506",2480862,"help","low category scale","less than 2 1/2 hrs"
"507",2480891,"help","low category scale","less than 2 1/2 hrs"
"508",2480894,"help","high category scale","less than 2 1/2 hrs"
"509",2480933,"help","low category scale","more than 2 1/2 hrs"
"510",2480935,"help","high category scale","more than 2 1/2 hrs"
"512",2480965,"help","low category scale","less than 2 1/2 hrs"
"513",2481000,"help","low category scale","less than 2 1/2 hrs"
"514",2481002,"help","high category scale","less than 2 1/2 hrs"
"515",2481015,"help","high category scale","less than 2 1/2 hrs"
"516",2481016,"help","high category scale","less than 2 1/2 hrs"
"517",2481028,"help","low category scale","less than 2 1/2 hrs"
"518",2481030,"help","low category scale","more than 2 1/2 hrs"
"519",2481059,"help","high category scale","less than 2 1/2 hrs"
"520",2481060,"help","low category scale","less than 2 1/2 hrs"
"521",2481065,"help","low category scale","less than 2 1/2 hrs"
"522",2481066,"help","low category scale","less than 2 1/2 hrs"
"523",2481079,"help","low category scale","less than 2 1/2 hrs"
"524",2481090,"help","low category scale","less than 2 1/2 hrs"
"525",2483090,"help","low category scale","less than 2 1/2 hrs"
"526",2483097,"help","low category scale","less than 2 1/2 hrs"
"527",2483124,"help","low category scale","less than 2 1/2 hrs"
"528",2483188,"help","high category scale","more than 2 1/2 hrs"
"529",2483238,"help","high category scale","more than 2 1/2 hrs"
"530",2483246,"help","high category scale","more than 2 1/2 hrs"
"531",2483286,"help","high category scale","less than 2 1/2 hrs"
"532",2483295,"help","high category scale","less than 2 1/2 hrs"
"533",2483343,"help","low category scale","less than 2 1/2 hrs"
"534",2483345,"help","low category scale","less than 2 1/2 hrs"
"535",2483375,"help","high category scale","less than 2 1/2 hrs"
"536",2483396,"help","low category scale","less than 2 1/2 hrs"
"537",2483399,"help","low category scale","less than 2 1/2 hrs"
"538",2483434,"help","high category scale","more than 2 1/2 hrs"
"539",2483460,"help","high category scale","less than 2 1/2 hrs"
"540",2483461,"help","low category scale","more than 2 1/2 hrs"
"541",2483488,"help","high category scale","less than 2 1/2 hrs"
"542",2483491,"help","high category scale","more than 2 1/2 hrs"
"543",2483512,"help","high category scale","less than 2 1/2 hrs"
"545",2483540,"help","high category scale","less than 2 1/2 hrs"
"546",2483542,"help","low category scale","less than 2 1/2 hrs"
"547",2483554,"help","high category scale","more than 2 1/2 hrs"
"548",2483555,"help","high category scale","more than 2 1/2 hrs"
"549",2483574,"help","high category scale","less than 2 1/2 hrs"
"550",2483575,"help","low category scale","less than 2 1/2 hrs"
"551",2483587,"help","high category scale","less than 2 1/2 hrs"
"553",2483613,"help","low category scale","less than 2 1/2 hrs"
"554",2483614,"help","high category scale","less than 2 1/2 hrs"
"555",2483640,"help","high category scale","less than 2 1/2 hrs"
"556",2483641,"help","low category scale","more than 2 1/2 hrs"
"557",2484192,"help","low category scale","less than 2 1/2 hrs"
"558",2485486,"help","high category scale","less than 2 1/2 hrs"
"559",2485537,"help","low category scale","less than 2 1/2 hrs"
"560",2485604,"help","low category scale","less than 2 1/2 hrs"
"561",2485607,"help","low category scale","less than 2 1/2 hrs"
"563",2485653,"help","high category scale","less than 2 1/2 hrs"
"564",2485691,"help","low category scale","less than 2 1/2 hrs"
"565",2485699,"help","low category scale","less than 2 1/2 hrs"
"566",2485753,"help","low category scale","less than 2 1/2 hrs"
"567",2485755,"help","low category scale","less than 2 1/2 hrs"
"568",2485804,"help","high category scale","less than 2 1/2 hrs"
"569",2485842,"help","high category scale","more than 2 1/2 hrs"
"570",2485852,"help","high category scale","less than 2 1/2 hrs"
"571",2485882,"help","high category scale","less than 2 1/2 hrs"
"572",2485885,"help","low category scale","less than 2 1/2 hrs"
"573",2485905,"help","high category scale","less than 2 1/2 hrs"
"574",2485906,"help","high category scale","less than 2 1/2 hrs"
"576",2485966,"help","low category scale","less than 2 1/2 hrs"
"577",2485988,"help","high category scale","less than 2 1/2 hrs"
"580",2486028,"help","low category scale","less than 2 1/2 hrs"
"581",2486032,"help","high category scale","less than 2 1/2 hrs"
