"","session_id","referrer","scalesgroup","scales"
"6258",2454344,"wpi","high category scale","less than 2 1/2 hrs"
"6259",2454353,"wpi","low category scale","less than 2 1/2 hrs"
"6260",2454385,"wpi","high category scale","less than 2 1/2 hrs"
"6261",2456569,"wpi","low category scale","less than 2 1/2 hrs"
"6262",2456576,"wpi","low category scale","less than 2 1/2 hrs"
"6263",2458809,"wpi","high category scale","less than 2 1/2 hrs"
"6264",2458813,"wpi","high category scale","less than 2 1/2 hrs"
"6265",2458816,"wpi","high category scale","less than 2 1/2 hrs"
"6266",2458872,"wpi","low category scale","less than 2 1/2 hrs"
"6267",2458893,"wpi","low category scale","less than 2 1/2 hrs"
"6268",2458967,"wpi","high category scale","less than 2 1/2 hrs"
"6269",2458970,"wpi","high category scale","less than 2 1/2 hrs"
"6270",2458987,"wpi","low category scale","less than 2 1/2 hrs"
"6271",2459014,"wpi","low category scale","less than 2 1/2 hrs"
"6272",2461595,"wpi","high category scale","less than 2 1/2 hrs"
"6273",2467812,"wpi","high category scale","more than 2 1/2 hrs"
"6274",2472292,"wpi","high category scale","less than 2 1/2 hrs"
"6275",2472304,"wpi","high category scale","less than 2 1/2 hrs"
"6277",2472395,"wpi","high category scale","less than 2 1/2 hrs"
"6278",2474017,"wpi","low category scale","less than 2 1/2 hrs"
"6279",2474025,"wpi","high category scale","less than 2 1/2 hrs"
"6280",2474095,"wpi","low category scale","less than 2 1/2 hrs"
"6281",2474102,"wpi","low category scale","less than 2 1/2 hrs"
"6282",2477627,"wpi","low category scale","less than 2 1/2 hrs"
"6283",2477634,"wpi","high category scale","less than 2 1/2 hrs"
"6285",2477729,"wpi","low category scale","less than 2 1/2 hrs"
"6286",2477731,"wpi","low category scale","less than 2 1/2 hrs"
"6287",2477736,"wpi","low category scale","less than 2 1/2 hrs"
"6289",2477766,"wpi","high category scale","less than 2 1/2 hrs"
"6290",2477773,"wpi","high category scale","less than 2 1/2 hrs"
"6291",2477776,"wpi","low category scale","less than 2 1/2 hrs"
"6292",2481938,"wpi","high category scale","less than 2 1/2 hrs"
"6293",2481944,"wpi","high category scale","less than 2 1/2 hrs"
"6294",2482004,"wpi","high category scale","less than 2 1/2 hrs"
"6295",2482043,"wpi","low category scale","less than 2 1/2 hrs"
"6297",2482067,"wpi","low category scale","less than 2 1/2 hrs"
"6298",2482078,"wpi","high category scale","less than 2 1/2 hrs"
"6299",2484324,"wpi","low category scale","less than 2 1/2 hrs"
"6300",2484327,"wpi","low category scale","less than 2 1/2 hrs"
"6301",2484328,"wpi","low category scale","less than 2 1/2 hrs"
"6302",2484570,"wpi","high category scale","less than 2 1/2 hrs"
"6303",2484574,"wpi","low category scale","less than 2 1/2 hrs"
"6304",2484654,"wpi","high category scale","less than 2 1/2 hrs"
"6305",2484679,"wpi","high category scale","less than 2 1/2 hrs"
"6306",2484690,"wpi","high category scale","less than 2 1/2 hrs"
"6307",2484696,"wpi","high category scale","less than 2 1/2 hrs"
"6308",2484748,"wpi","high category scale","less than 2 1/2 hrs"
"6309",2484783,"wpi","low category scale","less than 2 1/2 hrs"
"6310",2484805,"wpi","low category scale","less than 2 1/2 hrs"
"6311",2484862,"wpi","low category scale","less than 2 1/2 hrs"
"6312",2484863,"wpi","high category scale","less than 2 1/2 hrs"
"6313",2484876,"wpi","low category scale","less than 2 1/2 hrs"
"6314",2484887,"wpi","high category scale","less than 2 1/2 hrs"
"6315",2484890,"wpi","high category scale","less than 2 1/2 hrs"
"6316",2484896,"wpi","low category scale","less than 2 1/2 hrs"
"6317",2484969,"wpi","low category scale","less than 2 1/2 hrs"
"6318",2484972,"wpi","high category scale","less than 2 1/2 hrs"
"6319",2484973,"wpi","high category scale","less than 2 1/2 hrs"
"6320",2486492,"wpi","low category scale","less than 2 1/2 hrs"
"6321",2490381,"wpi","low category scale","less than 2 1/2 hrs"
"6322",2490384,"wpi","high category scale","less than 2 1/2 hrs"
"6325",2493944,"wpi","high category scale","less than 2 1/2 hrs"
"6326",2493955,"wpi","high category scale","less than 2 1/2 hrs"
"6327",2493959,"wpi","high category scale","less than 2 1/2 hrs"
"6328",2493964,"wpi","high category scale","less than 2 1/2 hrs"
"6329",2493970,"wpi","low category scale","less than 2 1/2 hrs"
"6330",2493974,"wpi","high category scale","less than 2 1/2 hrs"
"6331",2494028,"wpi","low category scale","less than 2 1/2 hrs"
"6332",2494032,"wpi","high category scale","more than 2 1/2 hrs"
"6333",2494074,"wpi","low category scale","less than 2 1/2 hrs"
"6334",2494078,"wpi","high category scale","less than 2 1/2 hrs"
"6335",2494402,"wpi","low category scale","less than 2 1/2 hrs"
"6336",2494404,"wpi","low category scale","less than 2 1/2 hrs"
"6337",2494405,"wpi","low category scale","less than 2 1/2 hrs"
"6338",2494407,"wpi","high category scale","less than 2 1/2 hrs"
"6339",2495930,"wpi","low category scale","less than 2 1/2 hrs"
"6340",2495934,"wpi","low category scale","less than 2 1/2 hrs"
"6341",2496017,"wpi","low category scale","less than 2 1/2 hrs"
"6342",2496023,"wpi","low category scale","less than 2 1/2 hrs"
"6343",2496026,"wpi","low category scale","less than 2 1/2 hrs"
"6344",2496226,"wpi","low category scale","less than 2 1/2 hrs"
